u,v,w1,w2,w3
6497,15026,382,746,1
2727,15290,322,629,1
3635,3636,140,122,52
7417,14158,100,87,8
2022,8121,46,30,372
9685,9693,35,32,282
10206,15289,172,337,1
5421,15283,333,651,1
6289,15056,446,872,1
7227,14964,220,429,1
3253,15293,473,924,1
14808,15020,123,240,1
2563,15160,276,539,1
3687,15032,343,671,1
8342,13168,32,29,181
9706,15237,219,429,1
10959,10961,32,28,3
7475,14983,894,1747,1
4994,15132,162,317,1
13508,13509,15,13,115
8048,15135,276,539,1
7488,7611,84,37,48
9033,15272,381,746,1
6378,15047,108,211,1
12319,15151,114,224,1
402,14971,329,643,1
6425,14962,166,325,1
2150,15311,611,1195,1
7316,7318,70,62,105
8767,15255,335,655,1
2035,2036,7,4,1
1474,5860,82,74,160
8935,15241,256,500,1
2450,15143,83,162,1
5335,15061,116,227,1
13987,15144,29,57,1
13075,15120,284,555,1
865,15267,342,669,1
12372,15167,169,331,1
727,4763,38,18,350
4638,15193,206,403,1
12146,15269,205,401,1
14757,14948,438,857,1
3488,15279,361,707,1
4419,15192,390,761,1
11354,11832,40,35,1
3448,15023,362,709,1
2945,15182,323,632,1
3466,15023,470,919,1
6044,15027,423,828,1
8421,15003,50,97,1
13851,15128,339,663,1
967,15289,363,710,1
3876,15048,285,557,1
6971,15291,201,392,1
12684,15232,295,577,1
10256,10777,9,8,19
12198,15142,173,338,1
13125,15212,218,426,1
11287,12457,49,35,763
9996,15199,178,349,1
3862,15222,313,612,1
4669,15194,121,237,1
2419,2422,69,161,4533
6613,6615,5,5,1
1647,15011,527,1029,1
1965,15076,402,786,1
1140,15048,823,1609,1
7839,15286,248,484,1
9461,15250,205,401,1
4378,15026,131,257,1
12191,13108,111,98,85
14192,15204,303,592,1
12281,15102,161,315,1
3358,15238,255,499,1
14283,15167,282,551,1
11520,14961,210,411,1
455,7362,157,136,1
8835,14967,249,487,1
3243,15048,550,1075,1
10621,15172,264,515,1
14744,15039,787,1538,1
8407,8408,34,30,84
12647,15239,77,150,1
11403,14955,524,1025,1
9210,15122,58,113,1
2055,15183,298,583,1
12786,15238,92,181,1
6416,15218,270,529,1
3798,15244,200,390,1
10078,15098,33,64,1
2330,15088,712,1393,1
1588,15293,465,910,1
10945,15270,109,213,1
1380,5780,7,4,1
1002,14996,275,537,1
1693,15136,354,692,1
4700,15215,264,515,1
11885,15086,468,915,1
467,14971,331,646,1
4061,4063,7,3,9
5398,14991,193,378,1
14285,15167,234,457,1
10255,15248,276,539,1
3512,15257,409,799,1
9682,9683,127,81,304
10890,13009,34,31,157
183,914,284,171,1
11425,15198,282,551,1
1715,1716,27,17,336
10514,15255,299,584,1
1297,4874,6,6,1
6489,15266,349,683,1
5262,15205,358,700,1
12931,13280,19,17,1
5624,15218,459,898,1
4275,15052,179,350,1
13363,13364,71,31,7
4562,4563,246,107,22
14056,15298,461,900,1
12628,15234,199,388,1
7783,15084,60,117,1
3688,15032,311,607,1
10473,15153,166,325,1
12171,12172,33,28,4
8527,15123,26,51,2
14884,14885,4,4,728
7652,15089,433,847,1
8189,15248,61,119,1
749,2269,10,6,1
14174,15184,66,130,1
3031,15255,415,811,1
2593,5042,13,6,30
10595,12556,23,20,167
1831,1832,5,4,1
8533,15143,324,633,1
11339,14966,209,408,1
4945,15110,255,499,1
13260,13670,177,80,194
8894,15096,20,40,1
7800,15270,449,877,1
9272,14987,299,585,1
12360,15195,203,397,1
7267,15253,407,796,1
9265,9266,77,67,22
7285,7289,41,36,97
643,14990,933,1823,1
898,14997,414,809,1
1957,1959,59,60,637
12754,12901,21,19,193
9697,15056,398,779,1
91,92,12,10,1
112,15065,630,1231,1
7496,14153,59,53,178
9957,15216,229,447,1
13496,15059,182,355,1
14343,15010,291,569,1
16,14946,577,1128,1
7964,15097,152,297,1
4828,15215,260,509,1
13378,15264,346,676,1
14262,15297,206,402,1
11830,15061,236,462,1
7333,14946,916,1790,1
3598,15127,262,512,1
3760,15064,118,230,1
559,562,3,2,28
7659,15116,506,990,1
9211,15122,82,161,1
7925,15207,58,113,2
3868,15249,359,702,1
6280,15269,291,570,1
4853,15103,421,824,1
9818,15048,566,1107,1
14059,14061,287,128,134
2630,15033,306,598,1
6230,6231,191,89,306
13353,15234,72,141,1
12599,15206,50,98,1
2263,15038,758,1482,1
5418,8320,5,4,23
5005,15149,232,454,1
3413,15038,507,991,1
8378,15014,433,846,1
1084,15011,304,594,1
884,15287,269,526,1
5402,14991,354,692,1
11389,14963,454,887,1
6922,14999,325,635,1
4393,4394,39,36,223
8671,8672,59,51,1
6354,15183,68,133,1
6702,15020,362,708,1
10904,15160,77,151,2
5342,7320,10,6,99
8397,15231,89,174,9
3291,15156,299,585,1
5050,15204,316,618,1
3255,15293,242,473,1
13386,15070,23,45,2
11406,14976,249,488,1
8968,15120,374,731,1
2747,15290,322,630,1
11779,15263,187,366,1
1660,5243,37,32,16
13042,15241,36,70,1
5209,15096,199,389,1
13202,15265,170,332,1
12406,14977,144,281,1
2525,2526,31,28,197
6377,6378,35,32,249
14294,14295,6,3,65
14895,15206,151,295,1
14688,15169,75,146,1
14639,15120,82,161,1
5327,15018,529,1034,1
4674,15103,443,866,1
5215,15136,239,468,1
8899,15296,70,137,1
7915,15145,290,567,1
8971,15120,194,379,1
2950,4146,9,8,1
7102,14949,521,1019,1
3196,15284,357,698,1
5430,15283,261,510,1
14140,15092,270,527,1
14088,14130,112,97,1
12685,15248,376,735,1
6235,15093,193,377,1
13375,15237,135,264,1
5485,15062,346,676,1
3036,14954,383,749,1
10812,15260,284,555,1
6142,14987,212,414,1
10432,15284,355,694,1
7534,15092,557,1088,1
6342,15017,430,840,1
11382,15258,187,366,1
8463,15229,112,218,1
5901,5902,6,5,1
12815,15173,103,202,1
7940,15133,186,363,1
7260,15089,226,442,1
1390,14981,291,570,1
3774,15020,355,694,1
11705,14958,243,474,1
13197,15297,327,638,1
12590,12593,34,31,188
