u,v,w1,w2,w3
12394,15100,194,379,1
4920,15210,174,340,1
14291,14293,9,6,681
12273,12275,21,20,496
8024,15013,42,83,1
13171,15202,61,120,1
4721,15163,53,104,1
6567,15097,205,401,1
7705,15250,283,553,1
7231,15083,290,566,1
7777,15085,252,492,1
10744,15182,189,370,1
9332,15229,354,691,1
6987,15125,90,175,1
5807,14997,245,478,1
4593,14987,309,605,1
10677,13506,305,189,1430
1310,14984,357,699,1
2705,2706,101,87,11
3040,15240,334,652,1
3817,4939,7,4,1
13037,15001,105,205,1
14890,15297,265,518,1
7412,14983,622,1215,1
12424,15075,257,503,1
13312,15272,207,405,1
8804,15278,77,150,1
715,716,5,4,99
10688,10691,25,22,89
4570,4572,7,4,316
2409,15300,277,542,1
10896,15194,398,777,1
7559,15023,471,921,1
11679,15156,88,172,1
7005,7010,5,4,1
3217,3219,3,1,24
5033,15024,194,379,1
10554,15290,355,694,1
5596,5598,8,5,1
1040,15022,238,465,1
7787,15071,185,363,1
1149,14975,260,508,1
5757,5758,17,11,271
1642,15006,486,949,1
609,15047,376,734,1
4893,15064,51,100,1
13362,15052,339,663,1
919,2065,112,73,358
83,15026,295,577,1
5694,15143,10,19,1
595,596,13,6,269
8737,10576,40,36,187
14092,15148,206,404,1
5396,5399,18,16,1
11515,11554,38,33,1
1402,14982,202,395,1
3861,4311,12,12,358
14415,14969,615,1202,1
14206,14995,255,499,1
11338,14966,237,463,1
11476,11477,61,54,134
7251,15008,685,1339,1
9992,9993,129,113,47
13432,13434,106,102,480
10618,15172,272,532,1
4657,15229,317,620,1
12193,15206,56,109,1
10133,15260,291,569,1
5383,5385,6,6,477
12936,15001,373,729,1
5052,14880,318,335,796
9908,15273,332,649,1
1294,15007,374,731,1
7142,15113,652,1274,1
13969,15061,169,329,1
13692,15110,128,250,1
8436,14131,13,12,294
14123,15052,139,272,1
6356,14990,836,1633,1
14416,14418,60,26,1
8905,15207,233,455,1
7160,15115,121,237,1
896,14997,390,762,1
4059,4063,1,1,190
5267,5277,72,65,209
1991,15079,267,522,1
1980,15086,295,576,1
12795,15133,319,624,1
13393,13394,58,51,91
4014,14964,465,908,1
13836,13837,270,162,1
7356,7357,325,282,1
10506,15256,397,776,1
3393,15046,908,1776,1
10499,15052,212,414,1
5791,15294,184,360,1
1507,15006,786,1537,1
6201,15162,412,805,1
14651,15169,201,393,1
7054,15083,358,699,1
14522,15038,305,596,1
6391,6392,6,5,1
14254,15048,441,861,1
4116,14990,759,1484,1
6066,14996,269,525,1
13280,15048,711,1389,1
12257,15200,262,513,1
11023,11025,12,8,335
5763,15005,278,543,1
10157,15136,356,697,1
6446,15155,291,570,1
11006,15172,95,185,1
12762,15061,273,533,1
12564,15189,269,526,1
4397,15026,96,187,1
11768,15266,321,628,1
2964,15041,465,908,1
1714,15136,353,691,1
14684,14687,44,28,312
361,14983,108,212,1
14917,15191,159,311,1
540,15277,316,618,1
10417,14277,83,74,141
13285,15060,145,283,1
5847,15310,362,708,4
12003,15128,193,377,1
5252,14983,628,1227,1
6403,15184,153,300,1
10596,10597,45,39,2
10250,10252,83,72,12
12851,15283,367,716,1
13210,15052,136,266,1
9918,14982,323,632,1
8266,15173,96,188,1
7525,15048,362,708,1
7086,15137,137,267,1
3389,13811,210,91,11
7553,15290,344,672,1
1284,15007,437,854,1
10763,15284,331,647,1
10542,10543,41,56,1819
10498,15052,162,317,1
12661,15052,425,831,1
7265,14963,227,444,7
2659,15218,208,406,1
1855,15081,542,1060,1
6267,6268,234,133,1079
11822,15061,235,459,1
9611,14965,319,624,1
12471,15288,240,469,1
2889,15148,172,336,1
10784,15156,365,713,1
385,6690,4,3,1
9156,15054,330,644,1
7015,14987,280,547,1
9766,15098,292,572,1
13758,13759,96,84,1
8541,15062,425,831,1
2095,15042,120,234,1
6834,15190,212,414,1
14732,15088,396,773,1
13565,14996,165,322,1
1297,5376,7,4,273
14335,15208,37,72,1
14492,14496,8,3,1
5129,15119,231,452,1
9550,15271,229,447,1
11209,15195,345,674,1
3218,3219,10,4,115
11259,15267,352,689,1
11266,15267,419,819,1
7566,14967,304,593,1
466,14971,342,668,1
6415,8132,53,32,112
12208,15161,284,556,1
1443,15283,324,634,1
11883,15080,444,867,1
7211,14964,190,371,1
4943,14991,282,551,1
1011,1022,81,54,472
11873,14965,62,122,1
14042,14948,306,599,1
13388,15231,368,719,1
627,15009,720,1407,1
671,15015,440,860,1
11034,15163,180,351,1
2995,15256,312,610,1
6470,15047,80,156,1
6436,14040,73,65,133
6241,15093,666,1301,1
3564,15317,444,868,1
8090,15134,74,146,1
12543,12544,39,35,213
12569,15161,318,621,1
9269,14989,304,595,1
13458,15228,163,319,1
3681,6397,5,4,1
13834,14794,41,36,58
14810,14813,19,18,363
2609,3387,8,7,154
6473,15020,70,138,1
7057,7059,18,8,84
425,15010,318,622,1
9964,15251,201,392,1
1622,5564,32,20,1
8316,15240,298,582,1
1188,15007,750,1465,1
4876,15009,638,1247,1
5952,15018,372,726,1
12353,12594,165,144,20
9963,12437,34,29,1
2186,5772,42,26,123
1985,15077,216,422,1
14700,15197,210,410,1
3740,14982,276,539,1
10051,15122,182,356,1
3683,15032,457,894,1
13216,14964,91,178,1
416,14971,662,1294,1
8012,15057,317,619,1
2235,15018,456,891,1
9714,15237,97,189,1
4285,12104,110,48,57
10460,15167,75,146,1
11721,15266,151,295,1
6049,15181,321,627,1
8441,15251,278,543,1
13858,13859,99,64,356
1191,14984,715,1399,1
7746,15144,143,279,1
14819,14821,45,40,7
11813,15146,281,549,1
13562,15254,388,759,1
14579,14580,28,25,92
8620,15116,267,522,1
11418,15260,231,452,1
6337,9924,47,41,31
1968,1969,184,160,6
3539,4646,45,39,1
1324,14984,409,800,1
13958,15145,86,169,1
4458,15062,249,486,1
14696,15197,186,363,1
11485,15276,126,246,1
9192,15141,207,404,1
9081,15256,220,431,1
7310,15065,362,708,1
2686,2688,7,7,210
2830,15143,236,462,1
10094,15144,321,627,1
9648,15242,82,161,1
9334,9432,60,39,335
13354,15264,433,847,1
941,15045,203,397,1
10632,15077,333,650,1
7068,7115,9,8,90
12335,15284,229,447,1
10216,15094,659,1288,1
8417,15003,177,345,1
1884,1885,18,16,1
11274,15157,372,727,1
12277,12369,35,32,348
6259,14953,730,1427,1
11699,15266,290,567,1
9780,15111,190,370,1
14122,14125,15,13,1
4527,5789,14,9,225
4829,15042,226,442,1
7918,11814,40,35,56
1988,15077,147,287,1
9592,15176,224,438,1
9446,14958,396,774,1
8680,15015,197,384,1
9695,15035,335,656,1
14893,15206,180,352,1
3933,9132,81,76,364
6871,15252,366,716,1
5908,12698,85,61,744
13292,15110,240,470,1
8688,14967,244,476,1
14046,14948,322,630,1
9880,15225,324,633,1
10792,15253,316,618,1
3369,4558,52,32,80
7387,7388,8,7,1
2069,15282,314,614,1
14828,15253,462,904,1
8082,15169,370,723,1
41,15056,368,719,1
13917,15120,107,209,1
3472,14958,326,638,1
11763,15259,187,366,1
9795,15013,250,489,1
405,1564,8,7,1
12687,12688,97,61,177
8233,15097,23,46,7
5152,15099,164,320,1
7650,15089,394,770,1
10727,15282,268,525,1
14271,15204,312,609,1
2666,15053,319,625,1
8170,15240,351,686,1
7968,15115,569,1113,1
7472,14983,844,1650,1
11077,15022,115,225,1
9074,15145,232,454,1
7284,15032,366,716,1
5647,15060,42,82,1
1168,15007,570,1114,1
12448,15171,132,258,1
7513,15047,322,629,1
11057,14486,34,29,1
4967,15157,90,175,1
3732,15025,135,264,1
9189,15131,337,660,1
8200,15246,98,191,1
5912,15088,450,880,1
1858,15078,440,860,1
11607,15163,158,310,1
5806,14996,359,702,1
2624,15037,335,655,1
12680,15235,177,346,1
14849,15295,63,124,1
11670,12159,39,34,1
9066,15289,105,205,1
5538,15272,320,626,1
14634,15088,275,537,1
9966,15251,228,446,1
13476,15166,271,529,1
5850,15310,436,853,1
12337,15284,372,727,1
1238,1239,7,7,81
949,15268,324,634,1
12404,15257,89,174,1
2800,15162,337,659,1
7686,15046,643,1256,1
