u,v,w1,w2,w3
6236,6237,8,3,16
10156,15136,347,677,1
6437,9933,162,203,1467
10286,14974,135,264,1
4444,15162,515,1006,1
279,15093,381,744,1
823,825,9,6,288
7909,13516,5,4,222
13929,15088,203,397,1
10501,11247,79,78,551
1709,14951,484,946,1
14285,14562,64,56,1
12097,15283,164,321,1
4832,5244,24,21,120
12665,12666,70,43,127
10830,15242,429,838,1
617,15081,329,644,1
12575,15119,115,225,1
2434,15212,141,275,1
13814,14991,454,888,1
10550,13042,69,62,114
12710,15209,42,82,3
5998,15040,396,774,1
9467,15255,374,731,1
5643,15060,37,72,1
8846,15196,151,295,1
7715,15089,481,940,1
13367,15163,197,385,1
3627,15165,324,633,1
14367,15038,388,758,1
7965,15133,218,427,1
1564,14971,217,423,1
10998,12707,121,105,1
13930,15088,171,333,1
13816,14991,424,830,1
14909,15152,46,90,1
12913,13065,28,25,1
3822,15062,303,592,1
5270,15014,577,1127,1
8358,13143,41,38,307
2834,15123,230,449,1
1264,15004,308,602,1
10243,15118,79,154,1
4794,4795,58,55,358
8391,11298,57,53,352
11464,15250,181,353,1
9942,15257,208,407,1
11157,12862,78,69,98
7207,15020,416,814,1
6069,14954,320,626,1
5521,15207,375,732,1
14060,14063,159,70,92
14181,14182,20,18,197
9063,15196,162,317,1
13688,13697,274,156,1099
11374,11375,45,40,218
14658,15169,290,567,1
11566,15267,248,485,1
9168,15145,246,481,1
13909,15095,175,342,1
7239,15221,43,83,1
9009,15084,172,336,1
9089,15040,230,449,1
4259,15027,523,1023,1
13189,13193,19,17,9
10707,14959,211,412,1
1660,15011,239,467,1
14067,15113,554,1082,1
2810,2918,4,3,143
14475,15021,176,345,1
6768,15196,133,260,1
209,15201,385,752,1
4582,13239,135,118,5
3315,15182,346,676,1
3283,15156,324,633,1
10539,15244,304,594,1
9549,11267,61,38,153
11861,15060,353,690,1
9899,15263,267,522,1
13622,14038,140,61,7
2255,15267,368,720,1
4976,14954,372,727,1
2732,15290,378,739,1
13951,13952,78,48,123
469,15298,372,727,1
3883,3884,39,37,346
5096,15052,187,365,1
7324,14946,914,1787,1
4087,15099,381,744,1
1925,15079,89,173,1
287,15093,612,1196,1
274,15093,336,656,1
12692,14989,315,617,1
4086,15099,362,708,1
135,15111,183,358,1
5876,8371,6,5,1
14892,15206,199,389,1
5982,14975,457,894,1
9108,15198,153,298,1
13678,15099,357,698,1
9516,15258,43,85,1
4587,14989,325,635,1
4167,14985,377,737,1
14763,14948,483,945,1
12756,15193,144,282,1
9538,15261,341,667,1
6832,15031,294,575,1
14813,15021,214,418,1
4772,14954,358,700,1
10996,15077,271,530,1
12521,14981,283,554,1
70,15018,544,1064,1
8459,15229,89,173,1
1334,14971,608,1189,1
6835,15190,237,464,1
14354,14355,77,80,720
2002,15080,354,692,1
3586,15273,384,751,1
13335,14983,357,698,1
2533,15213,178,347,1
593,14952,292,571,1
11471,15259,255,499,1
7140,7149,39,34,1
1939,15076,291,569,1
305,15089,342,669,1
7643,15097,184,360,1
12066,15272,167,327,1
13091,13092,20,13,273
5202,11497,7,9,1388
6784,15195,356,696,1
13483,14951,197,386,1
2400,15068,174,339,1
6330,15038,279,546,1
10826,14966,154,302,1
10208,15289,295,578,1
13574,15041,320,626,1
14403,15010,347,678,1
5642,5643,7,6,1
3106,3108,28,25,1
12336,15284,408,797,1
5727,5728,40,35,13
9903,15263,342,668,1
8708,15239,109,213,1
8219,15000,76,148,1
5746,15002,274,535,1
14396,14970,557,1089,1
9774,15100,352,689,1
7605,14989,361,705,1
14116,15052,267,521,1
11769,14983,671,1311,1
1706,15136,321,627,1
595,15088,168,329,1
14410,15047,331,647,1
9616,15194,32,62,1
5098,15119,335,655,1
10135,15268,65,127,1
5953,5958,22,24,927
12269,15167,61,119,1
5328,15019,418,817,1
11753,14996,270,529,1
8892,15096,118,231,1
1500,5313,143,124,1
8877,15256,288,563,1
8964,15249,290,567,1
8816,15217,192,375,1
2254,15218,756,1478,1
