u,v,w1,w2,w3
9121,15045,300,586,1
12816,12817,44,41,360
6436,14948,277,542,1
3622,15237,214,418,1
14514,14989,423,826,1
4072,15185,226,443,1
3272,15187,68,132,1
10739,15060,114,223,1
1539,15019,215,421,1
6368,15015,406,793,1
182,15059,245,480,1
5182,14969,1025,2003,1
4818,15110,272,532,1
63,15133,289,565,1
4355,15039,352,687,1
4252,15240,217,424,1
14864,15149,210,411,1
9305,15098,198,387,1
13169,15076,253,494,1
9623,15197,329,643,1
12082,14986,121,237,1
14224,14225,9,8,1
11390,11391,87,55,191
11683,15269,150,293,1
3493,14974,284,555,1
6439,14989,409,800,1
2220,15264,330,644,1
5826,15261,355,694,1
11416,15143,363,710,1
161,199,46,40,1
13147,15280,364,712,1
2398,15230,230,449,1
8026,15071,88,172,1
13831,15112,377,736,1
4425,4426,15,13,4
2564,13104,6,5,1
12175,15209,215,421,1
5656,15060,78,153,1
11987,14994,242,474,1
5022,14964,387,757,1
9359,15141,167,326,1
13413,15094,862,1685,1
12427,15037,315,617,1
11447,15241,373,730,1
2317,6896,280,129,268
3236,7143,318,228,744
10650,15260,340,664,1
3000,15261,398,777,1
11550,15288,66,128,1
7941,15055,390,763,1
866,15267,331,646,1
11945,15156,182,356,1
7177,15270,257,503,1
2070,15282,315,616,1
7686,7687,3,3,1
5343,5713,2,2,1054
8324,15233,162,318,1
2832,15123,363,710,1
7193,15006,559,1092,1
7400,14991,155,304,1
1003,14996,275,538,1
14742,15236,127,248,1
7218,14964,167,326,1
1866,15078,277,541,1
1721,14951,455,889,1
11001,12385,76,67,120
7035,15084,319,623,1
1185,15007,724,1415,1
14610,14615,12,7,42
4885,14991,756,1479,1
2473,15165,241,472,1
28,14947,628,1227,1
5405,14991,274,536,1
4151,14994,105,205,1
8806,12284,40,35,70
13729,14954,356,696,1
5366,15097,34,66,11
1074,15046,845,1651,1
10889,14984,223,435,1
13682,15101,260,507,1
8302,15227,116,227,1
10653,15164,178,348,1
8243,15119,83,162,1
8118,14954,329,643,1
9250,15255,105,205,1
11353,11834,41,36,1
961,15268,375,734,1
11246,15245,175,342,1
9633,15175,187,366,1
3807,15033,303,592,1
11817,15174,96,188,1
5137,15059,273,534,1
6947,15101,177,345,1
4153,14994,102,199,1
11337,12842,81,73,196
5753,15081,332,650,1
13108,15147,364,712,1
6588,14991,316,618,1
2412,15300,245,478,1
10045,15123,234,457,1
2217,2220,53,51,450
12733,15080,250,488,1
12608,13152,158,138,36
6586,15038,450,880,1
10960,14992,104,203,2
4561,4562,6,2,1
3344,15298,355,694,1
4722,10848,32,29,251
11790,15162,426,833,1
7080,7081,335,153,244
7481,14983,822,1607,1
13567,13568,101,47,350
4658,15161,349,682,1
12983,14982,235,460,1
11177,14974,126,247,1
11914,15283,61,119,1
9218,15124,236,461,1
12092,15273,152,297,1
7905,15060,453,886,1
3963,15230,294,574,1
5899,15149,101,198,1
4331,12055,142,152,863
9765,15109,150,293,1
3592,15128,226,442,1
5947,15218,482,943,1
6662,14963,408,797,1
3976,15231,402,785,1
14556,15115,127,248,1
10225,10725,40,36,174
4221,15039,267,522,1
6499,15036,297,580,1
11196,15099,258,505,1
5677,15153,196,383,1
899,14997,374,731,1
4515,10529,81,49,60
10252,15119,167,326,1
12955,15002,239,468,1
11378,11832,162,141,1
7229,15093,666,1302,1
2320,2322,9,4,538
10713,14997,143,279,1
12626,12627,35,31,164
14673,15096,121,236,1
5858,15230,261,510,1
8197,15246,122,238,1
7162,15315,322,630,1
1677,15134,73,143,1
5942,5996,329,201,100
5959,15030,527,1030,1
4828,13541,29,13,117
6256,6257,153,67,13
4063,15126,298,582,1
13572,13573,219,97,104
297,15284,51,100,1
11052,15203,134,262,1
7437,14979,305,596,1
8689,10808,101,89,89
9914,15276,268,525,1
13853,15126,367,717,1
10037,15300,449,877,1
4662,15196,402,786,1
9906,15273,365,714,1
11950,15157,247,483,1
11631,14985,168,329,1
6580,13648,21,9,19
7363,14957,380,742,1
6132,14962,72,141,1
8173,15219,94,184,1
6049,6052,1,1,893
5867,15254,463,905,1
245,15232,342,669,1
10304,15052,226,442,1
7465,15032,187,365,1
9881,15225,309,603,1
14734,15157,353,691,1
8511,14319,21,19,165
5025,14964,329,643,1
1942,1945,7,6,5
1017,15288,415,811,1
5912,14019,20,18,5
3126,15282,403,788,1
11384,11714,36,31,33
10414,15223,291,569,1
13201,15052,446,872,1
14207,15290,298,583,1
13516,15191,165,323,1
3823,15063,309,603,1
11997,12000,90,78,1
14821,15024,305,596,1
2118,15089,450,880,1
177,15059,356,697,1
789,796,8,7,10
634,636,47,41,8
12648,15230,291,569,1
3055,15089,282,550,1
431,432,24,21,1
7083,15134,156,305,1
4773,15133,166,325,1
6995,15102,232,454,1
3342,15193,364,711,1
3422,15094,153,299,3
10310,15151,345,674,1
306,13832,43,37,64
11907,13338,64,59,233
3638,14985,362,708,1
7702,15195,394,770,1
13475,14979,256,500,1
8479,15183,154,301,1
11807,15273,187,365,1
8296,15157,86,167,1
5842,15261,418,817,1
10548,15224,290,566,1
9133,12399,81,70,1
14674,15095,244,477,1
834,15253,390,763,1
68,15018,550,1074,1
1911,15075,290,567,1
3374,15223,234,458,1
7032,15134,220,431,1
13011,15096,239,467,1
10084,13319,111,96,1
4687,15215,301,588,1
8671,14971,199,390,1
661,15015,211,412,1
6065,6066,12,7,1
5883,14954,448,875,1
10677,15101,173,339,2
9502,10689,35,31,46
9382,15038,678,1326,1
3006,15261,271,530,1
5262,5263,65,58,152
5165,14955,552,1079,1
12822,15191,175,342,1
8305,15227,145,283,1
1794,5525,167,145,1
13971,15169,283,553,1
9337,11956,66,60,231
13522,13523,437,190,1
13788,15180,474,926,1
10465,15288,410,802,1
9973,15259,343,670,1
5482,15044,203,396,1
10767,15262,323,632,1
13618,13619,203,104,699
10067,10070,19,16,13
1670,15006,836,1634,1
12031,14984,159,311,1
6109,14973,361,705,1
9299,15098,215,421,1
10706,10707,37,32,32
12712,15103,217,424,1
9494,15205,110,216,1
4044,15101,162,317,1
2318,15049,366,715,1
14605,15125,182,355,1
13601,13602,132,58,19
5065,14279,162,142,51
12491,15258,101,198,1
817,15053,108,211,1
14292,15163,228,447,1
12586,14978,317,619,1
12000,14992,297,581,1
7669,15190,268,523,1
13044,15167,281,550,1
14877,15139,200,392,1
8668,14971,197,386,1
11467,11471,4,3,31
8781,15144,236,462,1
12182,12183,98,89,236
10123,15064,380,743,1
3639,14985,374,732,1
10002,15200,333,650,1
5108,15204,184,359,1
11036,15065,416,813,1
11572,15070,82,160,1
5712,15211,287,562,1
1396,14982,240,469,1
