u,v,w1,w2,w3
6491,15099,73,142,1
4264,15265,234,458,1
12800,12801,61,54,98
2381,15171,256,501,1
95,98,15,14,329
5702,15196,251,491,1
13144,15244,432,845,1
13365,13366,257,224,1
14238,15253,335,655,1
8420,15003,71,138,1
9696,15035,397,776,1
3932,3933,6,6,358
14623,15125,128,251,1
3132,15279,301,587,1
1950,15075,222,433,1
2998,15261,319,623,1
6956,7111,63,54,1
3461,3462,4,4,1
8753,15293,281,550,1
6757,11725,72,62,26
8626,14231,8,4,360
10502,15254,413,808,1
3920,15159,235,460,1
6635,6636,40,35,1
9635,15175,209,409,1
6982,15034,404,790,1
4795,15161,444,868,1
1482,15293,441,862,1
10225,15271,281,548,1
970,15294,268,524,1
11912,15183,298,582,1
13747,15039,429,838,1
8552,15122,150,294,1
5465,15038,228,446,1
1979,15086,262,511,1
3046,15089,307,601,1
5117,15226,150,293,1
819,15253,628,1227,1
10483,15178,22,42,1
9360,15141,151,295,1
6785,14880,6,7,955
12168,14971,332,649,1
14678,15061,27,53,8
6312,14968,367,717,1
4730,4736,3,1,365
5334,15061,183,357,1
14032,14952,162,317,1
12112,14994,130,255,1
13531,15017,143,279,3
3348,15298,336,656,1
14913,15153,93,182,1
12409,15100,183,358,1
6754,14963,448,875,1
776,15014,317,619,1
10472,15220,203,397,1
4015,4017,5,5,214
14234,15147,334,653,1
8687,15253,78,152,1
5037,15116,109,212,1
9989,14976,308,602,1
7644,15097,181,354,1
7025,15134,279,546,1
6075,15088,232,453,1
12177,15217,297,581,1
4258,15027,569,1112,1
13666,14730,152,133,32
2420,15300,437,853,1
9242,13659,113,54,429
2754,2756,118,103,1
14847,15177,54,106,1
6887,7310,39,34,112
502,15101,362,707,1
7498,14986,197,384,1
9847,15117,303,593,1
4684,5106,59,52,50
11507,14966,289,565,1
8415,8418,78,68,18
8057,15163,150,293,1
11823,15061,210,411,1
9838,15030,107,210,1
3918,15160,226,442,1
4043,15101,143,279,1
9630,15198,285,557,1
1131,1135,7,6,16
14162,15048,408,798,1
6737,14970,818,1598,1
8576,15127,165,323,1
12981,15172,189,369,1
1117,15058,82,161,5
14601,15125,216,423,1
4254,15027,636,1243,1
13919,15125,134,262,1
10227,15100,294,575,1
13326,13424,35,32,323
10545,11783,89,81,233
14094,14095,142,124,12
10721,14983,337,659,1
9555,9556,61,53,25
1464,14958,322,629,1
13810,14969,504,985,1
14920,14921,31,27,1
12391,15025,345,675,1
11857,12377,220,191,1
8794,14978,331,647,1
7433,15221,342,669,1
13474,15194,367,718,1
2315,15049,268,524,1
6320,6322,2,2,237
9567,9569,44,38,5
14723,14724,34,30,44
14442,15011,357,698,1
5522,15252,292,570,1
6058,6059,5,2,187
12106,14988,68,133,1
6088,6089,11,7,93
11008,15172,145,284,1
11785,11786,86,75,13
4801,15088,420,821,1
1916,15075,344,673,1
14931,14932,122,111,229
5808,14997,287,560,1
14695,15197,219,427,1
2874,15205,178,349,1
12124,15176,267,523,1
11159,15209,264,517,1
959,15294,193,378,1
3874,15048,286,559,1
3680,15032,782,1528,1
5175,13754,331,158,412
12463,15100,221,431,1
197,15165,260,508,1
6775,14967,249,487,1
11946,15213,93,182,1
9429,15042,311,607,1
1068,15012,863,1687,1
138,15032,350,685,1
11513,15259,310,605,1
12547,12889,18,16,137
4293,15052,303,593,1
7729,15297,275,538,1
2174,15136,61,120,1
9298,15097,100,196,1
12551,15258,99,193,1
14256,14257,29,26,206
3895,15134,319,624,1
14029,14952,154,302,1
2711,15287,384,751,1
14134,14957,241,471,1
582,13865,49,32,343
4376,5291,36,33,293
1672,15003,52,101,1
9460,15247,300,587,1
6324,15273,190,371,1
1772,15144,322,630,1
6783,14967,127,248,1
12790,15237,124,243,1
14106,14114,344,177,720
1832,15081,475,929,1
9035,15281,236,462,1
4057,15126,296,578,1
9749,15172,213,416,1
9202,15282,276,540,1
6621,15231,392,767,1
1217,5837,40,38,359
14801,15033,389,761,1
11115,15218,351,687,1
10251,10527,39,25,206
7208,15020,272,532,1
4091,15096,349,683,1
6522,6525,144,142,554
13860,13861,139,84,24
5336,15036,226,443,1
12429,15058,343,670,1
2415,15300,409,800,1
12458,15302,606,1185,1
5758,5761,7,4,1
3663,14991,243,474,1
14488,15048,618,1208,1
13236,15060,139,273,1
7123,15134,200,391,1
5370,15110,231,452,1
1648,15011,528,1032,1
8270,15173,63,123,1
14471,15024,326,637,1
134,15020,130,255,1
1262,1263,7,5,233
