u,v,w1,w2,w3
5758,15005,233,456,1
12830,15285,341,668,1
9490,15289,56,110,1
1107,15046,650,1271,1
8551,8552,5,4,8
5510,15309,270,528,1
5561,14470,46,40,1
8181,15006,280,547,1
14018,15049,627,1226,1
5769,15081,378,739,1
9340,14961,185,362,1
3067,3073,39,37,358
12834,14974,156,305,1
7187,14991,294,574,1
4336,15232,307,600,1
91,15020,78,152,1
3532,15308,277,542,1
7245,15215,221,431,1
13968,15061,174,340,1
8818,15136,106,207,1
6317,14968,368,719,1
9930,14977,286,558,1
3750,5741,56,35,259
11175,15018,289,566,1
4372,15026,92,179,1
11600,15059,214,418,1
1576,1577,19,13,792
8210,15000,174,341,1
1637,15006,457,892,1
4862,15164,116,227,1
4126,4128,12,6,385
6610,6611,14,9,14
198,15165,365,713,1
5717,6788,54,47,30
13701,15234,186,364,1
3064,15089,299,584,1
11715,15266,179,350,1
11212,15194,177,346,1
11419,15169,399,780,1
10599,13343,120,60,633
876,15287,389,760,1
5889,15006,446,871,1
8838,15190,332,648,1
14800,15149,302,590,1
821,822,7,4,1
10216,10219,74,66,132
5687,15093,194,379,1
1006,14961,330,646,1
12820,15074,234,458,1
8924,15242,170,333,1
2849,15011,178,347,1
4728,15128,287,560,1
10840,15163,291,570,1
549,550,2,2,5
13248,15124,167,326,1
4112,15095,275,538,1
11110,15218,418,818,1
13550,13552,411,198,452
14278,15191,227,444,1
5431,8793,60,52,1
4958,15118,334,653,1
3071,15261,60,117,1
5619,5621,53,46,1
10711,15060,219,428,1
9324,15283,235,459,1
11871,15273,189,370,1
8349,15234,260,508,1
9315,15034,272,532,1
5017,15235,178,348,1
3701,14947,211,412,1
11737,15038,152,298,1
3214,15254,349,683,1
12797,15262,156,304,1
4659,13714,85,86,674
12361,15278,256,501,1
11348,15156,251,492,1
296,15284,89,174,1
6284,15039,274,536,1
4790,15161,431,842,1
5472,15062,411,803,1
5589,15186,331,646,1
13559,13652,129,60,301
3702,14947,224,438,1
7122,15087,439,859,1
7052,15081,530,1036,1
11260,15267,334,652,1
13492,13962,9,9,564
10976,14553,160,140,60
8469,15229,242,472,1
12606,13066,15,13,1
5987,14976,322,630,1
6474,10491,425,224,802
8364,8365,124,125,628
14476,15021,104,203,1
14911,15153,141,276,1
9573,9574,89,82,278
12859,15117,278,543,1
13603,15027,958,1873,1
825,826,6,4,1
7510,15113,430,840,1
6583,14366,116,100,1
1425,15276,408,798,1
3554,15287,380,743,1
2687,15268,377,736,1
1975,15086,370,724,1
13576,13779,586,286,505
7867,9313,94,85,195
637,14585,6,4,643
1308,14984,405,792,1
14725,14982,325,635,1
10469,12796,22,19,83
8071,15160,207,404,1
12113,14994,88,172,1
1254,12435,59,52,100
2210,15274,192,376,1
12317,13221,34,30,115
8578,15132,165,323,1
4454,15036,229,448,1
8880,15056,337,659,1
13825,15192,328,642,1
10189,13120,15,13,34
10669,15027,104,204,1
3740,5754,26,18,705
11957,14997,318,621,1
2932,15228,182,355,1
4143,15181,19,37,2
1240,14962,50,97,1
1063,15046,766,1498,1
5996,15040,562,1099,1
4437,15194,356,697,1
8226,15002,32,63,1
13443,15124,264,517,1
13570,14996,154,301,1
6387,15143,294,575,1
1885,15084,268,524,1
2276,14996,295,576,1
11188,15254,264,515,1
3341,15193,338,660,1
11276,15119,195,381,1
2591,15092,598,1168,1
8047,15137,215,421,1
10873,15063,331,648,1
4026,15158,189,369,1
3111,12398,137,119,1
9727,12522,64,55,4
3917,14980,159,312,1
5713,15211,283,554,1
8602,15067,251,491,1
1091,15011,612,1195,1
11475,15043,444,868,1
10453,10454,80,70,1
14295,15163,227,443,1
2759,15249,19,37,6
10654,15270,315,617,1
6501,12780,97,88,225
14550,15089,218,427,1
206,15059,256,500,1
1461,14958,349,683,1
1020,1023,81,56,582
3036,4979,31,14,208
11308,15256,351,686,1
13022,13797,204,118,1162
12381,15072,32,62,1
2328,15088,634,1240,1
10005,15200,196,384,1
9055,12541,36,31,62
8660,14974,268,524,1
4833,15099,50,97,1
13008,13177,14,12,41
14539,15112,333,652,1
3076,15261,200,390,1
7294,15032,366,716,1
6665,15143,164,320,1
11595,11596,44,38,1
13765,13767,724,318,69
3902,14964,348,681,1
14942,15094,470,918,1
13322,15316,327,639,1
14484,14485,140,121,1
2238,5954,35,32,355
13890,15088,303,591,1
13345,15060,285,558,1
11129,15100,253,494,1
3269,3270,4,3,1
12311,15150,118,231,1
10299,14966,308,601,1
639,14991,1070,2091,1
1591,14956,316,618,1
12416,14979,249,487,1
5979,14971,330,645,1
10732,15283,379,741,1
6498,15036,332,649,1
2862,15011,418,818,1
11954,13130,29,28,443
12619,15168,102,198,1
12933,12934,80,61,996
12758,12864,31,29,244
11612,15156,320,626,1
12161,14982,134,262,1
12534,15085,202,394,1
7073,7083,40,34,1
5285,15014,341,666,1
280,15093,590,1153,1
11476,15295,274,535,1
6589,6590,6,6,1
2686,15289,433,846,1
12296,15118,65,128,1
9847,9848,40,35,132
10171,15280,256,500,1
9834,13884,4,3,278
6422,15261,145,284,1
8622,15155,357,697,1
13282,13283,48,41,2
12446,12447,19,17,50
737,15006,754,1475,1
14201,14202,79,51,317
8190,15248,90,175,1
2722,15287,328,641,1
3431,3432,91,56,97
11838,15157,350,684,1
13967,15061,268,523,1
5346,11257,35,21,111
9926,14979,252,493,1
8408,15043,12,24,2
5695,10017,128,121,356
5474,15182,212,414,1
14797,15112,155,302,1
4823,15215,257,502,1
6157,15009,663,1295,1
2703,15289,364,712,1
484,15167,352,688,1
6975,15311,570,1113,1
7480,14983,848,1658,1
2594,2595,6,8,1596
5253,14983,601,1174,1
5530,11174,31,34,991
4972,14954,382,748,1
11940,12230,273,237,1
10346,15038,96,187,1
5452,15038,268,524,1
1261,15019,495,967,1
13941,14518,50,30,67
6404,15184,109,213,1
6669,6670,30,26,1
8735,8736,66,58,39
3099,14990,973,1903,1
2627,15037,185,362,1
10331,15045,130,255,1
8985,15101,380,744,1
5382,14991,149,292,1
4042,15101,123,240,1
13666,15088,270,529,1
13768,15192,188,368,1
12878,14959,158,309,1
6016,15181,325,636,1
13844,15087,295,577,1
12271,15167,158,309,1
6402,15184,163,319,1
13651,15126,297,580,1
14832,15282,251,491,1
5857,12105,6,5,84
11138,15145,240,469,1
12939,15156,128,250,1
2966,2968,3,1,61
13548,13634,669,353,806
5693,15143,8,15,1
6611,15002,202,396,1
711,12202,16,7,1
5991,15038,583,1139,1
9559,11890,41,36,1
12735,12845,39,35,229
13230,14213,4,4,97
4984,14987,383,748,1
11223,11224,29,25,31
14313,15009,1080,2112,1
1793,15088,423,826,1
2384,5634,49,47,466
10659,14142,24,21,78
8107,14959,228,447,1
385,15011,328,640,1
14218,14995,250,489,1
10602,15126,243,475,1
7070,7277,80,70,9
6464,15271,359,701,1
10411,10836,108,95,71
315,15244,332,649,1
145,15111,419,818,1
4115,14990,745,1457,1
12909,15174,93,183,1
7171,14964,263,513,1
7904,15060,326,637,1
7389,14991,261,510,1
14599,15125,116,227,1
2827,15144,239,466,1
1970,10631,264,230,13
12513,15001,74,144,1
6579,15136,331,647,1
11154,13019,61,57,333
822,15253,465,909,1
1176,13708,328,285,1
11310,14954,238,466,1
7483,14983,868,1698,1
9619,15195,339,662,1
10086,12533,22,20,184
5065,15178,171,335,1
12145,12554,29,26,92
5373,5374,53,46,5
7138,7159,222,103,300
9048,15168,166,324,1
9624,15215,346,677,1
6019,14955,940,1838,1
6197,6198,4,3,1
3008,3009,69,60,22
11197,15099,250,489,1
10325,14962,331,647,1
3577,15224,276,540,1
6510,14968,280,548,1
8871,8874,60,52,14
12945,15221,45,87,1
11029,14989,355,694,1
2288,15097,173,338,1
2312,2313,167,145,1
5383,5384,61,54,100
6236,15093,129,253,1
6353,15183,113,221,1
11375,15163,310,606,1
202,15098,73,142,1
7263,15293,538,1051,1
6119,15046,780,1525,1
4696,15215,289,566,1
427,15232,315,615,1
2493,15074,151,295,1
12837,15086,242,474,1
3838,15055,278,543,1
11967,12775,36,33,250
6679,15088,216,421,1
8116,14954,356,696,1
11223,15244,90,175,1
12673,15200,242,474,1
545,15222,316,617,1
