u,v,w1,w2,w3
5835,5836,37,33,191
1548,6485,6,6,91
8237,15119,165,322,1
865,15267,342,669,1
10217,15094,579,1132,1
12139,14982,46,90,1
4157,14994,79,155,1
593,14952,292,571,1
13588,13614,226,106,355
6529,15056,326,636,1
5630,5632,6,6,18
1148,14975,131,256,1
11981,15270,316,617,1
13263,13703,518,286,979
12093,14988,191,374,1
7538,7539,14,12,8
3779,15020,406,794,1
8114,15252,496,969,1
9881,15225,309,603,1
11005,11006,41,36,128
14919,15191,173,339,1
2628,15037,331,648,1
9393,15100,176,344,1
13739,15039,634,1240,1
13324,15167,213,416,1
2754,15020,334,653,1
1595,14956,247,482,1
5185,15165,388,758,1
12996,12997,61,53,1
14487,14983,959,1875,1
2452,15143,7,14,1
4741,15160,132,259,1
12221,15044,38,74,1
11955,13090,84,103,1385
7498,9925,123,107,4
3966,14955,524,1024,1
5563,8811,185,82,88
8352,15241,250,489,1
13379,15272,313,611,1
7710,15262,180,351,1
7928,15191,283,553,1
13199,13390,61,53,1
12584,14974,187,366,1
10904,15160,77,151,2
3572,15225,287,562,1
14790,14791,2,2,6
5162,15158,216,422,1
11658,15072,256,501,1
5703,15196,259,507,1
1516,15285,131,256,1
6157,15009,663,1295,1
7053,7347,530,230,3
10925,13158,35,36,780
10720,15221,251,490,1
10599,15052,362,707,1
888,15287,311,608,1
9796,15013,238,465,1
1959,15085,468,916,1
4336,7119,44,38,5
6638,15015,339,662,1
3107,15260,301,589,1
4293,15052,303,593,1
7033,15085,401,784,1
7040,15086,278,543,1
1037,5803,7,4,1
10443,15183,112,218,1
13910,13949,46,32,617
6652,14006,9,8,1
11866,15273,46,91,1
4803,4804,68,62,262
2707,15288,353,690,1
3455,15023,388,758,1
2960,15041,468,914,1
12906,15042,336,657,1
12595,12597,34,31,319
8548,15120,188,367,1
1406,1407,49,43,7
14712,15097,191,374,1
1390,14981,291,570,1
5693,15143,8,15,1
9251,12484,33,31,256
11632,14989,293,574,1
6811,15195,158,310,1
13635,13721,9,4,79
2949,15181,345,674,1
2999,15261,404,789,1
3621,15095,325,635,1
11577,15027,169,331,1
6456,15298,87,169,1
12136,15194,61,119,1
436,15010,43,85,1
10862,15289,109,213,1
13843,13844,42,26,67
11219,15236,145,284,1
8535,15143,347,678,1
14116,15052,267,521,1
11849,15240,320,626,1
7389,7508,52,45,1
8508,15197,114,224,1
5550,15283,142,277,1
13506,15101,189,370,1
3538,15165,446,872,1
6317,14968,368,719,1
1913,15075,295,576,1
4102,15096,342,669,1
6437,9933,162,203,1467
9593,15176,184,359,1
6880,6881,76,66,1
13518,15133,386,754,1
702,15124,288,562,1
8242,15119,73,143,1
10410,15192,85,167,1
6729,14962,374,732,1
5234,15161,245,479,1
14614,14634,69,42,80
7573,15170,96,189,1
8761,15027,214,418,1
11722,11723,133,116,1
5379,14991,136,265,1
11141,11420,81,73,188
930,15005,284,555,1
7630,15043,407,795,1
7158,7671,85,74,1
10580,14982,311,608,1
7327,14946,913,1785,1
9002,15014,422,825,1
6210,15229,337,659,1
5642,5643,7,6,1
11244,15086,431,843,1
7722,15214,287,561,1
6197,6198,4,3,1
6411,15184,167,327,1
12891,15252,128,251,1
11167,15262,203,397,1
3225,15107,148,289,1
10462,15295,240,470,1
4370,15314,932,1823,3
4283,4302,35,15,100
13679,13680,293,139,395
990,3887,48,29,79
3082,15177,321,627,1
14294,14295,6,3,65
8093,9146,35,77,4163
2853,15011,357,698,1
11949,15214,265,519,1
2238,5954,35,32,355
6208,14957,133,260,1
1059,14969,1004,1963,1
10829,15219,280,547,1
5049,15108,320,625,1
9318,15063,91,178,1
13073,14995,116,226,1
11237,12310,40,35,7
9227,15127,302,591,1
727,4763,38,18,350
10659,14142,24,21,78
4767,14954,403,788,1
5457,5464,6,6,1
3680,15032,782,1528,1
5939,5940,30,18,1
6301,6517,64,58,181
11529,15218,355,694,1
12967,15272,80,155,1
1876,15084,344,673,1
10429,15105,227,443,1
12222,15044,192,374,1
11917,12027,41,36,54
13993,13994,42,32,983
3197,15284,399,780,1
4125,15122,311,607,1
1351,1352,56,50,127
2874,15205,178,349,1
2523,15102,284,556,1
2782,14044,51,48,325
10158,15132,286,559,1
494,14983,1083,2117,1
14507,14508,80,70,39
11529,11716,121,105,16
12231,15225,248,486,1
11737,15038,152,298,1
6915,13831,4,4,6
12161,14982,134,262,1
10107,15110,145,283,1
3362,15238,267,522,1
1837,15080,506,989,1
9902,15263,327,639,1
8594,15190,220,431,1
12503,12878,35,34,441
11954,15202,99,193,1
14509,15145,100,196,1
7190,15006,589,1151,1
10071,15097,79,154,1
9377,15061,240,470,1
12457,14957,335,655,1
8391,15244,247,483,1
9915,12361,55,48,1
12160,15158,130,255,1
7639,14989,285,556,1
12562,15189,238,466,1
6595,15037,40,79,1
11833,15198,392,766,1
754,15035,225,440,1
9592,15176,224,438,1
13586,13772,304,134,79
975,982,25,15,1
3800,13016,20,18,142
8925,15242,187,366,1
12631,15019,463,904,1
9872,15209,397,776,1
8670,14971,194,379,1
12031,14984,159,311,1
12896,12897,10,9,43
10213,15131,438,857,1
5454,5469,47,41,1
7825,14954,323,631,1
11383,15258,138,270,1
9231,14996,303,591,1
1576,5664,59,43,792
13154,15100,162,317,1
12171,15164,89,174,1
14186,15061,186,364,1
8124,15253,334,654,1
8671,14971,199,390,1
14242,15253,336,658,1
1663,5242,3,3,253
6776,14967,250,489,1
6347,15038,247,482,1
449,5513,20,17,38
8468,15229,210,410,1
1185,15007,724,1415,1
206,15059,256,500,1
8232,15097,108,210,1
2769,14981,333,650,1
8414,15003,220,430,1
13984,13985,27,18,492
6989,15005,256,501,1
4341,4342,23,15,307
14727,15088,329,643,1
14156,14983,568,1110,1
2058,15183,288,564,1
12808,15227,169,330,1
9541,15254,352,688,1
10747,15254,364,711,1
4130,4868,3,1,839
9812,15048,303,593,1
9860,15152,201,394,1
7884,15244,290,566,1
13390,15193,310,605,1
4662,15196,402,786,1
13149,13150,30,26,56
5311,15234,114,223,1
4999,15215,169,331,1
8471,8473,32,29,144
1965,15076,402,786,1
4212,4213,406,354,26
12162,12639,42,36,1
8447,15110,88,172,1
8905,15207,233,455,1
3088,15194,281,549,1
14369,14975,431,843,1
2902,15225,293,573,1
1017,15288,415,811,1
11959,11960,79,69,14
3808,15033,304,594,1
13320,15051,290,568,1
7997,15194,192,375,1
7738,15234,181,353,1
3684,15032,391,765,1
10542,10543,41,56,1819
792,793,49,30,19
4414,4415,3,3,1
7204,15020,381,745,1
730,15171,192,376,1
6911,15092,441,863,1
5573,6965,12,7,4
5466,15062,206,403,1
7051,7052,24,11,1
9203,15136,391,764,1
2378,15161,211,413,1
14231,14233,61,51,1348
7986,15099,103,202,1
2793,11038,6,5,1
14028,14035,163,71,1
11745,15268,334,653,1
4242,15209,303,593,1
12696,14987,132,258,1
12169,14971,374,730,1
13689,15200,297,581,1
12309,15151,174,340,1
2264,15038,757,1481,1
7217,14991,714,1396,1
4603,14986,214,418,1
12277,12369,35,32,348
12604,12832,79,69,32
10422,15108,167,326,1
13522,13523,437,190,1
11719,15218,159,311,1
8301,15227,123,240,1
13995,14003,10,8,10
2557,15160,329,643,1
8022,15072,259,507,1
11585,15078,341,666,1
7576,15065,472,924,1
5519,15065,40,78,1
8419,15003,97,190,1
819,15253,628,1227,1
1297,15007,86,168,1
14720,15284,296,580,1
4729,4733,5,2,186
8117,14954,335,654,1
12980,14982,179,351,1
8386,15033,97,190,1
14784,14948,203,396,1
10719,15272,368,720,1
10837,10839,34,30,71
13303,15099,307,601,1
7932,15296,205,400,1
6977,15259,305,595,1
12932,12933,81,71,101
11132,15242,371,725,1
1397,14982,185,361,1
13393,13394,58,51,91
4255,15027,576,1125,1
8346,15235,148,290,1
7434,15064,80,157,1
9351,15138,151,295,1
9052,15027,192,376,1
11413,15122,181,353,1
6018,15181,304,593,1
6329,15038,272,531,1
5181,14991,165,323,1
6264,15147,291,569,1
5400,14991,196,384,1
5458,15038,223,436,1
10257,15227,205,400,1
11391,14956,347,678,1
3228,15107,265,518,1
7405,14366,76,66,1
13749,15039,914,1787,1
12259,15200,94,184,1
8229,8230,41,40,566
9384,15101,183,357,1
10733,15268,307,600,1
7396,14991,132,259,1
13454,15146,377,737,1
1428,15283,352,688,1
4828,13541,29,13,117
12730,12731,78,68,6
9498,15032,236,461,1
10661,10664,40,36,195
3694,15037,402,786,1
3589,15273,351,686,1
13738,15039,449,878,1
5839,15291,385,753,1
11322,11323,63,55,19
14338,14376,310,269,1
8484,15160,189,369,1
5906,12376,77,68,53
775,15014,432,844,1
8322,15233,86,168,1
5931,15027,125,244,1
10835,15233,353,689,1
13757,14985,388,759,1
9090,15015,240,469,1
14627,14631,83,51,78
13252,15132,132,258,1
2025,15073,274,535,1
10331,15045,130,255,1
10000,15200,328,641,1
6943,15021,70,136,1
6956,7111,63,54,1
13126,15221,199,388,1
2003,15080,334,653,1
5509,15309,294,574,1
10950,14947,625,1222,1
11128,15249,219,429,1
12539,15021,249,486,1
8950,15144,269,527,1
1602,14956,355,694,1
14693,15216,150,292,1
11897,11898,36,31,19
6035,12174,7,3,450
4136,4140,5,3,1
14340,15165,374,731,1
11172,15071,224,437,1
7044,15086,488,955,1
4560,15123,326,637,1
5989,14976,335,654,1
5850,15310,436,853,1
14281,14283,65,57,1
9462,10039,36,32,112
10234,10236,66,58,96
714,15160,303,592,1
14007,15156,351,685,1
13292,15110,240,470,1
9687,15035,335,655,1
3263,3622,307,212,1876
5500,15046,746,1458,1
175,180,160,143,144
14358,14975,29,56,1
12033,14984,152,297,1
705,706,8,7,1
11578,13389,38,34,70
7814,15072,143,280,1
7285,15032,361,705,1
3676,15117,350,685,1
14597,15125,154,300,1
3581,15230,174,341,1
9495,15205,36,71,1
14362,14975,224,438,1
3415,3417,5,3,1
9694,9697,97,60,127
13460,15219,82,161,1
4461,4462,6,5,1
6579,6580,23,20,95
5195,15056,354,692,1
11331,15253,228,445,1
7233,15086,395,772,1
10159,15132,280,548,1
3701,14947,211,412,1
7057,15083,302,589,1
7628,15046,465,909,1
4208,15251,118,230,1
992,14996,343,671,1
1274,14984,397,776,1
5055,15178,302,591,1
5386,5387,49,43,100
4527,15045,314,614,1
13743,14995,287,561,1
8134,15218,369,722,1
620,15047,315,616,1
4956,15266,378,739,1
12363,15285,44,87,1
2752,15266,444,868,1
7614,15038,536,1048,1
14333,15208,86,168,1
3539,4646,45,39,1
13446,15049,496,969,1
6255,7125,254,111,52
14160,14976,356,696,1
1626,15009,645,1260,1
9444,14950,368,719,1
11547,15267,182,355,1
6648,8096,40,35,27
13632,14957,641,1252,1
8781,15144,236,462,1
1665,5887,8,5,2
5655,15060,41,80,1
1063,15046,766,1498,1
8250,15146,213,415,1
13396,13397,38,33,1
12339,15279,181,354,1
14330,15048,96,188,1
1051,15054,189,370,1
1118,7688,4,3,1
8794,14978,331,647,1
8097,15213,229,447,1
10055,14954,287,560,1
11165,11167,77,70,246
7077,15154,316,617,1
3132,15279,301,587,1
517,2609,26,23,104
7302,15148,368,719,1
10572,11764,91,80,94
9608,14965,226,441,1
12545,15288,189,369,1
4783,15161,298,582,1
5426,15283,264,517,1
9549,15256,374,731,1
13626,15144,240,469,1
14792,14793,25,22,6
9673,14977,185,361,1
8710,9680,54,47,1
13049,13762,24,21,1
1934,15076,87,170,1
12923,15028,275,538,1
12233,15225,277,542,1
3106,10639,77,67,1
11305,15283,261,511,1
8937,15241,199,389,1
9414,14585,92,64,634
5584,14418,9,4,23
4049,15196,359,702,1
4839,15184,178,348,1
13716,15181,347,678,1
5425,15283,309,605,1
4523,15157,279,545,1
13840,15133,361,705,1
2972,5568,6,4,121
7231,15083,290,566,1
1165,15007,142,277,1
1282,15008,681,1330,1
354,6622,74,65,66
9598,14968,330,644,1
3437,15020,303,592,1
4375,15026,172,336,1
9567,9569,44,38,5
5628,5629,2,2,1
13031,15098,64,124,1
13571,14996,242,473,1
