u,v,w1,w2,w3
14793,15112,404,789,1
3536,15185,344,672,1
6194,14963,536,1049,1
1861,15078,263,513,1
10591,15252,253,494,1
13439,15259,89,174,1
7685,15046,649,1268,1
7092,15013,558,1091,1
4891,15009,793,1550,1
14294,15163,229,447,1
7597,12955,80,51,259
14382,15201,249,486,1
10330,15045,149,291,1
8029,15135,355,695,1
13290,15110,204,398,1
7473,7478,36,22,77
12066,15272,167,327,1
13105,13106,19,17,30
10732,15283,379,741,1
12034,14984,135,264,1
9134,9135,80,71,83
14145,14965,232,454,1
11186,11743,186,178,438
7603,15113,474,926,1
6339,15038,502,982,1
9925,14986,311,609,1
9853,15150,328,642,1
6230,15093,298,582,1
8836,14967,259,506,1
4514,4516,145,126,1
8310,8311,26,23,112
11580,15056,308,602,1
13177,15131,363,709,1
12680,15235,177,346,1
11651,15238,78,153,1
9937,15176,322,629,1
4442,4443,7,6,1
14178,15184,266,519,1
4671,15206,384,751,1
4570,15136,355,694,1
9277,14988,226,442,1
2260,15287,278,543,1
9421,15041,300,587,1
9385,15101,430,841,1
14913,15153,93,182,1
9521,11108,30,26,7
13173,15162,430,841,1
14506,14507,19,16,39
3036,14954,383,749,1
3785,3788,49,45,288
11527,14966,302,590,1
13055,15212,188,367,1
3343,15193,370,724,1
13809,14422,156,68,24
7701,7702,6,4,766
12254,15210,230,449,1
5119,15202,317,619,1
11956,15001,224,437,1
4175,15241,326,637,1
3974,15264,317,620,1
13355,14324,77,67,1
1034,14996,305,596,1
13490,15151,397,775,1
14753,14948,176,344,1
13718,14955,527,1030,1
5016,15183,247,483,1
1233,15285,56,110,1
14920,14921,31,27,1
6201,15162,412,805,1
1628,15009,666,1302,1
11595,15118,315,616,1
7824,14954,265,517,1
11422,15169,161,314,1
9626,15159,317,619,1
8404,15043,134,262,1
12095,14988,105,204,1
5183,5583,40,35,1
139,15032,343,670,1
10736,15258,123,240,1
7134,14946,962,1880,1
5993,15038,812,1588,1
6480,15156,283,553,1
2693,15267,359,702,1
14929,15296,103,202,1
13012,15099,219,428,1
8290,15210,65,127,1
10185,11416,49,33,524
4785,15161,392,765,1
11610,15266,39,77,1
6469,15047,101,198,1
4285,12104,110,48,57
7433,15221,342,669,1
8987,15101,314,614,1
14272,14273,94,82,26
558,5352,8,7,2
6316,6317,14,12,1
8131,15218,196,383,1
10597,15255,255,498,1
5852,15310,499,976,1
12403,13220,33,29,75
13549,13718,19,8,35
10002,15200,333,650,1
5059,15149,221,432,1
11042,11748,65,56,1
114,115,18,16,1
6195,14963,536,1047,1
5944,15218,529,1035,1
2409,15300,277,542,1
3370,15238,272,531,1
3077,15261,128,250,1
1938,1941,116,103,91
8760,15027,195,381,1
8551,8552,5,4,8
5603,15174,332,649,1
2907,15225,332,649,1
4058,15126,292,571,1
14611,15088,173,339,1
10019,10021,80,77,441
9748,12461,42,38,171
5806,14996,359,702,1
5750,15073,284,556,1
13427,14497,11,7,1
10407,15238,172,337,1
12842,15189,152,296,1
6398,15032,661,1293,1
11736,15070,303,592,1
3418,15094,189,369,1
7130,14946,967,1890,1
3932,3933,6,6,358
5535,15126,256,500,1
5105,5106,16,14,45
4008,14964,342,669,1
12175,15209,215,421,1
4422,4423,20,18,4
13622,14038,140,61,7
5583,14969,1158,2263,1
5120,15203,298,583,1
7148,14798,32,28,62
12367,12598,158,138,21
664,15015,160,313,1
5271,15014,631,1233,1
14684,14687,44,28,312
14354,15010,115,225,1
3400,3402,35,23,398
7521,15046,972,1900,1
2002,2003,157,137,29
6927,14991,665,1299,1
5038,8619,115,139,1326
14547,15112,341,667,1
11052,15203,134,262,1
8891,12284,40,35,64
13322,15316,327,639,1
14483,15046,648,1266,1
3064,15089,299,584,1
9121,15045,300,586,1
1069,1071,4,3,477
3264,15187,348,680,1
5078,15150,170,333,1
6892,15048,285,558,1
1262,15004,319,623,1
11734,15079,86,168,1
711,15171,138,270,1
11127,12633,40,35,44
13386,15070,23,45,2
7316,7318,70,62,105
12609,14206,43,39,178
14596,15133,276,539,1
9843,15114,317,621,1
94,103,6,5,1
6777,14967,253,495,1
5600,15174,320,626,1
887,15287,334,653,1
12250,15222,181,353,1
2950,4146,9,8,1
9950,11012,18,16,58
8278,15199,143,280,1
10706,10707,37,32,32
9935,14976,471,920,1
14785,15112,325,635,1
12240,15075,194,379,1
1535,15001,383,749,1
4221,15039,267,522,1
9024,15084,354,693,1
12814,15173,346,676,1
11484,15278,177,347,1
4472,15192,385,752,1
12329,15241,227,444,1
3057,15089,285,557,1
4363,15201,101,198,1
11320,15052,273,533,1
14900,15154,151,295,1
11178,14988,335,654,1
14335,15208,37,72,1
3971,14954,479,936,1
11348,15156,251,492,1
9510,9636,47,41,103
13249,13251,350,155,109
5862,6981,46,41,165
619,15047,316,618,1
12386,13591,196,93,403
14833,15282,253,495,1
14297,15167,199,389,1
421,14971,370,724,1
14480,15033,362,707,1
3724,15024,257,502,1
1518,15285,193,378,1
7901,15152,288,562,1
4372,15026,92,179,1
74,15035,153,300,1
6436,14948,277,542,1
7073,7083,40,34,1
4331,15264,400,783,1
4687,15215,301,588,1
8958,15061,234,457,1
12418,14976,112,219,1
2779,15090,394,770,1
6702,15020,362,708,1
8731,15030,371,724,1
11423,15169,159,311,1
9775,15100,318,621,1
12979,15171,39,77,1
1261,15019,495,967,1
3655,14991,459,897,1
5954,15018,530,1037,1
11619,15187,327,640,1
13507,15121,163,319,1
14803,15020,241,470,1
11753,11754,63,40,217
5044,14996,306,598,1
7331,7333,19,16,1
13307,15257,332,648,1
5748,15002,418,817,1
5131,15119,117,228,1
9870,15209,371,726,1
2279,15105,168,328,1
1190,14984,722,1411,1
5702,15196,251,491,1
13219,15266,125,245,1
9797,15013,291,570,1
12951,12953,13,11,1
