u,v,w1,w2,w3
6703,6705,4,3,1
5425,15283,309,605,1
6828,15165,383,748,1
5946,14236,112,70,204
14826,15282,283,553,1
14931,15296,44,86,1
7129,14946,1053,2058,1
2700,15289,326,637,1
234,15318,194,380,1
11783,11790,82,75,259
8333,9293,153,133,17
7019,15086,375,733,1
6097,15198,138,270,1
13855,15128,365,714,1
14585,14991,1059,2071,1
14585,14588,83,72,1
10422,10423,32,29,98
13737,15039,261,511,1
13368,13264,8,5,281
3662,14523,13,11,1
756,757,97,85,44
11166,15262,43,85,1
2716,15288,286,559,1
13108,15147,364,712,1
15171,5634,268,524,1
6540,14969,933,1824,1
10542,15070,369,721,1
1583,14967,307,600,1
4787,4788,50,44,91
10876,10878,18,16,225
13983,15145,138,269,1
10078,15098,33,64,1
5568,13573,35,15,104
11696,15053,322,630,1
4317,15264,238,465,1
6306,15038,740,1447,1
2673,15053,310,606,1
12319,15151,114,224,1
6663,14963,357,698,1
14841,14886,67,71,797
11534,6748,13,12,13
8952,15145,234,457,1
3774,15020,355,694,1
405,1565,8,7,1
3284,15156,303,593,1
9898,15263,286,560,1
2459,2460,7,5,512
6788,15194,305,597,1
5027,15074,263,513,1
5121,5122,7,6,1
15030,2133,193,377,1
161,199,46,40,1
4484,15192,427,835,1
5615,15171,297,581,1
10663,13506,315,182,1160
1732,15136,243,476,1
7081,15147,366,716,1
2963,2970,3,2,201
10049,11747,67,43,371
10976,15115,287,562,1
4372,15026,92,179,1
5531,15031,355,694,1
13612,13673,173,80,317
2543,15220,351,687,1
12651,15239,217,423,1
14106,14114,344,177,720
1369,15275,290,568,1
3698,3700,149,138,293
6956,6957,5,2,1
12426,12428,94,82,1
5944,15218,529,1035,1
3844,3845,18,17,398
11750,14961,360,704,1
5068,15177,163,318,1
5971,5970,3,3,1
14044,15090,428,836,1
2026,5750,6,5,1
8380,15133,196,384,1
10074,11192,99,86,18
10613,15189,313,611,1
11306,12527,27,23,17
14329,15048,57,112,1
13250,15136,23,44,1
13715,15181,297,580,1
928,15005,203,397,1
11402,11411,24,22,259
12173,12174,55,81,2183
15030,2423,518,1014,16
2964,15041,465,908,1
5865,14954,376,734,1
172,470,134,89,429
6248,7101,224,98,50
10463,15144,146,286,1
7861,9009,22,22,554
14105,15052,428,838,1
180,470,30,20,426
8270,15173,63,123,1
9528,15249,170,333,1
1592,14956,296,578,1
6690,15011,326,636,1
