u,v,w1,w2,w3
10314,13001,28,29,717
8517,15170,35,69,1
5524,14389,16,14,1
4447,5950,47,41,1
10223,11187,32,28,85
8017,14978,167,327,1
1874,15084,349,682,1
3198,5816,49,44,164
11953,15202,62,121,1
1888,15079,342,668,1
9127,12449,40,35,14
13576,13778,234,103,95
4440,4444,32,28,35
7324,14946,914,1787,1
14710,15097,109,213,1
3425,15094,201,394,1
8356,8354,41,36,1
3572,15225,287,562,1
14962,6131,104,202,1
2037,15194,136,267,1
11362,14976,271,530,1
8399,15249,299,585,1
9607,9606,55,35,181
12503,12878,35,34,441
10331,15045,130,255,1
8452,14957,305,597,1
7901,15152,288,562,1
14913,15153,93,182,1
15004,1265,317,620,1
10035,15300,497,972,1
1456,10693,81,53,405
4619,15233,226,441,1
15283,6725,299,584,1
3346,15193,342,668,1
5639,15254,159,311,1
11401,11403,100,87,1
9562,15084,324,633,1
937,15045,258,503,1
10381,15016,218,426,1
15184,6829,139,271,1
9486,15287,51,99,1
6668,15261,225,440,1
4407,4408,42,38,224
14921,15191,163,318,1
5986,14976,331,647,1
1791,15088,466,911,1
8499,15159,257,503,1
7405,14366,76,66,1
10244,15052,364,712,1
1664,15006,386,755,1
4386,15026,18,36,1
4853,15103,421,824,1
14525,14526,99,86,1
2012,15075,254,497,1
3717,1042,83,73,101
7841,7843,31,28,139
6859,14991,250,488,1
14870,15127,156,306,1
10846,10845,26,27,659
6447,15048,336,656,1
5164,7442,3,2,1
4722,15249,71,139,1
9935,14159,87,75,1
9417,15041,547,1070,1
13463,15107,150,293,1
4148,4149,8,7,29
11866,11869,89,80,190
3814,15063,281,548,1
6064,14996,269,526,1
1991,11734,183,162,120
6302,15039,420,822,1
5543,5547,12,11,229
1913,9561,80,72,158
11577,11579,155,135,1
13569,15290,84,165,1
29,30,53,46,1
3759,15064,321,628,1
6466,6468,80,52,316
9405,15060,278,544,1
15167,7500,240,470,1
13762,14978,352,687,1
13688,15060,243,475,1
8564,8563,41,35,13
12580,12578,39,36,259
13726,14955,499,975,1
13045,15215,64,126,1
14884,14885,4,4,728
12201,12202,83,75,194
8397,15231,89,174,9
5225,5226,289,127,73
10441,15182,213,417,1
3603,14980,292,571,1
9016,15029,247,484,23
2278,15105,174,339,1
4038,15101,174,339,1
13942,13944,47,38,1203
4550,15028,308,602,1
1891,15077,213,417,1
15032,10513,217,423,1
6483,13341,93,41,28
