u,v,w1,w2,w3
4059,4062,3,1,116
7413,14155,101,91,178
604,1283,77,67,1
285,15249,151,295,1
4630,12681,67,43,302
7482,7479,77,33,1
15149,2303,95,186,1
12103,12106,34,32,252
15254,9520,114,224,1
15099,4074,339,663,1
10271,10273,31,28,253
6987,14598,19,11,114
14501,14500,84,37,1
624,627,80,50,170
15154,12849,270,527,1
2515,8915,44,38,5
15138,12006,206,403,1
15263,4326,81,159,1
15156,3282,320,626,1
15156,521,330,645,1
15046,5497,804,1572,1
14992,4159,156,304,1
2186,1393,49,30,123
15046,7688,558,1090,1
234,236,158,151,431
2096,13162,73,63,12
8171,8172,20,18,199
12795,13840,91,55,70
15255,7797,198,388,1
7696,15247,419,820,1
15169,14666,199,389,1
560,565,32,33,735
14961,11750,360,704,1
9474,10328,40,35,1
6296,13332,53,50,350
9799,6311,56,49,73
4342,5158,46,29,307
7089,13807,566,248,49
433,14344,81,71,1
4280,4281,9,4,347
15126,4796,234,458,1
15291,9483,97,190,1
15007,607,248,484,1
9261,9264,55,48,18
3570,13322,100,86,1
15049,8722,277,541,1
4045,10984,85,74,56
5065,10100,35,33,316
15275,8656,254,496,1
396,15008,262,511,1
15032,3686,361,706,1
1326,1325,16,14,1
1370,1368,54,47,54
4186,4803,67,61,262
12813,12812,65,60,270
15098,10077,18,35,1
2043,6655,33,40,1393
9249,9251,41,37,256
2537,2536,68,65,468
14983,7481,822,1607,1
15187,2544,351,686,1
474,3536,29,28,509
11300,11299,31,27,1
14982,3740,276,539,1
2216,4262,67,60,185
402,12168,61,53,8
15015,3391,947,1851,1
12100,9920,71,62,9
180,470,30,20,426
7451,15142,273,534,1
2788,2789,52,45,1
15265,4263,281,550,1
14983,7416,611,1195,1
1829,1831,133,116,1
4631,7723,164,144,50
1206,2725,15,6,19
4205,9965,15,13,1
1537,1534,70,62,107
15305,6029,335,655,1
330,14978,224,438,1
5871,5873,18,22,1293
15281,3151,373,729,1
15254,13560,212,414,1
57,14951,284,555,1
15100,11032,284,556,1
2969,5567,8,4,254
4432,5717,8,6,774
15061,11829,214,419,1
15256,11786,389,761,1
7281,6166,322,283,73
15055,3834,377,736,1
3189,3190,70,66,377
2299,15155,88,172,1
1629,1628,81,49,1
15061,9994,255,499,1
8051,8048,24,21,3
5446,5447,48,42,1
13356,13378,43,41,403
8837,14691,63,39,232
15226,2478,323,631,1
