u,v,w1,w2,w3
15173,12815,103,202,1
6245,6244,176,76,1
15039,13749,914,1787,1
7596,8122,36,24,377
9045,9047,21,20,496
11140,11141,81,73,182
1768,4131,60,39,346
6163,6324,6,5,112
2347,2349,67,58,1
8352,8941,44,38,1
869,15266,322,630,1
4679,4852,25,22,1
2743,14208,37,16,7
9694,9697,97,60,127
5259,5625,6,6,11
4705,9748,81,82,659
3252,4235,9,8,1
402,12168,61,53,8
9992,9993,129,113,47
4826,4824,3,2,361
15288,10869,122,239,1
15002,5745,295,576,1
3944,3945,32,20,350
4784,4785,9,8,91
11457,11456,80,51,287
962,964,45,30,545
15242,5441,368,720,1
13058,15220,163,318,1
5767,5756,4,2,1
3659,14524,2,2,1
370,6690,205,178,8
15179,6992,198,386,1
15081,1817,465,909,1
327,14986,272,531,1
1077,1078,5,5,1
2930,2931,35,32,194
15015,668,425,831,1
6275,6276,5,4,82
3838,3846,9,8,217
15131,11499,212,414,1
2557,4935,25,25,512
918,921,146,127,1
15222,13079,230,449,1
15219,2483,337,659,1
3922,3924,62,55,114
14974,8336,151,296,1
6557,7869,41,36,132
14075,5100,164,143,28
3065,3009,7,6,176
15034,6123,396,775,1
15023,5689,853,1667,1
2791,6227,5,5,294
2100,8353,48,42,97
8636,8637,92,56,112
15134,3898,308,603,1
3492,10278,24,21,1
12056,4330,10,8,14
15310,5851,436,853,1
15203,10774,199,388,1
7922,7925,111,100,207
2608,3285,29,27,224
4046,4791,7,6,28
9674,12357,17,15,40
5285,5286,46,41,35
3660,3661,78,67,1
15049,14018,627,1226,1
3214,3219,36,16,112
14200,9610,7,5,197
919,15004,306,598,1
15242,8163,124,243,1
15190,9153,183,358,1
15232,329,311,608,1
9160,4574,121,59,479
15075,9563,313,613,1
15196,9750,316,617,1
15083,7230,273,533,1
10241,10240,11,12,870
4345,13891,79,49,185
15121,8538,171,334,1
8900,13176,65,60,284
15244,8137,174,340,1
3770,14471,46,40,27
15277,12606,297,581,1
507,13290,37,32,4
1454,1452,43,38,166
9934,9933,59,52,1
15076,13114,259,507,1
15120,13075,284,555,1
8660,8661,66,40,121
3609,3616,7,6,286
3540,13141,33,29,49
15034,6124,390,762,1
22,31,50,43,1
12064,12065,30,26,1
15148,2888,183,358,1
15076,10631,386,754,1
15056,5197,362,708,1
15261,3076,200,390,1
1279,4588,172,150,26
389,14991,748,1462,1
