u,v,w1,w2,w3
3180,3183,47,44,377
14976,1338,441,862,1
5405,14991,274,536,1
11746,911,25,27,780
13596,13597,9,9,467
2618,15021,397,776,1
15046,1079,98,191,1
282,2319,64,58,225
3383,15242,342,668,1
3197,3198,7,6,36
9070,15288,316,617,1
11740,11742,48,43,98
9132,15215,240,469,1
4838,5214,49,42,16
609,15047,376,734,1
9010,15084,103,200,1
5956,15030,420,821,1
6406,6405,10,9,205
3471,14946,736,1438,1
6778,14967,251,491,1
5843,7716,80,70,50
5192,14991,432,845,1
10952,15292,166,325,1
8130,6868,53,34,244
7981,15007,379,741,1
10572,14950,277,542,1
11499,11500,53,47,107
10239,15210,211,412,1
15222,12249,174,340,1
10131,10736,18,16,123
15189,12016,297,580,1
11604,15163,108,211,1
11753,14996,270,529,1
6992,15179,198,386,1
14195,15151,21,41,1
7053,7347,530,230,3
1488,15293,569,1113,1
7490,14983,488,953,1
2387,15069,277,542,1
2863,14441,39,34,1
11153,15117,155,303,1
9493,9491,33,30,181
5451,5452,111,96,1
14964,4015,457,893,1
2086,15291,146,286,1
8228,8229,58,58,566
3369,3365,16,10,19
344,15283,113,221,1
15081,1834,497,972,1
14963,6192,547,1069,1
13811,14969,626,1223,1
13739,13740,257,112,20
12333,15029,168,329,1
13621,13650,230,104,198
850,15256,347,677,1
5202,11497,7,9,1388
15048,14432,543,1061,1
4545,4547,37,33,120
10836,15234,193,378,1
4375,15026,172,336,1
12156,12586,104,91,23
1152,14984,997,1950,1
10936,15255,107,209,1
13894,15125,132,259,1
7212,15143,327,639,1
487,15167,294,574,1
4882,4909,43,38,51
8032,14997,232,453,1
6068,13731,90,83,287
12320,12322,31,29,275
1680,3897,78,68,21
5171,14954,164,320,1
1582,15293,541,1057,1
2434,15212,141,275,1
2898,15225,322,630,1
14538,15112,276,540,1
10528,13524,73,64,13
1319,13342,158,69,10
12046,12924,19,12,84
2005,15078,334,653,1
15275,1420,343,670,1
15230,2396,121,237,1
6983,15036,326,637,1
9903,9905,10,9,52
7641,13818,4,4,43
190,192,11,5,1
15110,10106,96,188,1
4758,15232,362,707,1
15141,9191,232,453,1
11391,14956,347,678,1
10761,3812,66,40,89
13464,13313,35,30,1
6932,14991,510,996,1
10840,10857,118,53,160
3844,15265,216,422,1
15120,14637,66,130,1
3668,5127,215,188,23
2618,2619,239,212,117
8129,14236,7,5,151
6168,6170,12,11,1
