u,v,w1,w2,w3
3660,3662,16,14,1
5205,5206,78,68,1
15135,13006,310,606,1
10034,10036,14,12,1
12459,15016,297,580,1
180,470,30,20,426
760,4237,98,60,64
12807,15227,175,341,1
15026,4372,92,179,1
13239,14987,324,633,1
896,14997,390,762,1
2024,15073,269,526,1
7693,7695,159,141,109
15042,2093,78,153,1
6930,14991,650,1270,1
2974,13780,44,20,278
5129,15119,231,452,1
3070,3072,68,60,68
10703,2082,36,31,7
6701,11272,81,50,169
4689,4692,18,16,315
12860,15117,296,579,1
3472,14958,326,638,1
6509,14968,298,583,1
11420,11419,52,34,442
1889,9555,130,113,25
1132,14969,919,1796,1
7458,7456,47,41,4
8407,8408,34,30,84
9489,15289,38,74,1
15010,6708,111,216,1
13511,15191,171,334,1
13414,13416,23,21,143
4154,4155,4,3,1
6259,14953,730,1427,1
15095,13909,175,342,1
8304,8305,33,29,43
528,2916,6,5,37
4773,7893,31,27,40
10156,13182,44,19,1
15153,5079,213,416,1
15010,14399,427,834,1
6766,15151,375,733,1
14674,15095,244,477,1
529,530,40,36,173
424,428,73,75,715
1091,15011,612,1195,1
7652,15089,433,847,1
14339,15165,306,599,1
15017,7529,160,313,1
15118,12302,144,281,1
11260,15267,334,652,1
741,15035,216,422,1
5386,7172,230,203,100
7055,15081,504,985,1
3413,15038,507,991,1
11752,14996,259,506,1
1036,5804,38,25,472
1290,5901,38,33,1
11321,15052,369,721,1
4236,4237,8,5,69
2540,3268,20,18,235
1925,1926,182,191,791
9933,14976,466,910,1
3926,15196,238,465,1
12828,15277,18,35,2
1363,1365,90,56,181
2436,14976,305,595,1
11302,11304,40,36,187
15037,3698,406,794,1
10358,15266,60,116,1
13052,13050,10,8,3
15262,11221,340,664,1
2566,13086,146,126,1
13945,15120,106,207,1
7712,15216,109,214,1
14433,14430,45,39,1
3810,15033,359,702,1
15279,3148,253,495,1
974,3504,35,32,210
4818,15110,272,532,1
14995,4752,277,541,1
5334,13968,182,112,137
14040,14554,73,87,1269
14980,9727,363,709,1
12256,15210,179,350,1
8823,8825,26,22,9
1267,14977,338,661,1
4425,15103,343,670,1
14702,15197,108,210,1
5161,15198,132,258,1
9826,9825,177,154,1
8924,15242,170,333,1
7021,14985,260,507,1
12221,15044,38,74,1
4730,4735,5,4,1
1717,15132,296,578,1
11426,14691,71,45,232
6527,15056,350,685,1
4285,15059,282,552,1
