u,v,w1,w2,w3
7785,7787,3,3,1
14968,6317,368,719,1
1366,1367,77,47,38
480,481,25,22,70
714,4654,79,88,1013
15247,11368,394,770,1
15230,3965,307,600,1
7023,4347,145,129,133
15253,830,430,841,1
6944,14476,34,32,363
1581,1582,47,34,792
257,261,25,22,1
49,74,41,29,773
15119,4280,348,681,1
1745,1746,42,38,127
1557,1558,319,286,169
5707,5708,7,4,1
5605,5637,7,6,256
14653,13981,47,31,430
2582,2586,43,37,42
5057,14063,223,97,12
6146,8718,20,18,200
13893,13894,80,50,185
1470,1471,21,19,126
15101,149,357,698,1
7856,7857,44,39,1
11971,11972,25,21,1
1783,1782,161,70,1
2281,10042,38,33,1
15285,13067,236,461,1
532,15237,200,392,1
636,637,5,5,1
2882,2884,6,5,101
14959,10706,186,364,1
13952,13953,90,59,391
4810,4808,37,34,262
8808,8810,102,88,1
7470,7611,31,19,46
12459,11902,44,38,19
3390,3391,290,175,7
3218,3216,10,9,97
14991,6926,664,1297,1
7829,7830,32,29,112
48,49,58,55,364
5794,13319,80,69,1
7499,5661,41,35,1
7708,4908,75,65,1
9535,9537,64,57,106
15172,12840,307,600,1
738,740,174,151,1
8085,8084,43,38,23
4935,15182,336,656,1
725,4760,6,3,629
12522,2769,66,57,1
15038,5455,316,619,1
5868,10502,45,39,19
15283,10667,237,463,1
210,208,95,41,57
5150,5151,5,5,68
1579,1489,9,5,178
15018,2454,368,718,1
3629,3631,57,51,165
11107,11241,23,20,92
10895,10893,80,70,25
15226,2477,323,632,1
6452,6453,36,32,1
7889,7891,36,25,687
15258,10130,30,59,2
14965,14200,255,499,1
4826,4824,3,2,361
12067,12068,31,27,1
8590,6578,7,5,373
2077,2078,18,15,1
15089,14551,258,503,1
7130,7131,1,1,1
15293,5662,446,872,1
15271,1471,125,245,1
2675,5853,24,21,1
2311,15202,304,594,1
1828,7300,5,4,64
15123,4559,324,633,1
2539,2541,59,51,11
187,189,26,23,186
2813,2815,163,149,250
15300,2424,451,882,1
110,111,5,5,1
5061,14388,31,28,165
4060,5577,3,3,1
15270,7173,318,623,1
3838,3846,9,8,217
10453,10454,80,70,1
8212,8211,80,71,103
794,13740,28,12,4
2545,2549,41,36,27
7070,7068,318,276,9
8624,5041,26,22,1
1214,1216,53,46,11
11438,11439,28,18,201
15124,7452,281,550,1
1765,1767,55,48,1
