u,v,w1,w2,w3
13546,3974,8,7,1
4761,4771,8,7,29
4440,4444,32,28,35
4045,2214,104,95,242
2348,15121,190,372,1
722,723,24,11,49
12722,11701,39,34,71
15040,5817,389,760,1
11229,11227,98,86,42
946,948,79,52,429
8086,9189,19,17,23
9399,6308,13,11,1
15048,7523,352,687,1
9811,14162,125,76,31
9165,9166,25,22,30
5855,3108,24,21,1
6123,6125,91,79,13
13932,13931,10,6,86
13293,1330,244,212,1
14997,6712,265,519,1
14991,633,1054,2060,1
15150,13212,267,522,1
15107,3229,195,381,1
3169,3171,29,26,82
14954,9664,65,127,1
5124,5125,23,20,134
2494,11571,96,140,2078
5023,9670,38,33,113
15048,11640,168,329,1
12002,13850,161,98,54
7233,7065,7,3,67
8808,8809,57,49,15
246,13668,201,90,181
12782,13926,6,5,4
15085,7020,275,537,1
15065,9374,362,707,1
7382,7391,5,4,1
15179,6991,176,343,1
12743,14720,70,61,46
1565,14971,218,427,1
532,533,25,27,869
14964,11025,138,271,1
1216,7863,55,47,1
5872,5879,19,26,1996
357,14976,336,657,1
15278,3733,260,508,1
11503,11502,10,9,107
14954,10801,380,743,1
8759,8757,39,34,29
1209,7691,11,9,1
15304,8649,289,565,1
15008,14314,343,670,1
8264,8265,41,36,22
8466,8464,27,25,350
1095,1094,337,294,12
13686,4541,118,53,140
11676,11683,67,59,93
8492,8493,38,34,129
15154,5076,294,574,1
15038,11879,24,46,1
15169,14663,88,172,1
1134,1064,31,18,24
11083,11084,41,35,21
15030,6809,199,389,1
8175,9637,40,35,113
11222,11220,79,69,39
15038,5460,295,576,1
15009,1554,219,429,1
14948,14760,441,861,1
15032,3693,293,572,1
13703,8393,132,59,133
1343,1344,66,58,86
1280,13711,415,187,201
13575,13576,114,57,583
7144,7135,556,242,1
5705,4661,31,21,463
15144,2293,327,639,1
8848,6770,59,52,20
168,169,77,68,134
3605,3606,81,71,31
14963,8613,557,1089,1
14983,7477,828,1618,1
15190,9155,201,392,1
3911,9509,69,60,10
14639,13917,31,19,68
6632,6631,3,3,1195
4719,4722,40,36,110
6089,6090,130,80,93
1896,15075,480,939,1
15130,12001,264,516,1
6945,6944,124,107,1
12866,8534,46,40,57
10905,8071,67,59,115
15224,3576,372,727,1
4466,4465,8,7,1
1316,12376,102,90,53
15283,11367,285,557,1
3247,3248,76,66,9
879,2713,53,46,65
9141,9142,9,8,1
