u,v,w1,w2,w3
3903,3905,102,89,1
8117,14954,335,654,1
1478,15271,438,857,1
91,15020,78,152,1
13358,13128,122,106,1
14439,14951,161,314,1
8842,15215,193,378,1
12241,15223,224,438,1
1706,1705,7,5,468
5267,15014,343,670,1
7325,7324,6,5,1
15089,7152,352,687,1
14792,14793,25,22,6
59,15031,358,699,1
1535,15001,383,749,1
6201,15162,412,805,1
13518,13519,29,12,16
8977,15158,249,488,1
13924,15125,143,279,1
313,14992,354,692,1
3909,3911,44,38,8
13332,15055,390,763,1
15174,14320,386,755,1
2859,2866,5,4,1
865,866,88,56,249
4356,4357,3,3,186
3517,3514,40,36,141
8639,8641,96,87,207
15173,10241,210,410,1
188,15201,389,761,1
12653,15080,380,743,1
6364,14990,816,1595,1
8799,10534,33,29,17
5776,14982,279,546,1
7395,14991,290,567,1
14989,4588,380,743,1
11133,15293,560,1095,1
14502,15133,392,766,1
7787,15071,185,363,1
14057,15149,367,717,1
3373,15223,374,731,1
5000,15196,154,301,1
1408,5754,26,19,705
3352,3353,74,66,178
5300,15263,238,465,1
15096,4835,154,301,1
11262,15267,335,655,1
7621,15175,218,426,1
10946,15270,129,253,1
15149,14928,285,558,1
9011,15084,150,294,1
6389,3711,6,5,1
1122,15046,552,1079,1
511,15156,314,613,1
5757,15005,243,474,1
14059,14061,287,128,134
2900,2901,14,12,64
10139,15144,192,376,1
5590,8888,35,30,3
2629,2631,44,41,372
4140,5806,17,10,1
10909,10385,25,22,25
4985,7982,48,41,1
8660,8661,66,40,121
6261,15093,681,1332,1
13436,15030,353,691,1
3811,3812,92,64,620
10538,15118,222,434,1
14532,9303,23,20,1
15144,2576,322,629,1
8258,8259,40,35,4
7976,14977,49,96,1
9598,14968,330,644,1
299,15276,322,629,1
2471,2470,29,33,1145
12851,15283,367,716,1
4633,8424,161,145,206
12809,15233,161,314,1
11755,5094,53,46,1
3577,15224,276,540,1
13223,15156,225,441,1
15021,14453,42,82,1
9913,15276,273,534,1
10760,12229,57,50,67
3839,14981,234,458,1
11690,11683,107,94,93
1438,1441,50,46,306
3415,3418,62,42,498
7860,15084,119,232,1
5493,5492,133,116,1
3006,3065,5,5,204
3673,3674,67,58,1
13880,15088,343,671,1
5043,5094,54,47,3
2411,15300,240,470,1
12700,15006,399,781,1
9593,9591,54,48,50
9699,15225,111,217,1
8380,8379,49,43,41
15023,5690,754,1474,1
