u,v,w1,w2,w3
9075,15145,251,491,1
7132,7133,259,113,1
8139,8141,76,66,39
3140,15279,220,431,1
7147,15112,456,892,1
12350,15103,47,91,1
863,15267,368,719,1
6976,6935,7,6,130
13775,15008,214,417,1
354,6622,74,65,66
3950,15089,359,701,1
11676,11683,67,59,93
11374,11375,45,40,218
11989,11990,24,21,107
9863,9864,67,60,140
14612,15088,136,266,1
5218,6630,4,3,1
7839,15286,248,484,1
6432,15247,297,581,1
6351,15046,483,943,1
3113,15286,200,392,1
7482,7485,3,2,84
2646,15062,299,584,1
11216,15223,155,304,1
10851,13202,32,27,1
6921,6922,145,74,673
1715,15134,118,231,1
6691,15292,197,384,1
11029,11632,62,54,7
15146,10347,229,448,1
13561,13733,205,130,1514
6343,15017,420,820,1
14318,15037,119,233,1
5046,5047,22,19,1
14543,15089,33,64,2
11976,15254,222,433,1
14524,14991,250,490,1
2917,15239,293,574,1
2999,3000,7,6,1
10885,15218,278,544,1
15034,10067,34,67,1
7985,14977,295,577,1
3519,3523,40,29,740
10460,12269,33,29,53
6318,10274,68,59,1
8645,4971,134,119,132
11406,14976,249,488,1
8370,15072,56,109,1
5049,15108,320,625,1
6732,14950,86,168,1
8441,15251,278,543,1
6391,15036,167,326,1
12207,15161,250,488,1
14019,15088,461,901,1
14955,3969,560,1094,1
6835,15190,237,464,1
13671,15088,85,167,3
13558,13664,143,65,249
11740,11741,62,61,545
1014,14996,280,547,1
8490,15159,159,311,1
4074,4083,36,24,473
12200,12196,31,28,123
14954,10877,45,87,1
9504,9505,54,53,556
11739,14971,603,1179,1
5918,6947,140,125,138
1609,15004,122,239,1
14603,15125,106,207,1
14819,14821,45,40,7
13480,14502,37,16,10
11597,15052,295,576,1
6342,15017,430,840,1
9802,15058,277,541,1
13040,13041,43,38,146
8433,8431,42,37,166
4605,14985,392,766,1
6000,6001,23,14,1
5520,15207,386,756,1
9718,14988,324,634,1
1580,15247,564,1102,1
4903,15023,680,1329,1
12430,15042,150,294,1
11559,15140,117,228,2
12563,15189,209,408,1
6569,15097,194,380,1
11245,3557,85,78,293
3331,15108,245,479,1
6185,14963,531,1039,1
10250,10252,83,72,12
12264,15283,318,622,1
5338,5339,17,16,371
10920,10922,36,33,213
7494,14983,304,593,1
1234,1238,324,295,226
15150,13212,267,522,1
4393,89,175,153,47
2884,15178,338,660,1
10768,15262,361,706,1
13966,15169,278,543,1
