u,v,w1,w2,w3
10032,15233,340,665,1
14492,14496,8,3,1
3957,15263,320,625,1
15261,857,449,878,1
3237,15113,326,637,1
7738,15234,181,353,1
503,15101,367,717,1
13478,15060,331,646,1
5997,15040,411,804,1
12932,12933,81,71,101
2008,15084,247,483,1
8647,3482,17,10,88
5181,14991,165,323,1
13800,15154,297,580,1
13583,13785,261,115,85
1084,15011,304,594,1
11769,14983,671,1311,1
15241,10550,92,180,1
12903,15042,233,456,1
14150,14151,149,129,1
4991,6428,116,101,1
5640,15254,36,71,1
6497,15026,382,746,1
13421,15213,80,157,1
1514,15285,129,253,1
13184,15136,102,200,1
11002,13202,17,15,1
11926,15283,67,131,1
12198,15142,173,338,1
2798,14962,206,403,1
9040,15272,296,579,1
8101,15200,141,275,1
303,15089,373,729,1
5873,5874,19,22,1293
10663,13506,315,182,1160
15286,10838,328,641,1
2293,2577,5,2,309
3755,15064,319,624,1
3873,3872,6,5,1
13586,14985,454,887,1
2311,5122,20,17,52
12555,10620,39,35,140
5201,8380,157,144,259
6499,12044,55,48,8
15148,5029,262,511,1
5806,14996,359,702,1
3165,3168,90,79,104
14722,15284,342,669,1
2319,2320,27,24,225
5747,14989,372,727,1
13512,14221,17,15,159
397,1547,6,6,227
3887,15289,398,778,1
13965,15169,236,462,1
552,543,63,64,640
1013,14996,281,549,1
13779,15043,307,601,1
6887,7310,39,34,112
14975,14360,136,266,1
15162,4439,452,883,1
3008,3009,69,60,22
5152,15099,164,320,1
899,14997,374,731,1
13694,14112,191,94,522
4536,4537,43,42,539
11619,15187,327,640,1
14552,15114,224,438,1
10690,15037,246,481,1
4536,4540,38,33,31
15039,6308,832,1627,1
230,15185,273,533,1
13751,13752,104,91,69
15112,6904,320,626,1
7683,15046,828,1618,1
6909,15092,441,862,1
3792,3794,36,32,34
9609,9610,62,42,461
3845,3841,27,25,271
11039,15248,294,575,1
13984,15145,184,361,1
11340,11338,32,28,69
13947,15120,158,309,1
15005,934,319,624,1
4130,4870,2,1,808
11236,12587,155,134,8
5328,5329,46,55,1300
2818,15264,318,622,1
8640,9397,202,206,675
5989,14976,335,654,1
8353,15235,81,158,1
6049,15181,321,627,1
12568,15161,194,378,1
7666,7667,62,54,23
803,9797,54,47,1
4165,4168,53,48,133
58,12884,45,31,617
12990,15042,381,745,1
4684,4674,45,39,4
8045,14964,201,393,1
9757,15008,640,1251,1
