u,v,w1,w2,w3
5494,5505,65,57,20
651,15036,142,278,1
11928,15085,248,485,1
223,15185,328,640,1
15022,1044,79,155,1
5534,9140,47,21,104
14964,4009,350,684,1
2769,14981,333,650,1
6955,7870,81,71,29
8177,15025,201,394,1
14644,15030,272,532,1
1352,14984,609,1191,1
10112,15267,327,640,1
544,551,10,8,79
10720,15221,251,490,1
7079,6257,230,100,13
14134,14136,33,30,314
11384,11714,36,31,33
1965,1966,5,5,1
63,15133,289,565,1
7041,7044,48,42,1
6792,6923,6,6,381
9042,15097,411,804,1
4115,4116,638,423,437
9318,15063,91,178,1
14850,15295,32,62,1
7866,15133,186,363,1
7810,15072,222,433,1
2537,2536,68,65,468
13497,15217,18,36,1
12891,15252,128,251,1
8760,15027,195,381,1
4764,14954,395,771,1
6814,15028,101,198,1
9174,15143,231,452,1
10285,14974,203,397,1
13960,15145,144,281,1
12738,15209,120,235,1
2197,15280,202,395,1
3862,5926,40,40,638
10866,15288,112,219,1
2501,15136,315,615,1
15093,270,238,466,1
74,15035,153,300,1
6218,15241,196,383,1
15006,12699,348,681,1
4500,15165,174,340,1
5009,5011,31,29,384
7584,15249,231,452,1
14957,6207,148,288,1
13348,15156,180,351,1
15181,13513,341,667,1
3063,15089,304,595,1
2927,15227,171,335,1
1944,15079,342,668,1
9830,15121,306,598,1
5326,15029,162,317,1
684,687,117,105,171
10686,15272,302,591,1
3269,15187,115,225,1
9074,15145,232,454,1
14440,14951,164,320,1
1846,9760,224,195,1
4747,5472,125,112,160
7648,7649,54,47,8
15171,2374,194,379,1
14007,14008,9,6,843
12117,14988,137,268,1
8016,15078,104,202,1
14158,14983,625,1222,1
14782,14948,352,689,1
1759,14969,543,1061,1
12193,15206,56,109,1
1794,5525,167,145,1
6304,6305,4,4,1
14022,15088,594,1161,1
3849,9131,42,37,59
10395,10396,54,36,410
2720,15288,293,573,1
7472,14983,844,1650,1
4233,15039,514,1004,1
14271,15204,312,609,1
8557,8560,120,104,16
12888,15270,206,403,1
14669,15169,222,433,1
11304,15181,192,375,1
6297,6300,7,6,1
1479,6464,6,5,1
13583,14987,314,614,1
1831,15081,480,938,1
15133,6471,673,1316,1
14976,11083,147,287,1
1804,15027,389,760,1
13653,15124,284,555,1
9444,14950,368,719,1
12974,15052,249,488,1
7147,14788,72,62,4
91,92,12,10,1
9992,9993,129,113,47
226,474,26,11,19
