u,v,w1,w2,w3
9125,9127,81,70,4
3520,15216,339,663,1
15028,109,267,522,1
2921,2920,13,12,151
2540,3268,20,18,235
2878,4513,48,45,321
15222,5352,354,691,1
15267,7110,425,830,1
7371,7373,114,99,1
15284,1417,452,884,1
12642,12643,6,5,245
4570,4571,41,36,34
12524,12230,81,71,46
15230,13491,293,573,1
14969,3328,472,922,1
15100,4549,368,719,1
15145,9169,323,631,1
12621,12622,41,36,6
1756,1757,154,67,1
3649,3651,3,3,1
927,5758,55,35,271
8275,8276,38,34,96
7476,13337,393,341,1
3506,3507,60,52,1
15100,4542,344,673,1
10403,11653,80,51,220
13358,13128,122,106,1
3447,3446,63,38,51
15049,1246,609,1191,1
3331,15108,245,479,1
2033,2034,7,4,1
4761,13723,27,12,4
4589,4590,31,28,198
7477,7471,33,20,32
4484,4482,40,35,45
6192,6194,11,9,1
1360,14263,53,49,318
6032,6133,7,7,80
14955,5166,552,1079,1
12303,8810,48,42,48
1157,494,22,19,1
11409,12418,27,24,17
13371,13372,30,26,37
8647,3482,17,10,88
524,525,37,42,1079
15293,5923,577,1128,1
15115,14545,37,73,1
15245,2485,340,665,1
14971,1568,136,266,1
4023,4025,39,37,466
15085,10059,213,417,1
13022,7991,225,173,2343
8035,13156,96,83,14
15084,1878,343,670,1
2586,2835,39,34,142
15052,14117,153,299,1
11100,11101,42,36,2
15241,4712,183,357,1
8645,4971,134,119,132
15142,8054,300,586,1
8571,8570,40,36,211
15015,8679,192,376,1
1179,1180,161,140,1
12456,7364,18,15,1
3521,10044,69,66,434
15195,6764,326,637,1
15249,3866,280,547,1
7760,12360,31,27,51
14955,813,792,1547,1
5994,14995,561,1097,1
14984,1350,531,1038,1
8031,8033,31,27,15
15026,4372,92,179,1
15079,1920,252,492,1
3027,11557,54,48,167
13745,13734,260,117,176
10627,12765,79,71,196
6733,11764,33,28,31
9917,9918,66,57,28
9110,2764,2,2,36
5772,5777,39,24,123
3757,3758,63,56,100
1023,1010,80,55,582
9578,9579,40,35,31
2018,2017,56,34,86
15048,2651,124,243,1
4958,13792,207,90,1
14976,11410,310,606,1
15100,12397,255,499,1
635,634,713,622,26
15284,11227,163,318,1
11047,11049,19,17,3
8400,2385,44,38,1
298,15276,316,618,1
15088,4798,339,663,1
12292,12293,40,36,247
15066,10104,502,981,1
15288,12472,208,407,1
889,890,7,5,437
2532,2536,100,91,218
