u,v,w1,w2,w3
4792,4795,66,60,215
11516,14961,250,488,1
15148,6110,388,758,1
7578,15039,485,948,1
8155,14979,331,647,1
9722,15239,172,336,1
15090,2780,487,952,1
11134,11133,30,27,244
8035,13156,96,83,14
14259,15296,214,418,1
15097,7868,234,457,1
10400,15236,276,540,1
1070,1088,42,40,410
6311,14968,308,603,1
3857,15018,283,552,1
2336,14026,910,603,432
6330,6334,1,1,1
3035,3037,10,4,110
12685,15248,376,735,1
8005,10556,81,73,191
1497,1498,78,68,1
2046,15065,408,798,1
8538,15121,171,334,1
7207,15020,416,814,1
15038,4464,561,1097,1
5003,5521,5,4,1
9565,15079,279,545,1
5804,14997,328,642,1
6923,6792,6,6,381
13845,13847,171,103,1
15061,14146,249,487,1
5634,5635,35,31,193
1083,1655,4,4,1
11498,11490,62,55,129
15160,8483,211,413,1
1175,1178,67,42,206
6558,14990,797,1558,1
4967,4969,19,17,7
14231,14233,61,51,1348
3584,15230,300,586,1
5624,15218,459,898,1
14234,14263,9,8,1
15020,6939,110,215,1
8845,15196,84,163,1
10015,15201,201,392,1
1623,11475,10,10,637
8352,8941,44,38,1
1734,15204,332,649,1
15007,13340,461,901,1
2082,15276,72,140,1
12969,5755,32,20,300
15244,3795,241,471,1
13225,15156,243,475,1
14994,12116,146,285,1
648,4115,15,10,438
11253,14961,368,720,1
9726,14980,126,245,1
684,683,119,73,88
5331,5334,10,8,55
8469,15229,242,472,1
652,655,15,13,1
2216,4262,67,60,185
12349,15103,14,28,2
13579,6921,529,261,551
8362,15072,300,587,1
12541,12542,37,32,10
8341,8343,33,29,76
4761,14954,418,816,1
6542,15037,443,866,1
11943,11941,28,26,245
4961,15118,311,608,1
6338,15038,505,988,1
14532,15098,181,353,1
3508,15289,225,439,1
6483,14984,489,955,1
11998,9815,270,117,1
12688,15272,347,679,1
12166,15043,362,708,1
513,15156,326,637,1
15052,4298,86,168,1
15118,13792,186,363,3
5670,7302,9,4,9
15222,5352,354,691,1
6375,6376,60,52,1
11505,7667,52,46,107
5605,5617,45,39,11
3010,3011,8,7,7
15056,4927,459,897,1
4762,4764,8,3,70
15204,14886,229,447,1
9119,15142,264,516,1
1695,15134,89,175,1
15252,9659,117,229,1
15163,11034,180,351,1
9954,15023,312,609,1
14452,15021,127,249,1
5859,10726,37,33,82
10692,47,19,16,39
10968,15274,77,151,1
9863,15152,342,669,1
