u,v,w1,w2,w3
36,15065,412,805,1
450,14970,234,458,1
4086,15099,362,708,1
13402,15277,155,304,1
351,14962,324,634,1
13048,14978,342,668,1
8722,8723,10,9,298
12423,13317,44,40,211
1550,15006,1271,2484,1
5396,5399,18,16,1
2904,15225,307,600,1
1150,14975,274,536,1
9682,15026,362,708,1
6397,15032,730,1428,1
11549,15267,259,507,1
331,14978,211,412,1
2498,15234,229,448,1
6143,14987,271,529,1
11436,15242,378,738,1
11264,15267,369,721,1
2583,15144,294,574,1
4096,15096,313,612,1
14506,15145,76,150,9
14729,15088,308,602,1
12092,15273,152,297,1
4875,15009,647,1265,1
4223,15039,311,607,1
9524,15254,317,619,1
6741,14970,695,1359,1
12336,15284,408,797,1
14448,15037,307,600,1
2992,15253,430,841,1
14734,15157,353,691,1
13977,15145,199,389,1
3384,15242,310,606,1
9674,14977,153,299,1
9983,15084,145,284,1
11692,15218,216,422,1
9027,15084,213,416,1
12134,12135,41,36,170
7114,15134,175,343,1
7554,15290,338,661,1
7045,15081,518,1012,1
14689,15169,58,113,1
3382,15242,391,765,1
13919,14597,21,13,77
10205,15289,356,696,1
13874,13884,30,18,1
4069,15099,357,697,1
13101,14995,133,259,1
14493,14497,12,5,60
6593,15047,327,639,1
1042,15022,265,518,1
14239,15253,328,641,1
8656,15275,254,496,1
7934,15145,231,451,1
3367,3369,17,10,43
12280,15179,152,298,1
7176,8991,30,26,10
1017,15288,415,811,1
1502,14984,603,1179,1
10945,15270,109,213,1
9681,15099,466,910,1
10774,15203,199,388,1
4995,15039,480,939,1
12772,15097,39,77,1
9469,15255,419,819,1
13666,15088,270,529,1
13728,14954,471,920,1
12450,15215,255,498,1
8466,15229,119,232,1
12642,15219,118,230,1
12754,15195,185,363,1
8637,15217,354,693,1
6193,14963,579,1132,1
663,15036,167,327,1
13752,15008,200,391,1
554,15222,357,699,1
11526,14966,250,489,1
10093,15145,304,593,1
10893,10895,80,70,25
2312,2313,167,145,1
8950,15144,269,527,1
3177,15284,244,477,1
6646,15214,48,94,1
11959,15062,281,549,1
8377,15080,340,665,1
8560,15124,199,389,1
1042,3716,5,4,134
14491,15048,64,126,1
13059,13142,32,34,816
61,62,20,20,618
11717,15218,193,378,1
1970,15076,325,636,1
3035,14954,380,743,1
8577,15127,165,323,1
14451,14455,17,15,60
1145,9809,6,6,5
11439,15242,316,618,1
12354,14977,107,209,1
