u,v,w1,w2,w3
14971,407,617,1206,1
2705,2703,26,23,11
4932,13435,45,42,350
4016,10466,113,98,2
10603,12035,73,64,1
14978,9239,81,158,1
1299,1294,6,6,726
5243,1657,3,3,16
2085,2086,57,49,1
7674,7675,3,3,49
9352,8010,39,34,101
14989,12347,350,684,1
15196,8844,24,47,9
4557,13347,60,60,603
2750,2751,76,71,302
5670,7302,9,4,9
8569,4796,20,18,64
15023,3462,197,385,1
15103,10995,95,186,1
13615,13614,219,100,233
15132,10159,280,548,1
15111,3679,792,1548,1
10051,12287,67,59,54
873,2258,35,22,173
15085,12774,200,391,1
216,218,69,32,313
13926,14608,73,44,24
15153,5677,196,383,1
928,5761,55,36,357
981,3887,4,2,79
1612,15003,283,553,1
3548,9654,159,139,24
3034,4977,7,6,1
15018,2231,402,785,1
2895,9880,34,29,26
6293,7255,3,3,384
14983,7474,921,1800,1
15192,5105,396,773,1
15272,12962,246,480,1
15156,3281,286,559,1
15087,13862,294,574,1
4700,4701,82,79,481
3109,3107,63,55,1
14991,14525,236,462,1
15047,9409,322,630,1
389,6738,6,5,100
15262,10267,62,122,1
1779,5796,82,72,61
2820,2834,82,72,65
14966,11511,123,241,1
11134,11133,30,27,244
15063,3811,408,797,1
3384,8929,42,37,1
14946,7331,924,1806,1
15009,4886,787,1538,1
8777,3970,17,15,1
13286,13285,35,30,44
2626,2628,104,104,604
1596,9536,36,34,361
2503,13789,9,4,52
15201,10008,321,628,1
1515,1232,63,56,100
10701,10702,15,13,17
8848,8846,69,60,20
15038,2263,758,1482,1
98,134,32,30,329
9647,11061,57,51,115
15204,5050,316,618,1
5122,5121,7,6,1
15255,3909,249,486,1
9960,12612,104,91,1
12030,12031,34,29,5
15006,1645,553,1080,1
4006,4005,18,15,7
14980,9922,308,602,1
15211,6699,233,455,1
4816,4817,25,22,1
2401,6153,90,102,1071
692,2169,177,77,40
15088,2789,320,626,1
15033,10121,430,840,1
10752,10289,48,42,1
6077,6078,49,43,58
483,15167,280,546,1
15260,2682,395,772,1
12323,12321,23,21,275
4148,4149,8,7,29
15196,5705,408,798,1
974,3504,35,32,210
11026,11027,32,29,245
15206,14896,169,331,1
15272,13379,313,611,1
10453,10455,81,71,1
12633,11127,40,35,44
13852,13851,81,49,54
4878,4890,33,28,1
15132,1699,337,659,1
2285,2565,6,5,1
14789,14795,2,2,58
15006,7236,586,1146,1
