u,v,w1,w2,w3
9575,9825,38,33,1
12358,15038,27,53,1
13749,15039,914,1787,1
4771,5883,33,29,29
2159,13865,12,8,321
13756,13776,137,119,1
9639,15240,295,576,1
894,1020,327,216,413
10445,15183,66,130,1
12635,14847,126,111,74
3477,3476,39,34,1
14203,15194,137,267,1
2441,15075,358,699,1
10729,5424,86,80,337
15047,6634,468,915,1
2890,15148,207,404,1
8862,8863,77,67,27
14929,15296,103,202,1
12335,15284,229,447,1
4666,4667,6,3,1
11648,15275,301,588,1
5030,14082,9,4,158
11281,15006,411,804,1
6966,6968,4,4,104
7148,14798,32,28,62
15138,12006,206,403,1
10330,15045,149,291,1
2248,15215,274,536,1
1667,3893,12,7,26
10568,15292,258,504,1
12599,15206,50,98,1
12804,12803,33,30,287
8336,14974,151,296,1
9831,11058,22,19,52
2255,15267,368,720,1
13197,15297,327,638,1
11341,15287,69,135,2
11460,15250,289,566,1
8001,9151,41,36,66
4212,4213,406,354,26
15027,4198,708,1383,1
3902,14964,348,681,1
13061,15055,353,690,1
11295,11296,81,71,1
14734,6653,14,12,1
12067,12068,31,27,1
13203,15262,152,297,1
15126,219,321,627,1
5928,15222,321,627,1
13002,15284,58,114,1
4062,15126,300,586,1
9905,15263,349,682,1
8714,8715,107,95,116
3337,3336,7,7,708
4094,15096,390,762,1
2855,15011,311,608,1
11472,14999,365,714,1
14573,15092,276,539,1
15053,13060,340,664,1
1629,1628,81,49,1
14981,2186,356,695,1
765,2274,4,3,295
13146,15280,377,737,1
11910,15242,281,549,1
13948,15095,165,322,1
7758,7759,23,20,1
8356,13080,16,14,3
10421,15108,170,332,1
15284,12770,108,211,1
11710,15269,239,467,1
15027,5934,71,139,1
4755,14995,283,553,1
10802,15263,199,390,1
5543,15283,135,264,1
5287,15014,199,390,1
9836,15126,303,593,1
10575,15085,223,436,1
13596,15141,234,457,1
2647,15062,299,585,1
5044,14996,306,598,1
4185,14985,305,596,1
4466,4465,8,7,1
6146,15098,255,498,1
4295,15119,165,322,1
1056,1057,7,6,1
10162,14965,448,876,1
6979,13287,33,29,2
1348,14984,507,990,1
12191,13108,111,98,85
7319,15253,346,676,1
6906,6907,1,1,58
1849,15040,71,139,1
10087,10996,52,45,10
3058,15089,282,552,1
7752,15181,108,211,1
8969,15095,122,238,1
7735,15236,185,362,1
12381,15072,32,62,1
12453,15160,250,488,1
3749,5741,7,4,354
