u,v,w1,w2,w3
3811,3812,92,64,620
3845,3841,27,25,271
9955,9958,14,12,31
15121,8559,230,449,1
15,14,180,108,1
3175,3177,22,19,19
2921,12651,5,4,123
15152,7931,217,424,1
1931,1971,5,6,960
3600,14980,288,564,1
783,784,93,56,1
14377,12185,94,103,941
5428,11880,25,22,33
15160,8069,197,385,1
15018,2235,456,891,1
2565,14116,467,406,1
1193,1196,22,19,131
13592,5633,32,28,2
10816,10817,40,36,116
613,7515,78,67,1
5642,15060,39,76,1
6129,7115,74,73,539
15256,847,312,609,1
14990,6357,815,1594,1
14984,1503,836,1635,1
542,544,41,38,280
14984,11630,217,424,1
7612,1355,7,9,1487
904,906,162,100,166
13572,13574,553,253,259
2325,2326,27,16,4
14985,12009,253,495,1
77,15025,278,543,1
14971,589,472,923,1
4944,6340,4,3,1
12610,13100,80,69,35
6543,6111,20,17,5
5368,4945,39,34,7
3406,8644,65,43,404
15064,3756,280,548,1
15099,4083,341,666,1
4575,4576,35,31,34
15215,4695,253,495,1
9017,11252,70,42,64
14951,1710,485,948,1
1208,1210,20,18,137
15171,2384,308,602,1
15268,6675,279,545,1
6756,6758,30,26,13
3643,7761,24,21,1
1324,1325,13,12,1
367,14487,335,291,1
5268,5269,69,60,35
14729,13666,54,50,253
105,15028,184,359,1
6757,11726,34,30,51
14049,14050,113,104,254
15208,3410,304,593,1
14985,9343,90,175,1
15282,14829,267,523,1
2598,4646,39,46,1279
14954,7994,133,259,1
13914,13913,41,25,98
14009,10777,34,24,798
15200,6040,305,595,1
14996,5043,319,623,1
15275,10168,91,177,1
14999,11474,327,639,1
15285,1519,227,445,1
15237,9705,231,451,1
15122,9209,57,111,1
15165,196,301,589,1
8337,11176,96,86,172
12300,12299,9,8,64
5590,8888,35,30,3
15146,12577,77,151,1
1687,7090,40,35,1
2863,14441,39,34,1
1041,1045,61,55,141
361,10722,163,142,1
14960,9476,276,540,1
15080,1850,389,761,1
12428,2628,49,42,1
3142,3138,5,4,152
11270,838,116,103,138
3020,3021,23,20,132
13766,13772,206,93,189
167,4071,238,104,23
552,543,63,64,640
12389,12391,47,41,46
6856,15137,333,650,1
2191,2204,72,66,242
11428,11418,19,17,80
4566,4564,6,2,56
10366,10368,32,28,108
3648,3655,81,70,1
937,15045,258,503,1
6348,6358,81,71,15
1860,1861,72,62,1
9241,8594,30,27,162
