u,v,w1,w2,w3
3214,3215,12,5,112
15055,6296,399,781,1
15122,8550,162,318,1
15207,5518,206,402,1
15195,5709,391,764,1
3279,3280,63,55,10
15156,3285,291,569,1
15252,12703,192,375,1
2358,13103,25,22,1
2194,15273,289,565,1
12439,10181,39,36,251
10238,11271,31,27,38
15181,14223,344,673,1
2688,13272,158,139,95
492,494,300,261,1
14954,4975,382,747,1
14984,13064,776,1517,1
8787,8788,80,71,116
4388,4391,39,39,531
14717,14716,36,31,46
13883,13882,15,10,283
1490,1581,108,79,792
3308,3310,13,12,268
5898,6785,158,143,212
13311,13312,30,26,1
6016,6018,26,11,169
15088,1797,512,1001,1
5307,5306,1,1,29
15295,10464,191,372,1
9607,9606,55,35,181
15005,6858,204,399,1
4524,11836,6,5,100
23,25,54,48,133
5797,5798,37,33,31
5228,5152,43,38,63
7436,7435,88,82,295
15275,1752,269,525,1
938,5764,7,4,1
15075,1914,255,498,1
14984,1328,507,991,1
15230,3961,300,587,1
15181,13527,178,348,1
3582,2397,73,64,84
8050,8203,31,27,34
4544,8716,40,35,1
7106,10931,34,31,240
15157,11950,247,483,1
2682,2685,77,69,136
1457,1458,137,121,104
15119,2837,352,688,1
35,36,36,31,9
15020,7206,337,658,1
10686,12059,31,27,1
12719,12721,33,29,48
9331,9330,4,3,786
767,6589,37,32,1
10715,10855,23,20,1
1144,6447,102,62,1
8224,8225,21,18,102
5910,5911,199,86,18
8655,8656,34,21,137
15259,10340,210,411,1
5114,5115,32,28,25
2022,7828,37,24,412
2933,2934,64,58,204
14047,14045,66,73,956
415,413,384,378,546
11982,12990,11,9,8
4100,4099,219,146,466
15038,7491,406,794,1
770,769,91,58,295
3660,3664,16,14,1
1035,1036,8,7,1
2625,14467,80,74,293
3436,136,105,64,99
13910,13948,46,40,11
6086,6088,17,11,93
15208,14563,30,59,1
15009,4886,787,1538,1
6985,14625,100,61,104
8889,8890,40,35,64
8103,8104,24,23,441
5210,6641,14,12,129
9181,9180,40,36,125
15194,14202,113,221,1
15124,13607,133,260,1
11822,11823,42,36,1
50,682,79,75,364
12536,12534,25,22,1
8182,11280,81,70,1
15036,4461,261,510,1
4046,4048,75,66,90
1494,6990,28,24,1
8779,9853,31,30,466
14984,9932,486,950,1
4528,4529,109,95,36
13739,13738,204,91,140
15222,559,350,683,1
7333,7324,2,1,1
14946,7126,1029,2012,1
