u,v,w1,w2,w3
6882,14985,480,938,1
15237,9705,231,451,1
10262,12757,37,32,78
2924,15239,168,329,1
2227,15298,366,715,1
6975,9008,25,15,1
8961,15249,184,360,1
6392,15036,172,336,1
11348,15156,251,492,1
10469,14964,375,734,1
15187,2544,351,686,1
8308,12649,7,6,114
12169,14971,374,730,1
6382,6383,19,17,104
1776,15003,77,150,1
12002,13850,161,98,54
7245,15215,221,431,1
561,5926,20,17,1
15147,5040,409,799,1
8448,15110,58,113,1
4887,6157,119,103,1
3904,15039,733,1433,1
11662,15122,118,231,1
5734,15099,406,794,1
8128,15253,389,761,1
14519,15087,613,1198,1
11088,15242,316,617,1
1053,11072,23,20,1
10210,15257,337,659,1
9269,9272,22,19,1
1938,15076,281,548,1
9107,9113,14,12,254
11083,14976,147,287,1
10038,15047,607,1186,1
13841,14492,11,6,1
9963,12437,34,29,1
6489,15266,349,683,1
1185,1186,60,52,1
12160,15158,130,255,1
13857,15128,345,675,1
10095,15047,305,596,1
11173,15056,303,593,1
11759,15230,288,564,1
4416,15187,124,243,1
15196,5705,408,798,1
10715,15014,713,1394,1
12849,15154,270,527,1
7908,14926,5,4,160
13326,13424,35,32,323
13736,15039,316,618,1
12403,15266,107,209,1
14619,15088,152,298,1
14728,15088,340,664,1
9541,15254,352,688,1
6416,15218,270,529,1
4580,15272,284,555,1
3448,15023,362,709,1
12871,15121,158,309,1
11541,15267,239,466,1
11311,11398,161,140,1
11853,15233,319,624,1
6012,14955,818,1599,1
6630,15071,382,746,1
7341,14992,122,238,1
4231,6302,8,7,1
9559,11890,41,36,1
3762,3763,66,73,982
6926,14991,664,1297,1
5125,15295,175,342,1
13178,15135,382,747,1
11954,13130,29,28,443
8703,15239,159,312,1
7754,14951,359,703,1
12382,15072,44,85,1
5112,15204,149,291,1
14010,15156,328,641,1
2007,4640,18,15,1
2846,15188,237,463,1
13656,15141,240,469,1
10248,15118,115,224,1
6986,6987,3,2,114
9359,15141,167,326,1
10535,11034,21,18,17
13972,14651,49,36,850
6850,15030,32,62,1
851,15256,328,640,1
13021,15150,145,284,1
4845,15150,126,246,1
12370,15211,122,239,1
10485,11396,29,26,46
8349,15234,260,508,1
7737,15234,179,350,1
2279,15105,168,328,1
11077,15022,115,225,1
12348,13288,65,61,356
402,14971,329,643,1
10532,15038,119,233,1
14307,14802,82,71,1
5840,1215,45,39,50
2538,15213,198,387,1
