u,v,w1,w2,w3
267,269,111,98,67
15007,1168,570,1114,1
10949,13334,9,8,192
15121,9212,195,381,1
14055,5100,315,275,39
4934,13333,11,10,110
15171,5626,245,479,1
14474,14453,70,65,318
15237,2495,293,573,1
2608,3285,29,27,224
1514,1516,4,3,23
15043,13580,393,767,1
1669,14358,127,111,8
13530,13531,54,48,171
6038,15189,341,666,1
6717,6718,9,8,112
10757,10758,32,29,140
15093,252,610,1192,1
4584,9276,95,83,1
15274,4045,344,673,1
8924,8922,18,16,19
7374,7372,108,93,1
9658,9667,135,118,24
1603,1601,60,41,523
430,429,6,5,1
15078,7763,289,564,1
3473,1464,52,45,6
15110,2566,430,841,1
14970,489,621,1214,1
4447,5950,47,41,1
71,2235,68,74,930
12455,4981,23,20,1
14497,14493,12,5,60
14215,13566,469,219,334
9578,9580,39,34,30
3057,3059,15,14,471
1154,1156,16,14,22
3805,3804,61,55,201
15281,9470,76,148,1
3744,1411,20,26,1712
14503,14496,4,2,60
4361,4364,101,88,19
3477,3476,39,34,1
14969,11999,559,1093,1
15030,2133,193,377,1
15081,1989,335,654,1
4055,4064,50,44,54
10928,10929,36,32,1
430,14344,81,70,1
10691,10688,25,22,89
15238,3359,259,507,1
1183,1187,179,156,1
7451,9135,81,71,83
6887,7311,29,26,172
15063,10656,341,666,1
15070,11312,329,644,1
2194,2195,77,70,260
6381,6383,4,3,1
15270,7798,414,810,1
4685,4688,118,103,45
14233,13801,8,4,394
6986,6987,3,2,114
1000,979,22,20,292
15176,12475,308,602,1
13799,15154,365,713,1
15295,12634,191,373,1
10880,11720,58,54,294
14962,6131,104,202,1
5385,5388,135,117,1
8031,8032,21,18,70
1786,4801,6,6,66
14939,14938,33,29,1
4459,4458,23,20,147
14988,12100,225,439,1
6608,6612,9,6,246
15161,6972,229,448,1
15277,11325,307,601,1
4448,4449,77,67,7
2815,8297,39,34,7
1844,1845,141,123,4
9356,9181,40,35,51
14659,8288,29,26,6
15268,3111,436,852,1
758,761,54,35,402
2373,12911,72,70,484
3078,3080,87,82,385
6826,6824,126,115,228
8023,8024,45,39,1
4124,2345,57,42,779
12594,12352,154,135,39
3427,3425,159,138,28
11740,11742,48,43,98
6793,6795,48,42,49
15157,11672,271,529,1
8058,14288,52,34,320
15005,932,264,517,1
1084,1654,4,4,262
2950,4145,8,4,2
13794,9853,232,114,521
14384,14382,66,72,941
