u,v,w1,w2,w3
15261,9547,169,330,1
7409,7411,16,14,51
725,14954,412,806,1
13196,13197,17,14,51
6628,6629,3,3,157
15260,10649,322,630,1
2612,2614,40,24,99
2347,2349,67,58,1
93,98,16,14,92
15254,9519,85,166,1
1303,1304,177,154,22
15017,7529,160,313,1
15230,11758,257,502,1
6845,6847,45,27,26
4847,13795,433,215,579
507,13290,37,32,4
9818,9809,299,180,1
15041,9419,269,527,1
5118,5119,7,6,1
15162,14934,610,1192,1
5597,5596,41,30,829
3241,3243,30,26,1
11096,11095,49,43,33
15282,9200,258,504,1
3473,11102,126,110,6
15063,3820,275,537,1
15032,3682,452,884,1
7275,5683,242,210,6
4328,1241,69,60,30
14438,14431,34,30,1
14860,7925,98,85,3
15089,7601,342,668,1
8306,8309,95,84,112
14993,10292,341,667,1
15023,5690,754,1474,1
14954,6758,358,701,1
8963,8961,34,30,159
8387,46,19,17,39
6357,6366,4,2,1
8822,5483,47,41,1
15230,2396,121,237,1
15027,1806,230,449,1
15022,1041,172,336,1
2261,2268,18,11,1
3637,3641,140,123,96
15077,9556,219,427,1
15089,3063,304,595,1
15018,6851,545,1065,1
10594,10593,35,31,110
2309,2877,98,86,28
2033,15194,268,523,1
13528,13527,168,93,1003
6618,6620,73,64,19
15240,8170,351,686,1
4907,11831,40,35,78
13694,14112,191,94,522
15119,4951,38,75,1
11948,8804,69,60,1
8847,8846,33,29,48
2316,2317,68,128,3272
12759,12521,62,54,1
15221,7455,147,287,1
14954,10877,45,87,1
11994,11985,31,27,43
11079,11080,63,56,131
15183,7955,178,347,1
3789,13239,25,24,436
11803,11804,40,34,27
15164,4489,141,276,1
10018,473,14,13,441
15293,9952,305,596,1
12691,6460,177,154,1
11639,11638,21,18,5
15283,5548,140,273,1
13009,9597,34,31,172
12448,12978,63,55,35
6186,6187,11,7,29
15311,2149,594,1161,1
842,843,73,47,337
15048,6893,281,550,1
15252,10593,299,584,1
6466,6468,80,52,316
3400,3402,35,23,398
15024,13642,151,295,1
12128,9158,98,86,47
1778,1780,165,147,120
238,540,113,98,1
5829,5830,7,4,1
13654,13554,142,65,276
36,15065,412,805,1
15023,6957,893,1745,1
4016,4014,77,67,2
14958,12244,221,431,1
4748,8015,57,51,112
4177,4180,8,7,1
15232,328,312,609,1
15266,11590,199,390,1
8119,10709,34,30,51
3811,3810,95,87,229
8388,8389,30,27,52
