u,v,w1,w2,w3
7637,15179,228,446,1
9648,15242,82,161,1
11999,14969,559,1093,1
3740,14982,276,539,1
10789,15167,151,295,1
751,15038,586,1145,1
1206,15290,330,645,1
956,15294,177,346,1
4669,15194,121,237,1
203,15027,94,184,1
7375,14990,1078,2108,1
1832,15081,475,929,1
5780,12995,45,28,107
4684,5106,59,52,50
4464,4467,9,8,1
2621,15032,351,687,1
7419,15046,463,905,1
4895,15024,441,861,1
982,15289,411,804,1
3538,15165,446,872,1
12616,15163,180,353,1
1053,15022,64,125,1
8855,9603,43,27,143
4892,15064,47,93,1
9723,15238,132,258,1
7579,15088,642,1255,1
8071,10906,80,71,99
10732,15283,379,741,1
10934,13807,142,62,1
14189,15061,58,113,1
12716,15257,399,781,1
8492,15159,175,342,1
14805,15021,144,282,1
5789,15045,303,593,1
9247,14955,535,1046,1
12683,15231,297,580,1
8652,15304,338,660,1
108,15028,221,433,1
11564,15267,206,403,1
347,15165,311,608,1
9475,15281,54,105,1
6470,15047,80,156,1
3253,15293,473,924,1
11818,15173,213,417,1
5538,15272,320,626,1
12325,15151,25,49,4
4753,14995,192,375,1
12340,15282,235,459,1
6605,15002,234,456,1
9307,15083,164,321,1
5770,6858,24,15,289
1976,1978,8,7,175
4296,5116,61,58,412
941,15045,203,397,1
753,15038,546,1066,1
12572,15239,85,167,1
14500,14952,257,503,1
7158,7671,85,74,1
4844,4846,7,4,529
13007,13178,41,36,24
12423,15075,187,366,1
3077,15261,128,250,1
7260,15089,226,442,1
11477,15295,230,449,1
4077,15099,298,582,1
5710,5711,4,4,1
3310,15158,175,342,1
14890,15297,265,518,1
13050,15088,332,650,1
12843,12844,57,50,75
4277,15052,144,282,1
5669,15178,363,710,1
1280,14987,243,474,1
1730,15134,334,652,1
109,15028,267,522,1
7039,15086,494,965,1
12424,15075,257,503,1
2223,15193,305,595,1
7931,15152,217,424,1
11186,15027,364,712,1
13989,15144,117,228,1
4326,15263,81,159,1
10694,15277,339,662,1
1775,15027,293,574,1
13754,14993,262,511,1
167,15165,87,171,2
2133,15030,193,377,1
8555,15121,173,338,1
10305,15244,42,82,1
318,15043,274,536,1
8320,15233,16,31,1
1562,1563,37,33,204
9133,15215,279,546,1
4454,15036,229,448,1
3462,3463,52,31,1
8527,15123,26,51,2
6739,14991,711,1389,1
4815,15297,304,594,1
5746,15002,274,535,1
8855,14968,391,765,1
