u,v,w1,w2,w3
14991,7164,709,1385,1
11253,14961,368,720,1
15270,7720,150,293,1
11481,11482,32,28,21
15039,7023,844,1650,1
15027,598,507,992,1
15062,2648,295,576,1
14955,3966,524,1024,1
15010,443,266,521,1
15148,6112,265,518,1
6620,7094,35,31,19
14954,4764,395,771,1
8475,8474,39,34,61
15136,2501,315,615,1
4522,4523,3,3,100
3698,3700,149,138,293
15007,5378,153,299,1
15069,8599,267,523,2
572,574,320,160,599
5449,5454,4,4,1
8844,12760,16,14,1
8764,15249,111,217,1
15096,13013,187,365,1
12467,12468,37,32,29
15134,1716,144,282,1
2380,5260,6,6,343
15116,7115,369,721,1
2901,2902,100,88,64
15284,3171,301,588,1
8885,9767,39,34,9
15008,1285,521,1018,1
5331,5333,76,70,276
14984,12023,276,539,1
5378,5377,67,42,206
916,15001,339,663,1
15255,3025,289,565,1
15009,1498,1125,2199,1
11803,11804,40,34,27
13128,13133,139,61,100
15149,14063,216,422,1
12969,3739,69,44,300
970,972,55,48,39
15236,10400,276,540,1
10709,10708,36,31,51
2380,13655,20,18,164
15227,9365,198,386,1
6580,13648,21,9,19
15242,3384,310,606,1
14762,14765,16,14,1
15228,5213,294,575,1
2197,2210,24,22,258
15242,8162,159,311,1
15074,12412,93,182,1
13550,13552,411,198,452
15151,12320,112,220,1
10530,10531,32,27,1
15064,10126,237,463,1
8565,8563,122,106,3
15241,10550,92,180,1
12930,6995,32,28,4
15255,3031,415,811,1
2778,15090,366,716,1
2550,2552,81,71,1
1687,7090,40,35,1
15218,11530,231,452,1
7251,9757,70,61,53
325,327,45,40,93
1314,2318,163,230,1964
3649,3650,5,4,1
13566,13565,185,90,519
13707,14989,329,642,1
441,439,80,69,1
985,14961,303,592,1
8581,8582,38,33,1
986,987,7,6,1
351,9488,39,34,1
15160,2556,282,551,1
2164,6023,43,27,163
888,887,41,25,123
15055,7303,315,615,1
8808,8810,102,88,1
15116,8619,236,460,1
15142,9134,268,524,1
9388,4171,29,26,9
15096,13271,298,582,1
6398,3683,245,225,269
4038,6947,4,3,138
15273,3588,335,654,1
2145,2148,26,16,1
11034,10535,21,18,17
9741,9743,41,35,34
7081,7280,421,216,707
3632,14936,84,73,1
7290,7291,25,22,16
10094,10093,39,34,41
15047,6372,72,141,1
6838,6841,52,47,228
2365,4823,12,5,28
5712,14013,40,25,168
226,474,26,11,19
