u,v,w1,w2,w3
13923,13922,82,50,58
13670,13260,177,80,194
15232,8183,19,37,3
4284,206,6,3,1
14979,7879,269,526,1
12144,12147,31,29,240
2032,8822,114,99,1
1065,1066,328,199,74
8800,8801,34,31,281
5670,14082,61,64,748
1026,1027,12,7,1
15297,9493,143,279,1
8608,13453,6,5,40
13892,14629,26,16,1
15006,1634,449,879,1
7624,7625,4,3,1
14139,14140,57,49,1
15182,5480,354,692,1
15276,9235,160,313,1
989,993,84,57,554
6962,6963,188,82,1
9447,9448,52,34,451
11137,11136,38,33,1
15250,5357,150,293,1
12199,9360,40,35,50
3490,8648,31,19,134
973,15291,292,571,1
8798,4362,33,29,17
13712,574,143,74,734
5714,2244,6,4,57
14991,7396,132,259,1
681,691,38,33,27
2513,15102,346,676,1
14984,1308,405,792,1
14976,5989,335,654,1
164,166,114,52,286
703,699,4,2,276
626,15081,190,371,1
2547,3301,43,39,134
8287,8286,82,72,105
8120,7998,57,38,412
15025,7198,272,532,1
4737,9227,41,37,220
10700,12839,53,46,25
15092,6908,436,852,1
14957,4656,411,803,1
15261,13134,336,657,1
4965,4963,27,24,1
4469,4470,10,8,1
2613,2612,8,7,23
15187,4411,31,60,1
14978,13763,166,324,1
4214,4211,8,7,1
15118,13792,186,363,3
11583,11589,79,69,30
2462,2464,88,57,340
15039,4224,282,552,1
1935,1940,135,124,271
15148,5099,484,945,1
392,10440,496,274,976
6463,15285,457,893,1
14268,14269,80,70,45
15081,1834,497,972,1
15260,10134,239,467,1
15033,3812,357,697,1
5619,5621,53,46,1
15125,14603,106,207,1
9108,9632,41,31,852
15111,8712,248,485,1
13538,9242,102,44,1
3579,3800,26,23,33
15195,10933,33,64,1
15200,4651,236,461,1
15084,7855,211,412,1
10778,10780,38,36,420
15118,7992,306,598,1
6659,6707,38,38,621
2366,2367,20,17,28
917,12929,77,51,406
15194,14203,137,267,1
15273,3199,427,834,1
15088,14615,248,485,1
15215,3934,239,467,1
15176,9591,198,387,1
12017,12880,34,29,66
15305,6031,429,840,1
2073,2075,29,18,171
15255,10749,88,172,1
15169,14665,177,345,1
5622,5624,66,57,1
15029,8727,363,709,1
4833,5236,40,35,1
15170,13083,91,178,1
15032,7296,421,822,1
14977,12356,119,233,1
9582,9584,26,23,31
5016,10760,45,39,67
8131,6868,160,101,244
15238,3372,269,527,1
15212,8019,111,216,1
