u,v,w1,w2,w3
921,15286,403,787,1
14877,14875,26,22,1
9938,7448,63,55,90
15232,8187,94,184,1
6431,6121,85,58,512
2686,2690,174,152,48
14612,14613,37,23,14
9593,9591,54,48,50
15203,14267,291,568,1
15018,2230,408,798,1
8832,9642,20,18,20
15032,2621,351,687,1
5396,5399,18,16,1
5731,5730,25,16,201
1401,1404,51,32,203
12640,2926,59,37,220
15078,11584,371,725,1
12987,13373,81,70,1
2623,2624,83,76,225
2326,2331,49,21,2
9393,12394,44,27,81
15070,13385,54,105,1
7043,7042,648,285,75
3871,6892,10,8,1
420,423,135,117,6
2306,2305,8,7,189
15275,12286,73,143,1
15283,3202,424,829,1
15096,6556,295,577,1
905,5820,162,99,94
2579,11809,45,40,41
480,15167,282,551,1
14378,14375,81,89,967
8738,7349,99,86,4
15163,4811,69,135,1
5066,5064,90,83,288
8596,8597,75,65,1
12682,8394,58,37,338
15030,2043,391,763,1
15157,11837,344,673,1
15222,12249,174,340,1
14179,14180,23,21,197
15232,263,163,319,1
2881,14261,32,28,54
10989,7227,28,25,83
14965,10166,347,678,1
14966,10466,410,802,1
15225,9884,339,664,1
1182,1171,29,26,131
12345,11399,55,48,1
64,65,18,16,53
7033,7350,52,45,24
12862,13315,53,46,4
4929,4930,7,6,1
10611,9193,82,73,126
4725,3592,31,28,181
15249,3865,268,525,1
3705,3703,40,35,1
15152,7900,271,530,1
1412,1414,8,4,397
8665,8666,79,69,79
1146,1150,143,169,1228
9590,9589,35,23,373
12002,13849,67,41,40
14992,7812,268,523,1
10668,4410,165,144,48
2108,3053,15,13,1
14969,14420,851,1664,1
539,15234,74,146,2
3926,3928,108,94,12
15063,3818,267,523,1
1135,4266,37,32,14
820,821,26,16,158
15214,14736,288,562,1
2841,7637,58,50,1
15239,14743,252,492,1
15026,4376,186,363,1
8145,8147,83,75,165
7173,7174,3,2,113
6163,5967,6,5,27
5450,5451,4,3,1
13513,14222,5,2,43
14950,9441,328,641,1
5499,1101,16,13,1
15254,3211,373,729,1
11302,11304,40,36,187
7317,9554,21,18,10
11750,10204,57,38,395
11398,10310,40,34,2
9302,9304,40,35,1
3541,3542,160,140,53
8590,6578,7,5,373
7575,117,81,70,1
12121,8010,69,60,23
15278,12109,256,500,1
13588,13589,25,12,494
2122,2123,81,70,1
6307,6308,4,3,1
15213,13227,18,34,1
14954,3035,380,743,1
