u,v,w1,w2,w3
4944,15038,639,1249,1
8611,8618,61,53,1
13481,13480,196,85,10
5947,6823,23,15,204
15036,6392,172,336,1
7423,7422,3,3,1
13896,13897,43,27,199
3104,3105,47,41,1
13183,15214,204,399,1
8312,15240,28,54,1
69,6851,3,3,540
12059,15272,275,538,1
6266,15177,300,587,1
6637,10095,116,100,1
14664,14669,44,27,169
7086,15137,137,267,1
10113,15267,319,624,1
15283,5547,127,248,1
2055,2054,1,1,389
12213,12216,105,94,123
7107,7109,99,90,222
15092,14068,456,892,1
6886,6884,48,42,44
10406,15236,165,323,1
8058,14288,52,34,320
3711,14947,348,681,1
8139,8140,31,27,87
1092,15011,616,1204,1
11201,11202,150,130,24
11371,11370,32,28,10
8957,15145,175,343,1
4121,15122,298,583,1
8894,13082,51,45,78
879,2711,7,6,158
7403,14991,126,247,1
2552,15210,224,437,1
8776,15255,223,436,1
11493,1421,79,69,24
15275,12286,73,143,1
13110,15172,253,495,1
210,2472,13,6,3
11302,15181,159,311,1
9792,10215,340,296,1
1899,1987,7,6,7
299,1434,94,83,92
8642,15208,294,575,1
8415,8418,78,68,18
8546,15120,172,336,1
285,286,40,35,78
15260,2682,395,772,1
10620,15175,295,577,1
3283,3385,5,5,268
8258,15146,159,311,1
3566,14951,468,914,1
4825,14220,26,14,788
11145,11421,81,90,997
5031,5032,6,6,99
13113,14830,15,14,140
958,15294,179,349,1
15053,2673,310,606,1
4991,6428,116,101,1
14256,15147,264,516,1
13554,13589,180,92,687
15252,9661,206,403,1
340,342,39,34,1
1700,15136,164,321,1
7299,15253,134,262,1
2346,9466,29,26,10
11253,11519,179,157,66
947,15045,247,482,1
10022,15106,178,349,1
1025,14997,239,467,1
516,517,29,27,253
13798,13023,37,35,343
2473,15165,241,472,1
10857,13698,296,174,1216
3691,3692,45,39,1
12671,15060,300,586,1
6818,15287,204,398,1
15175,9755,129,251,1
10632,15077,333,650,1
6923,14987,415,811,1
8097,15213,229,447,1
257,15093,544,1064,1
1736,15203,123,241,1
12289,9210,43,37,30
11316,12960,30,26,4
4492,13532,32,28,94
15226,9879,331,648,1
14364,14363,69,63,239
1865,15078,335,654,1
6880,6881,76,66,1
10007,10009,133,148,995
14356,14970,163,318,1
15092,14139,315,616,1
3075,15261,279,546,1
8204,13751,162,142,69
6323,14968,378,739,1
13783,15008,185,362,6
15046,1100,776,1517,1
