u,v,w1,w2,w3
11866,11870,32,28,70
1308,1309,239,212,125
15218,10881,59,115,6
14660,12254,31,28,198
1689,7542,40,35,58
15253,11270,499,975,1
15004,1607,203,396,1
11823,14186,42,37,1
674,1429,6,5,225
15023,5681,436,853,1
15088,13932,103,202,1
14137,11296,55,47,1
15145,13956,76,148,5
4220,4223,24,10,1
12190,8788,88,77,38
8533,8534,116,102,75
1412,1414,8,4,397
2742,6056,13,11,1
1923,1921,95,94,553
5392,5394,4,3,1
15248,13383,158,309,1
5458,5461,59,51,1
3766,3761,67,59,91
1940,1936,69,63,271
4698,4699,81,85,787
14857,14856,34,30,37
4125,13661,60,26,87
15204,14194,238,466,1
6036,6037,36,35,466
726,14954,410,801,1
14954,4975,382,747,1
2173,1701,45,30,432
9938,9937,82,72,86
15042,12560,168,327,1
5254,5255,4,3,1
10847,10845,44,38,1
341,10919,54,47,1
11980,11985,31,27,43
171,15151,342,668,1
15119,4294,222,433,1
14989,1413,428,836,1
283,279,33,29,1
7716,1219,81,71,50
3645,13470,158,138,1
3038,3040,15,10,421
1936,1938,7,6,1
2877,15297,358,699,1
5961,14516,58,37,276
9300,14532,20,18,1
6696,6698,18,16,112
15249,9110,93,182,1
9275,14988,247,482,1
3252,4463,5,4,1
6357,6366,4,2,1
4844,13795,247,121,518
13725,13727,34,16,489
8934,8933,17,15,1
571,13769,256,112,32
7791,7790,115,101,88
15009,1497,1180,2307,1
11279,11280,79,69,1
3043,6916,146,154,813
14144,6484,17,15,1
1740,3836,106,103,478
15194,4427,201,394,1
10667,11030,48,48,589
4173,3203,7,7,315
10944,3027,71,67,386
10268,10269,35,33,293
15256,848,311,607,1
7620,15175,234,457,1
14754,14780,26,23,1
7013,7015,62,40,322
7362,9840,82,71,1
6471,6472,190,83,24
2683,10650,33,30,136
1517,1516,42,37,96
1623,1624,89,88,548
878,880,36,22,123
15245,2486,335,654,1
15038,5941,501,978,1
15108,10423,164,321,1
15069,8093,130,255,1
4128,4870,3,1,187
330,14978,224,438,1
11070,11069,3,3,1
2125,15114,281,549,1
6390,4455,6,5,1
15006,14935,764,1494,1
8590,8591,19,12,335
15026,9684,342,668,1
15094,3424,272,532,1
13717,13544,88,38,1
15285,1519,227,445,1
15172,6795,109,212,1
15012,11248,271,529,1
15095,2350,285,558,1
695,694,161,81,616
15047,684,326,637,1
2730,2735,80,73,231
4345,13891,79,49,185
3659,14523,10,9,1
1819,7234,191,83,3
977,983,26,18,542
14996,13566,228,446,1
7756,4968,102,90,58
14420,14417,568,253,129
15284,14717,326,637,1
15136,13185,220,430,1
10353,13253,59,54,258
3650,14527,31,27,1
7238,7455,40,35,76
15161,14225,351,686,1
15287,5821,371,725,1
15291,1212,347,679,1
5641,5643,7,6,1
12512,12514,33,29,1
5009,5011,31,29,384
15060,13267,112,220,1
15023,7215,948,1853,1
3833,2671,42,38,215
13840,13841,18,11,70
11162,11163,55,48,12
10273,10832,30,28,253
14536,5204,48,43,97
8717,9386,40,35,1
7306,13974,57,40,639
2978,13568,499,218,43
508,509,14,12,188
14717,14718,18,16,46
7939,804,88,76,19
14963,6190,521,1019,1
13437,5876,56,67,1293
15084,9021,260,509,1
11139,11140,63,54,1
1527,1511,59,51,1
4588,4585,7,6,25
7730,7731,24,21,41
1154,1155,77,69,178
15132,5894,289,565,1
5277,780,75,68,209
11220,11221,70,61,11
15074,8361,245,478,1
1043,1047,32,28,35
4611,1313,61,36,1
4694,13542,203,96,402
285,8764,40,35,78
8172,9667,69,63,245
15085,11930,269,527,1
14962,9061,59,115,1
15124,8566,215,420,1
15249,4337,306,598,1
7653,7654,40,35,133
3424,3428,98,60,97
15038,7613,538,1052,1
15109,3137,216,422,1
12535,12534,7,6,1
7441,10507,42,37,141
4389,4386,13,12,17
2184,8357,78,73,307
3176,3170,21,19,82
532,12788,25,21,14
2380,5260,6,6,343
461,462,6,5,1
14948,7713,395,772,1
8253,8254,127,111,2
3411,3412,7,5,1
15150,3552,354,691,1
15231,3937,207,405,1
15144,9107,191,373,1
6960,7353,7,3,111
6307,6308,4,3,1
1737,15203,132,259,1
7359,5910,44,39,79
20,21,150,130,1
10284,10283,35,31,1
353,355,115,100,1
2826,2832,6,5,131
14985,11985,211,413,1
5999,6001,5,3,1
1017,5814,57,37,309
14890,14889,45,41,243
12121,8010,69,60,23
315,2184,81,76,361
4752,4754,8,3,179
4300,10315,59,51,23
4127,4867,8,5,1
10296,10295,60,53,86
15026,4376,186,363,1
4370,7026,163,193,1241
1685,1687,159,138,1
15148,6263,307,601,2
4245,8819,15,14,95
1293,1295,8,7,122
1623,1627,65,39,1
2986,3035,28,27,485
13262,13263,134,59,30
4535,4536,5,5,110
15070,11495,294,575,1
13889,13888,80,51,278
14965,3984,171,335,1
3964,3959,29,26,176
14984,1151,843,1648,1
14287,14286,9,5,101
2247,5702,107,93,5
8113,5965,7,6,28
14982,4942,337,659,1
15015,6876,275,538,1
15235,4630,220,430,1
7432,7431,12,11,60
5080,5082,39,35,149
11181,15311,635,1242,1
11235,11236,161,141,40
1623,11475,10,10,637
14957,6467,456,891,1
2238,71,7,6,1
15062,2648,295,576,1
1524,15002,241,470,1
15063,240,399,780,1
3271,3273,64,58,225
2299,15155,88,172,1
13571,6066,29,13,246
3393,3392,204,123,7
3828,3829,41,41,540
746,14995,832,1627,1
585,584,101,61,80
3032,3033,16,14,177
15166,4983,288,562,1
8326,8325,18,16,105
15149,2294,226,442,1
15194,9617,40,79,1
5446,5447,48,42,1
15124,698,282,552,1
3900,3901,30,27,55
2459,2460,7,5,512
14968,8609,520,1016,1
15071,12530,168,328,1
6926,6929,9,8,1
6299,8209,30,26,87
7046,7055,30,13,1
246,13668,201,90,181
3252,4464,139,121,1
2109,2111,43,38,1
8515,8514,36,33,298
5357,5358,77,67,38
12228,9701,35,30,49
15099,5244,43,84,1
6059,14211,25,11,187
2196,2202,44,48,904
722,8777,57,50,1
15113,14777,220,430,14
3531,3532,48,30,191
2179,2178,24,21,69
11168,11169,44,38,1
2242,15211,286,558,1
8747,3256,52,47,250
3039,2107,98,68,606
15279,12594,224,437,1
15011,384,350,684,1
5071,5070,22,19,6
15283,8791,34,66,1
4944,6340,4,3,1
11387,11388,9,5,29
13976,13977,77,54,661
388,4885,5,5,100
4546,4543,43,38,142
10157,13182,55,24,94
15127,10146,309,605,1
15011,5246,484,946,1
15210,8288,104,203,1
15038,5455,316,619,1
14952,580,518,1013,1
4680,4677,7,6,4
4641,4643,62,54,43
15283,11899,164,321,1
2508,15179,323,632,1
15086,9826,433,847,1
3720,3722,104,91,55
8278,8279,45,39,48
8724,2318,90,78,1
9595,9597,33,29,1
4809,4808,2,2,66
15162,14934,610,1192,1
8384,12246,73,63,1
7841,7843,31,28,139
1211,1218,52,47,175
8306,8307,23,20,199
15220,12328,71,139,1
15048,9814,790,1544,1
4179,4177,64,55,1
15282,14822,319,623,1
7406,5192,3,3,1
