u,v,w1,w2,w3
3871,6892,10,8,1
13700,15237,143,280,1
3663,3664,3,2,1
15171,12202,151,295,1
8635,8634,69,42,97
15190,3923,184,360,1
6410,6403,10,9,80
6656,5877,99,117,1244
10775,10776,18,16,19
15045,2341,245,478,1
15241,6213,192,376,1
1560,13763,201,90,156
15131,11503,162,316,1
15052,13625,127,249,1
8536,8537,18,16,31
9536,9535,35,33,361
2684,2686,81,71,11
15037,3695,400,781,1
15176,9591,198,387,1
7903,7904,88,77,1
2601,3540,57,53,323
14968,6310,355,694,1
15216,4690,323,632,1
15265,10999,192,375,1
7152,2113,80,70,1
6259,6249,402,175,7
15233,4615,215,419,1
15101,8984,346,677,1
15272,9032,392,767,1
14984,12043,151,295,1
14973,8153,221,432,1
2055,2054,1,1,389
15267,873,402,786,1
3928,5704,52,45,12
6137,6135,52,32,137
5170,5168,2,1,225
15228,11845,207,406,1
8691,13102,67,58,3
15165,3537,421,823,1
14317,12301,114,99,1
15038,9394,825,1612,1
10123,10124,35,30,1
7216,6925,13,11,1
6004,6005,355,225,1520
6286,6288,26,23,74
7893,7892,27,12,77
4459,4458,23,20,147
5362,5364,97,71,825
12178,10520,39,35,269
6652,3300,186,117,217
15196,10625,245,479,1
13483,13645,166,149,187
7499,7500,75,65,1
15007,1162,92,180,7
8100,8127,79,70,67
13640,13639,53,48,153
9702,9703,27,23,33
3152,3165,7,6,60
10794,10886,25,23,112
15171,5261,252,492,1
13895,14621,35,21,2
252,254,129,112,1
15133,10991,246,481,1
15156,6649,331,647,1
14981,2768,312,609,1
1760,1761,82,36,7
8125,8126,61,40,377
4436,4437,81,71,90
15253,8125,341,667,1
14952,14031,156,306,1
7244,4704,7,6,2
14991,7397,245,480,1
3473,11102,126,110,6
5526,5527,41,36,92
11182,9008,70,43,167
10641,10365,97,84,11
9684,9686,168,106,243
5910,5911,199,86,18
15226,2475,356,697,1
15110,2568,303,593,1
12507,9376,34,29,12
9776,9385,109,67,88
319,2138,6,3,572
14947,14451,192,375,1
12469,12470,180,157,50
2757,2758,9,7,36
7879,10308,73,64,1
4195,4199,32,28,1
15274,12596,179,351,1
7106,10931,34,31,240
4469,4470,10,8,1
15187,9874,334,653,1
