u,v,w1,w2,w3
4522,4524,57,50,1
10237,10238,5,5,105
6535,11957,79,69,1
8962,8961,34,31,253
15211,5342,290,567,1
15118,7588,139,271,1
4490,10653,3,2,166
15183,3326,263,514,1
15119,4952,52,101,1
55,8013,12,11,24
15276,11218,251,492,1
7733,15236,193,377,1
6945,6946,3,3,1
14849,14850,32,28,156
2685,2688,79,71,164
14989,4585,375,733,1
14981,11230,213,416,1
5571,5573,2,1,237
3729,3730,35,31,1
14991,7406,433,846,1
75,77,67,64,417
15083,5338,232,454,1
15010,486,388,758,1
743,5942,329,204,158
10594,10593,35,31,110
15264,4492,392,766,1
4528,4529,109,95,36
794,795,88,53,68
7089,7088,116,51,51
14956,1668,339,662,1
11676,11683,67,59,93
9162,9163,33,28,30
1840,1850,132,122,280
7950,7951,17,13,851
8699,8700,40,34,1
15204,5053,375,733,1
15259,10368,49,96,1
632,631,149,92,132
14047,14772,97,106,956
12474,9671,20,18,26
2871,2872,96,84,24
6393,4457,6,5,1
15047,679,464,908,1
14963,2252,368,719,1
15136,1729,336,657,1
15170,7572,50,98,1
14114,14103,116,60,759
15144,1770,335,655,1
15143,8528,168,328,1
13284,13365,56,63,1101
6184,6185,1,1,1
6462,6612,153,133,1
8870,8871,14,13,14
2879,2881,60,52,29
6756,6758,30,26,13
1611,1614,140,89,256
1356,1350,23,20,1
11412,11407,48,43,80
2385,15069,303,592,1
15076,11667,286,559,1
1363,15275,391,764,1
15094,3429,368,720,1
3602,3603,33,29,46
10947,7721,33,29,1
1568,406,52,45,1
14110,13693,198,93,341
15091,14798,473,926,1
10013,10014,41,39,466
15176,10817,193,377,1
8629,8630,42,29,594
15258,10130,30,59,2
3440,3439,105,70,468
15266,13220,139,271,1
7350,7348,55,48,24
2217,2219,7,8,660
1037,1035,81,56,582
3369,3364,7,6,1
3974,4319,27,24,7
8234,8236,35,31,2
15254,11975,385,753,1
1850,9571,121,111,278
15276,12602,104,203,1
4138,4137,4,2,1
14948,14758,436,852,1
15230,11758,257,502,1
6782,6780,15,13,64
5637,5627,8,7,32
8083,8081,123,107,16
4758,4757,3,3,2
2807,15239,275,537,1
15135,6139,246,481,1
8694,8101,41,36,5
5678,5675,7,6,115
4886,4889,8,7,1
14990,6357,815,1594,1
5955,5957,56,53,355
15240,3038,327,639,1
1264,5732,7,6,1
15081,5706,206,403,1
714,716,3,2,290
13592,5633,32,28,2
15197,14692,150,293,1
9213,9215,95,65,582
11655,10829,36,32,103
6188,11092,159,96,29
15046,5499,755,1477,1
15123,2819,166,324,1
14086,14087,78,68,1
11319,11320,69,60,13
15245,3556,135,264,1
13711,12347,126,55,28
11982,4529,100,87,1
15035,79,326,637,1
15088,14615,248,485,1
14947,14466,408,797,1
2566,2564,161,140,1
