u,v,w1,w2,w3
2230,2231,7,6,1
14901,14902,32,28,5
15285,1223,216,422,1
8565,8562,80,70,7
15172,9579,99,194,1
3935,12204,63,54,2
6866,5848,65,40,112
3334,3336,7,7,68
15288,5813,382,747,1
1208,15292,206,402,1
6093,15220,156,305,1
189,191,6,3,255
14957,14133,209,408,1
15218,6807,287,560,1
15017,7530,151,295,1
15110,12053,252,493,1
15271,9225,183,358,1
2444,2829,39,34,65
6875,6874,59,51,1
14959,10847,239,468,1
15151,10605,274,535,1
15120,2344,234,457,1
15059,163,204,398,1
35,37,32,27,12
1889,9555,130,113,25
15147,7080,165,323,1
15083,9312,225,439,1
15053,855,132,259,1
1853,11585,33,28,1
12395,12394,45,29,253
2612,2135,5,3,108
2233,15311,489,956,1
4046,4048,75,66,90
6576,9093,60,53,94
587,2162,66,41,163
658,15015,358,699,1
15018,3858,314,614,1
755,759,99,65,402
15110,507,181,354,1
3689,3688,44,39,2
15223,11215,157,307,1
4298,12950,29,25,46
1112,1111,55,48,1
10671,10662,19,18,292
2338,2340,12,7,139
5968,5967,3,2,285
15006,14936,722,1411,1
15058,1193,261,510,1
14990,7371,758,1482,1
2152,2153,32,21,341
15046,5671,1081,2113,1
14991,13815,407,796,1
14946,7126,1029,2012,1
2387,15069,277,542,1
11046,9051,50,44,80
15119,11275,234,458,1
3411,5940,5,3,1
15133,13842,356,695,1
4278,4293,21,18,10
15255,3906,256,500,1
15253,835,397,776,1
9738,9739,41,39,379
15085,9827,263,515,1
15052,4278,283,554,1
431,433,6,6,1
14955,11401,531,1039,1
8387,8385,120,117,515
15088,13884,124,242,1
14079,5058,23,24,819
15088,1792,504,985,1
2647,2646,4,4,112
15010,431,244,477,1
14948,14541,346,677,1
15233,4616,225,440,1
993,14996,302,590,1
14075,5100,164,143,28
5921,10719,27,17,200
5122,5118,53,46,52
15076,1931,301,589,1
877,875,13,8,173
5414,5411,4,4,23
875,3222,53,46,70
14425,14427,51,45,1
15156,3281,286,559,1
15061,5231,224,438,1
15011,1086,364,711,1
4331,4330,252,219,14
15235,4631,174,340,1
15013,5975,128,250,1
9406,9407,39,25,329
10354,10356,32,32,608
