u,v,w1,w2,w3
15139,8055,187,366,1
2789,14727,36,31,3
4297,4298,21,19,45
1250,1258,142,124,7
15008,13774,267,522,1
15287,2730,266,519,1
15084,1879,332,649,1
4173,4172,106,97,256
13333,14646,41,39,445
15076,1967,381,744,1
14964,4009,350,684,1
15157,4969,82,159,1
5868,10502,45,39,19
15005,1251,414,810,1
9141,9142,9,8,1
5620,7740,12,10,1
6726,12851,148,65,84
3037,4976,13,5,26
15030,6658,454,888,1
8849,8851,41,36,137
12242,6413,60,52,1
733,735,7,6,1
685,9410,119,74,190
9691,9694,63,39,127
14995,7467,103,201,1
2565,2570,55,48,29
1875,1876,5,4,1
59,61,15,13,1
4959,15118,377,737,1
15033,6513,356,696,1
150,149,10,6,88
15038,6332,275,538,1
15061,11824,175,343,1
14987,570,355,693,1
8633,11361,135,120,121
408,8692,33,29,141
15244,3480,233,456,1
15053,84,333,651,1
5670,7302,9,4,9
4124,2345,57,42,779
14954,6758,358,701,1
1459,14958,501,979,1
15280,3487,211,412,1
13790,13791,551,239,1
4064,4057,6,3,12
13887,13886,40,25,278
15094,3427,302,590,1
14991,7383,280,548,1
9366,9368,40,35,28
2915,2179,22,21,430
13847,13848,140,85,40
4445,4440,42,36,21
15193,3338,324,633,1
5873,5874,19,22,1293
14142,10080,27,24,85
6340,11659,56,49,1
7993,7994,95,84,104
5060,5062,133,125,358
15163,11605,104,204,1
5619,5620,247,215,1
15037,2626,250,489,1
4176,11453,93,59,287
8443,8444,31,29,283
8356,8354,41,36,1
15123,8522,147,288,1
1838,1841,5,4,6
15253,2981,409,800,1
4933,6525,45,45,554
11589,11590,18,15,30
7458,7456,47,41,4
2573,2572,13,11,1
2204,2212,83,75,242
14987,6562,457,893,1
15099,4074,339,663,1
2522,3331,89,78,27
15209,9867,358,700,1
246,247,6,3,552
6015,5832,54,32,1
5990,5987,6,5,11
754,782,82,76,331
11443,11441,56,44,1088
15086,9821,129,252,1
4583,4582,8,7,137
9607,9608,22,13,181
15257,9506,136,265,1
14960,9478,258,505,1
14959,8103,201,393,1
8255,8254,41,36,4
14999,1620,411,802,1
13513,14223,10,8,1
15305,6025,498,974,1
5990,5985,46,40,75
15264,13546,325,635,1
5776,12983,60,37,125
13898,13899,52,33,199
13873,15088,210,411,1
4423,4683,38,33,1
415,411,74,73,546
363,10721,8,7,1
9922,9919,32,28,46
2792,2794,11,10,1
15234,538,271,529,1
4158,4159,2,2,168
7463,7285,207,183,97
15181,13513,341,667,1
14961,997,252,492,1
6272,6273,3,2,275
15191,8636,364,712,1
9361,10831,39,34,1
7795,7797,33,29,55
10316,4501,33,29,99
15288,1007,359,701,1
15253,2984,361,705,1
7876,7865,24,21,43
3605,3606,81,71,31
26,15024,479,936,1
876,10560,188,163,1
13294,13293,75,65,1
2545,15214,134,261,1
15261,7625,260,508,1
950,15294,316,617,1
15032,7292,437,854,1
6857,7225,37,33,80
15149,5051,303,593,1
228,15244,98,191,1
15224,8359,234,457,1
15125,13895,104,204,1
5526,15138,252,492,1
12977,12978,27,23,41
15190,6833,214,418,1
147,15027,117,229,7
3331,15108,245,479,1
15126,8571,120,235,3
15063,3811,408,797,1
1661,1658,2,1,16
9160,9161,220,99,194
15095,13906,45,89,2
916,2065,7,4,1
1983,1984,42,37,10
6701,11272,81,50,169
4595,4751,16,14,1
3601,14980,297,580,1
1001,1003,2,1,1
15038,2274,227,445,1
7141,7071,191,83,2
3276,3268,81,72,144
5964,5966,12,10,28
3713,8512,10,9,298
3359,3372,15,10,275
2444,15143,75,147,1
15274,10975,56,110,1
15120,13916,98,192,1
15054,3849,303,593,1
15110,11594,283,553,1
14969,9817,1230,2404,1
2432,2434,33,29,170
1585,1586,6,5,1
3596,4734,8,4,41
3423,3425,76,51,498
4535,4538,38,33,97
8222,8223,32,30,256
15119,4280,348,681,1
13667,6076,25,23,222
3477,12265,21,24,1087
15126,4059,297,581,1
14432,12024,124,75,1
15196,8847,164,322,1
7250,6999,75,65,1
5619,2330,28,24,1
4869,4126,11,7,1
2280,15250,439,857,1
12293,10048,41,38,303
15275,1371,317,620,1
4301,15165,92,180,1
15202,8914,239,468,1
12693,12519,94,59,210
6885,120,42,37,44
4205,9965,15,13,1
729,13570,459,225,520
