u,v,w1,w2,w3
2144,2145,6,4,436
8696,8697,21,19,141
1778,1779,7,6,1
4961,9734,30,26,11
14999,13576,299,584,1
15230,2395,109,214,1
4056,4058,4,2,161
15255,3909,249,486,1
1961,1964,89,95,846
1134,1064,31,18,24
6837,3701,42,40,408
12735,10133,81,72,130
8416,8415,50,44,46
9124,11729,85,81,422
4228,4229,80,69,1
2073,15265,326,638,1
2243,15211,250,489,1
8007,13364,415,210,643
3746,1410,8,4,127
3190,3191,45,43,377
14989,9596,81,159,1
15264,2216,362,708,1
3904,3903,408,355,1
15099,6400,101,198,1
1949,1951,99,86,1
15032,3691,298,582,1
5821,5823,5,3,1
14955,11971,591,1155,1
3761,3762,5,3,15
2554,5157,41,36,100
9172,9077,79,53,492
4750,4749,40,35,39
8312,8313,19,17,29
7070,7068,318,276,9
8972,6204,50,66,1736
3131,3135,50,44,61
15180,13791,147,288,1
14957,7364,351,686,1
7351,7036,52,50,479
2322,2323,84,91,908
15076,13114,259,507,1
15075,1906,350,685,1
15259,11483,86,169,1
14962,10323,317,619,1
6518,6516,97,99,676
15058,9803,276,539,1
4995,4996,357,311,3
14569,14570,33,29,1
1605,1603,52,35,523
15019,1302,418,817,1
15118,8808,62,122,1
7993,7995,66,57,41
2692,2706,7,6,8
6086,15101,347,678,1
7380,9351,36,32,183
2857,12949,124,108,2
14954,10801,380,743,1
14563,14332,34,30,154
1525,1526,33,28,6
15300,13820,421,824,1
1350,1355,540,470,1
15203,4706,98,191,1
407,408,25,22,8
7600,16,111,96,6
2026,2024,45,39,1
1408,4942,29,17,1
15123,4559,324,633,1
15089,7150,340,664,1
15288,11792,262,512,1
14982,12144,25,49,1
138,7463,86,76,97
15023,6958,930,1818,1
5817,5819,29,18,94
15258,12486,168,329,1
15005,931,220,430,1
7212,7213,1,1,104
15163,11931,73,143,1
15169,11015,167,326,1
15169,14663,88,172,1
15251,12295,367,717,1
3985,3987,24,15,245
13930,13931,70,42,59
3279,3288,99,86,17
6025,6031,71,62,80
1338,1339,85,85,605
10180,11339,38,33,21
15275,11054,202,394,1
1299,1294,6,6,726
15119,4951,38,75,1
13921,13922,47,28,28
11160,11159,73,65,80
1676,15134,31,61,1
1787,1788,7,6,253
11196,11197,8,7,33
8884,8885,40,35,9
1948,12820,127,143,1058
15090,14746,398,777,1
698,700,8,7,1
816,815,6,4,1
508,13698,98,43,43
15063,3824,317,620,1
5957,15030,373,729,1
1363,1366,82,50,38
15283,5540,132,257,1
4773,4774,39,47,1384
14267,14266,50,43,37
2401,6153,90,102,1071
2455,5327,158,162,701
4573,8817,48,32,458
15216,4691,305,596,1
13247,13248,236,105,152
2072,2070,29,18,194
522,9676,86,39,178
212,4569,6,4,466
4991,6428,116,101,1
14544,14546,31,30,471
15088,14021,796,1555,1
3486,15303,307,600,1
2988,2987,7,6,3
15287,6817,200,390,1
15184,10436,107,208,1
4443,4441,48,42,1
14970,14357,623,1219,1
118,125,160,139,5
4769,4786,40,35,25
13937,13938,48,29,111
2915,2919,31,30,430
6682,4546,80,71,142
299,15276,322,629,1
1388,13068,36,31,23
13584,13586,241,105,32
15031,7254,296,578,1
5582,6746,61,53,7
15086,9822,154,300,1
14540,14042,16,14,4
692,693,133,63,368
2021,2022,93,62,468
15021,2619,306,598,1
14958,3473,306,598,1
1992,1993,41,35,4
13525,12536,13,12,1
15230,2791,422,824,1
8676,8678,45,40,55
196,197,80,71,88
1838,15078,435,850,1
5822,887,32,19,123
2281,15250,438,857,1
14901,14900,32,28,5
15281,2206,275,538,1
14113,14109,301,136,213
15128,7815,204,399,1
15261,5825,371,724,1
10601,10603,90,78,1
15053,85,333,650,1
1937,15074,309,604,1
15016,10382,209,409,1
11342,11341,39,36,262
11379,8700,44,38,80
15112,3042,216,422,1
1466,1481,6,5,1
4506,4507,30,26,33
4701,15172,280,547,1
13,7334,56,49,1
719,13720,7,3,746
6495,6497,30,27,189
581,12732,255,165,343
6190,6185,11,10,1
1312,1313,8,5,1
15259,7106,437,855,1
15250,8769,190,372,1
15297,4505,199,390,1
