u,v,w1,w2,w3
13453,15248,193,378,1
7651,14535,44,43,530
5221,15209,132,259,1
12624,15257,236,460,1
7632,15053,41,79,1
4887,15009,702,1373,1
5463,15062,201,393,1
10954,15291,99,193,1
14683,15169,115,225,1
9997,15199,237,463,1
4572,4575,70,61,83
9085,14967,272,532,1
9169,15145,323,631,1
6741,14970,695,1359,1
13143,15245,144,281,1
6479,15156,286,560,1
5866,6070,8,7,1
5411,15233,99,194,1
427,15232,315,615,1
13298,15099,306,597,1
11509,14966,173,337,1
14614,14634,69,42,80
1125,1126,87,76,1
12736,15103,115,225,1
7272,14949,404,789,1
2383,15171,297,580,1
12970,15238,93,182,1
14067,15113,554,1082,1
9810,15048,326,637,1
1973,7019,120,104,3
14439,14440,4,4,24
416,14971,662,1294,1
4013,14964,434,848,1
11331,11333,42,38,202
11397,13449,139,61,81
1627,15043,497,971,1
3442,3443,46,29,239
317,15043,242,473,1
10939,15189,178,349,1
3358,15238,255,499,1
11548,15267,219,428,1
14714,14715,46,40,87
10320,15044,195,382,1
14927,14928,71,64,165
1959,15085,468,916,1
6068,14954,326,638,1
6676,15268,259,507,1
3430,15094,393,769,1
1667,11468,108,67,201
2186,5772,42,26,123
9792,10215,340,296,1
7735,15236,185,362,1
6508,14968,305,597,1
8796,10636,48,44,232
11689,14981,62,121,1
8067,15161,86,169,1
12944,15221,67,132,1
9486,15287,51,99,1
7080,7081,335,153,244
6669,6670,30,26,1
5840,15291,349,683,1
11702,15266,287,560,1
9277,14988,226,442,1
5523,15252,291,568,1
4370,15314,932,1823,3
8258,15146,159,311,1
1455,15277,275,538,1
8650,15279,157,308,1
6703,15196,371,725,1
13162,13173,69,60,4
9496,15205,142,277,1
12098,15283,215,420,1
13223,15156,225,441,1
661,15015,211,412,1
14170,15184,345,674,1
14774,14948,372,727,1
7051,7052,24,11,1
1414,14989,427,836,1
9659,15252,117,229,1
3046,15089,307,601,1
11020,15170,294,574,1
11756,12903,46,40,70
12692,14989,315,617,1
13589,15124,276,539,1
10529,15038,302,590,1
7165,15134,385,753,1
4536,4537,43,42,539
5695,10017,128,121,356
12878,14959,158,309,1
12101,14988,179,350,1
8048,15135,276,539,1
945,15045,229,448,1
9145,15088,332,650,1
3280,15212,284,555,1
8935,15241,256,500,1
6248,7101,224,98,50
14362,14975,224,438,1
1220,15292,300,586,1
1701,15136,114,223,1
9813,14162,7,6,1
7737,15234,179,350,1
2316,2318,31,43,1964
13445,15123,141,275,6
1089,15011,400,782,1
4884,15009,715,1398,1
8963,15249,153,299,1
6911,14070,8,7,1
5457,5464,6,6,1
11391,14956,347,678,1
1190,14984,722,1411,1
