u,v,w1,w2,w3
1600,3893,63,42,523
12951,15052,266,521,1
8497,15159,239,467,1
14167,15048,171,334,1
7908,15191,57,112,1
6803,15058,278,544,1
12632,15242,195,381,1
9204,15087,395,772,1
8806,12284,40,35,70
711,12202,16,7,1
10251,15119,331,647,1
840,15253,371,724,1
6735,6741,57,50,1
7156,15089,20,39,1
12756,13198,56,51,262
3589,9034,33,29,63
9794,15084,338,661,1
13579,15043,319,624,1
871,15267,359,701,1
14254,14255,68,59,1
8472,15183,300,586,1
3335,15108,332,649,1
14572,15092,267,523,1
7077,13799,166,125,2254
6354,15183,68,133,1
11775,12888,99,87,69
14640,15120,101,197,9
2996,2999,88,77,1
1470,15271,145,283,1
7876,15132,194,378,1
6666,15143,181,354,1
584,15133,452,883,1
6692,15046,963,1882,1
7665,15215,195,382,1
8302,15227,116,227,1
12308,15151,194,379,1
9138,15005,284,555,1
1492,14958,548,1072,1
5109,9398,55,49,142
3612,14985,421,822,1
8714,15111,408,798,1
498,15011,1141,2231,1
8861,15114,65,126,1
6905,15112,321,628,1
12014,14985,271,531,1
12453,15160,250,488,1
6058,15290,324,633,1
11126,11128,41,36,1
14184,15242,408,797,1
6469,15047,101,198,1
5239,14969,1185,2316,1
5738,5747,73,47,325
10867,15288,191,374,1
6659,15196,242,474,1
1757,14969,394,770,1
1803,15027,382,746,1
8150,14973,55,108,1
9716,15237,77,151,1
12750,12751,15,15,729
9340,14961,185,362,1
13112,15282,180,352,1
9525,15281,338,661,1
11952,15075,194,380,1
8147,14987,70,137,1
4573,15136,217,424,1
5179,14991,254,496,1
10432,15284,355,694,1
5909,14987,453,885,1
405,1564,8,7,1
6050,15181,319,623,1
14295,15163,227,443,1
4262,4263,53,51,398
8375,15086,214,419,1
10773,15203,252,493,1
6903,13819,6,7,1404
12639,15156,142,277,1
13347,14289,24,22,138
8349,13159,30,32,823
14787,14799,31,27,4
5855,15260,319,624,1
12383,15030,297,580,1
95,98,15,14,329
13237,15262,49,96,1
8143,12695,52,33,287
5383,5385,6,6,477
3897,3898,35,30,1
14603,14604,13,8,24
10615,15189,304,594,1
6996,15102,258,505,1
11571,15070,188,368,1
7806,15042,94,184,1
5404,14991,367,717,1
12677,15238,258,504,1
5956,8731,55,60,931
7827,14955,345,674,1
3874,15048,286,559,1
6529,15056,326,636,1
5334,15061,183,357,1
7608,15150,336,657,1
8757,15293,312,611,1
4929,6524,81,81,618
4517,15038,371,725,1
183,15059,119,232,7
7630,15043,407,795,1
8797,15278,103,201,4
7356,15093,294,574,1
4591,14989,297,581,1
8285,15210,135,264,1
842,15253,411,804,1
1301,15007,366,716,1
3012,15258,341,666,1
646,14990,763,1491,1
14115,14119,19,17,112
11065,15063,56,109,1
10355,15269,20,39,1
6475,6476,83,37,162
4825,4826,3,2,788
12052,15110,215,421,1
5428,15283,325,634,1
9966,15251,228,446,1
12508,15040,57,112,1
5785,15294,200,391,1
2699,15289,280,546,1
14708,15097,31,60,5
11090,14982,352,687,1
12802,15262,119,233,1
3483,15280,275,537,1
13834,14794,41,36,58
10239,12256,37,33,105
10329,15141,125,243,1
11149,11150,15,13,240
3218,15254,339,662,1
14028,14952,232,454,1
4185,14985,305,596,1
11129,15100,253,494,1
7725,15235,158,308,1
7103,15259,353,690,1
12570,15242,257,503,1
5648,5649,4,3,1
13274,13275,79,72,209
