u,v,w1,w2,w3
9452,14958,407,796,1
1069,15012,869,1699,1
3448,15023,362,709,1
8948,15144,181,354,1
13605,15088,195,381,1
3456,3457,60,36,15
884,15287,269,526,1
2557,15160,329,643,1
8533,8535,121,105,26
6003,15163,76,148,1
9375,9382,71,62,1
13250,15136,23,44,1
184,15059,182,356,1
4803,4804,68,62,262
6016,15181,325,636,1
7985,14977,295,577,1
864,15267,360,704,1
4316,15230,363,709,1
7095,15259,296,580,1
14630,15125,270,529,1
8118,14954,329,643,1
8225,15002,43,83,1
14512,15002,340,664,1
1611,15004,160,313,1
11002,13202,17,15,1
461,14970,477,932,1
13618,13672,47,23,490
279,15093,381,744,1
14337,15165,385,753,1
13648,13649,63,28,192
9896,15230,294,575,1
9858,15152,210,410,1
5165,14955,552,1079,1
4261,15088,504,985,1
2215,15280,238,465,1
4169,14985,403,789,1
3461,15023,202,394,1
5065,14279,162,142,51
1795,15088,393,769,1
8463,15229,112,218,1
14239,15253,328,641,1
8854,14967,71,139,1
8073,15276,168,328,1
3759,15064,321,628,1
11920,15283,127,249,1
7760,15195,172,337,1
11221,15262,340,664,1
6777,14967,253,495,1
2617,15020,386,754,1
5158,15198,139,271,1
11375,15163,310,606,1
11902,12459,44,38,19
11695,15053,307,601,1
14375,15201,261,510,1
6660,15196,280,548,1
12947,15277,152,296,1
7044,15086,488,955,1
2916,2918,3,3,143
11516,11517,35,31,31
7247,15293,444,869,1
2370,15174,235,460,1
2938,15228,289,566,1
13396,13397,38,33,1
4888,4891,23,20,1
1674,14974,334,653,1
7029,15134,231,451,1
13106,15114,313,612,1
5828,15267,370,724,1
3338,5004,7,6,1
14414,15039,918,1794,1
8546,15120,172,336,1
6612,7597,23,14,246
2089,14958,149,292,1
12381,15072,32,62,1
13418,15022,293,572,1
4302,14337,23,20,1
7033,15085,401,784,1
637,14585,6,4,643
6087,15101,341,666,1
9989,9990,22,19,1
10215,15115,829,1620,1
3535,15212,293,572,1
10554,15290,355,694,1
9550,15271,229,447,1
5588,5672,51,44,1
1437,15283,315,617,1
6415,15218,250,489,1
14862,15151,259,507,1
2564,15110,281,549,1
4926,15056,310,607,1
9130,15088,70,137,1
11029,14989,355,694,1
12707,15049,281,550,1
8788,15226,11,21,3
12165,13224,98,85,4
6133,15305,242,472,1
5254,15048,715,1397,1
1667,3893,12,7,26
13567,14215,70,34,553
278,15093,503,983,1
8230,15002,142,277,1
4378,15026,131,257,1
1759,14969,543,1061,1
331,14978,211,412,1
302,15089,336,656,1
3934,4020,3,3,1
7835,13043,3,3,288
7577,15039,708,1385,1
13408,15133,543,1061,1
2823,15123,208,406,1
9849,15118,259,506,1
4716,15249,231,451,1
6474,10491,425,224,802
13936,15088,67,131,1
4874,15007,83,162,1
14819,15024,273,533,1
10298,14968,295,576,1
4406,4409,31,28,185
1352,1502,9,8,127
8722,8723,10,9,298
9458,15247,319,624,1
11299,15244,112,220,1
2059,2061,81,49,47
2266,15038,780,1525,1
4144,15181,328,640,1
6189,6190,64,56,1
12818,13025,16,14,1
734,15006,725,1417,1
4768,14954,405,792,1
4245,15217,228,445,1
1135,14969,923,1804,1
5823,15287,376,734,1
10659,14142,24,21,78
1304,8786,64,57,72
8701,15156,207,405,1
13934,13936,35,15,37
8875,15256,266,520,1
4575,15129,348,680,1
6359,14990,977,1909,1
9730,15239,281,550,1
12210,14958,262,512,1
5619,5621,53,46,1
13857,15128,345,675,1
11515,15288,321,628,1
5971,6163,5,4,1
13181,15136,245,479,1
4415,15187,75,146,1
14307,15167,82,160,1
11906,15242,348,681,1
12366,12367,51,44,4
10533,15163,227,443,1
1169,15007,402,786,1
4773,15133,166,325,1
5129,5351,55,48,30
6125,15034,445,870,1
1807,15088,597,1166,1
14004,15210,279,545,1
6248,14949,486,951,1
1570,14967,344,672,1
2789,15088,320,626,1
5807,14997,245,478,1
4181,14987,288,563,1
14526,14991,252,493,1
6013,14955,826,1615,1
3058,15089,282,552,1
6150,15025,53,104,2
14291,15163,225,440,1
5444,15038,491,960,1
8218,15000,47,92,1
9852,15150,355,694,1
12171,15164,89,174,1
13997,13998,164,135,1277
5584,14418,9,4,23
10692,15033,250,489,1
6428,15112,335,655,1
12338,15279,263,514,1
7732,15297,248,484,1
5287,15014,199,390,1
4527,5789,14,9,225
13721,14957,633,1238,1
13724,14954,425,830,1
14845,15177,11,21,1
9639,15240,295,576,1
8953,15145,194,380,1
1268,14977,316,617,1
3518,15257,165,322,1
9360,15141,151,295,1
2070,15282,315,616,1
12259,15200,94,184,1
4783,15161,298,582,1
13965,15169,236,462,1
14088,15093,229,447,1
10659,15101,348,681,1
8896,15096,165,323,1
14036,14952,120,235,1
3363,15237,254,496,1
3702,14947,224,438,1
7077,15154,316,617,1
9276,14988,330,644,1
8050,14998,273,533,1
2940,15092,82,160,1
11563,14992,237,462,1
9171,15143,396,775,1
13394,15152,121,237,1
4825,14220,26,14,788
12664,15146,452,883,1
12997,15144,223,435,1
12773,15097,73,143,1
12411,12412,63,55,2
11623,15220,216,421,1
8166,15242,175,341,1
10295,14976,227,443,1
5156,15214,363,709,1
14816,15024,296,578,1
1715,1716,27,17,336
3053,15112,151,294,1
7359,15147,400,781,1
13000,14977,179,350,1
6999,14965,29,56,1
11035,11367,142,123,1
3740,14982,276,539,1
9836,15126,303,593,1
14742,15236,127,248,1
9038,15272,260,507,1
3677,15117,388,758,1
6167,6261,112,97,12
1310,14984,357,699,1
12921,14566,70,61,12
1659,15011,233,455,1
11406,11644,49,43,21
9807,15062,363,709,1
13514,15171,36,71,1
12322,15151,82,160,1
12827,15277,136,266,1
8342,15224,225,439,1
13572,14992,384,750,1
