u,v,w1,w2,w3
13178,15135,382,747,1
2700,15289,326,637,1
10818,15171,198,387,1
3443,15020,326,636,1
2900,15225,299,585,1
12008,15138,162,317,1
13959,15145,112,218,1
5474,15182,212,414,1
8732,15076,293,573,1
1047,15054,83,163,1
7391,14991,266,521,1
1226,5844,7,6,1
10903,15160,76,148,1
14510,15145,182,356,1
9761,15081,546,1067,1
11529,11716,121,105,16
4642,15208,183,357,1
6012,14955,818,1599,1
2133,15030,193,377,1
12342,15283,113,221,1
2457,15018,476,931,1
11863,15060,340,664,1
13231,13675,127,58,260
2563,15160,276,539,1
7914,15145,284,556,1
2481,15224,316,619,1
14211,15269,320,625,1
12277,12369,35,32,348
5758,15005,233,456,1
13142,15212,290,566,1
13105,13106,19,17,30
9672,11798,188,164,1
2570,15110,249,487,1
1844,15081,334,653,1
6314,14968,366,716,1
10202,14968,142,277,1
8489,15159,159,310,1
14062,14084,222,106,424
14001,15210,248,485,1
3658,14991,322,630,1
2202,15273,292,570,1
13597,15141,241,470,1
9532,15249,157,308,1
7743,15086,507,991,1
12764,14690,46,42,254
5615,15171,297,581,1
112,15065,630,1231,1
6634,15047,468,915,1
3619,15097,347,678,1
11212,15194,177,346,1
13725,14954,472,923,1
452,14970,145,284,1
1976,15086,245,479,1
9040,15272,296,579,1
5300,15263,238,465,1
13261,13590,413,187,217
2969,2972,9,4,73
14026,14952,47,93,17
5076,5077,124,112,209
14906,15151,229,447,1
1383,14981,183,358,1
11861,15060,353,690,1
5988,14976,340,665,1
1822,15080,373,728,1
886,15287,297,580,1
4923,15056,389,760,1
14579,15092,344,673,1
4508,15178,172,336,1
10641,15267,335,655,1
11852,15233,319,623,1
6761,15197,301,588,1
11475,15043,444,868,1
2649,15048,244,477,1
3300,15214,304,594,1
9816,14969,895,1750,1
7980,7982,71,62,1
11642,15270,8,16,4
9185,15131,320,625,1
7288,15032,397,775,1
2936,15228,343,670,1
11504,15259,283,554,1
3102,15291,170,331,1
2284,15110,221,433,1
1610,15004,149,292,1
12663,15146,436,852,1
11527,14966,302,590,1
5175,13754,331,158,412
2798,14962,206,403,1
9304,15098,179,351,1
10770,14839,56,50,74
12283,13701,289,169,1209
8887,15026,169,329,1
13578,13776,237,105,121
5762,15005,193,377,1
515,3385,2,2,268
5909,6562,6,6,580
12427,15037,315,617,1
6336,14980,375,733,1
8504,15197,16,31,9
