u,v,w1,w2,w3
15215,3933,228,446,1
15226,12200,107,209,1
15136,2169,32,63,9
591,14038,120,52,1
8384,12246,73,63,1
4209,4210,140,122,14
607,1161,90,57,259
4130,1772,16,7,241
14789,6905,6,5,1
15252,10588,156,304,1
13893,13894,80,50,185
5424,5421,109,110,634
7250,6999,75,65,1
7143,2124,314,323,716
2788,2789,52,45,1
1639,1640,65,56,1
4092,4093,47,29,123
5557,5179,26,22,1
9482,9483,34,30,28
12780,2621,160,148,293
1276,12030,61,53,5
4633,8424,161,145,206
3903,4211,102,88,1
15288,2717,292,571,1
897,901,39,24,166
8138,8663,44,27,143
5460,5408,86,75,1
877,875,13,8,173
10143,8062,83,72,1
15087,7740,708,1384,1
1028,6063,6,3,177
15294,4526,174,340,1
8171,8173,10,9,245
110,111,5,5,1
550,555,4,4,280
15264,2816,319,624,1
13761,13760,150,130,1
15103,4851,175,343,1
15279,5304,71,139,1
6160,6158,29,26,167
15124,13587,241,470,1
53,15057,379,741,1
2291,2293,11,5,1
2976,2978,137,62,168
13876,13877,44,27,86
15290,13563,61,119,2
15224,12591,253,495,1
1903,1957,59,52,75
15265,12069,197,384,1
13972,13971,72,53,850
8462,8463,30,28,325
14264,14192,76,68,121
14411,6302,59,51,16
8706,13678,16,17,839
15264,13358,121,236,1
11884,11883,32,28,1
9486,11341,41,36,68
3364,3365,16,10,107
14503,14496,4,2,60
15218,11113,345,675,1
935,15045,304,594,1
6861,9268,79,70,103
14998,9219,180,352,1
15232,8183,19,37,3
12204,4999,66,57,2
9363,12326,93,82,85
15176,9939,259,506,1
5824,5827,41,25,162
15060,13268,117,228,1
1840,1850,132,122,280
15063,3811,408,797,1
4078,4080,50,30,117
5923,1491,57,36,202
4676,4675,13,11,1
1237,1242,82,72,54
8967,13948,48,42,11
15046,1079,98,191,1
2030,2031,32,27,1
15145,13979,125,244,1
9470,9475,38,33,115
6901,2762,1,1,36
6457,10480,37,32,1
3746,11090,67,29,92
14950,11050,429,839,1
1073,1064,96,58,76
15214,6645,47,91,1
15288,11346,73,143,1
15027,13604,791,1547,1
15256,12433,144,282,1
13171,11393,23,20,92
14077,14061,9,4,309
5200,5201,114,101,144
4712,4713,54,48,130
15180,6899,153,299,1
1909,1910,7,6,1
15165,3624,381,745,1
1106,1105,4,3,1
8849,8851,41,36,137
14958,1496,658,1286,1
15283,5422,310,607,1
3333,3334,7,6,140
529,531,38,39,688
2495,2498,125,108,1
3522,15216,313,612,1
7473,7475,29,18,82
7023,4369,60,54,133
11412,11418,61,54,80
4288,4287,6,4,1
1052,1053,25,21,1
15181,9246,114,223,3
15265,10795,314,613,1
6171,6173,48,42,52
2652,2653,69,42,68
15084,10577,163,319,1
3192,3196,43,39,168
6860,6862,35,30,6
15232,12580,66,129,1
3559,10434,31,27,38
7176,7808,38,34,139
7527,13255,483,420,1
15208,14332,55,107,1
6829,6831,136,123,205
1534,1536,130,113,36
14978,5563,185,361,1
13392,7938,79,70,113
14998,12697,212,415,1
15122,4119,271,530,1
354,15235,202,396,1
6885,120,42,37,44
728,2276,166,84,640
11083,11084,41,35,21
575,576,486,222,238
15256,3516,183,357,1
102,10116,176,155,76
15032,9500,184,359,1
6186,6189,25,15,1
13895,14621,35,21,2
8361,7810,36,41,1110
12396,11207,43,38,1
923,1610,60,38,188
14974,12522,369,722,1
2604,3541,63,59,351
3025,3027,7,6,269
15259,11483,86,169,1
9074,9077,159,139,7
12379,8184,30,28,332
6269,6271,37,34,294
4522,4524,57,50,1
15219,13115,142,278,1
5934,5935,40,36,145
2114,15091,355,694,1
4559,4560,28,25,273
1790,4257,153,134,66
459,460,59,51,1
14970,489,621,1214,1
10915,10916,30,27,141
15240,3038,327,639,1
3098,6359,79,47,7
15134,1731,272,532,1
4851,4426,204,177,1
