u,v,w1,w2,w3
2792,2793,4,4,1
4486,4485,9,8,27
14280,3404,86,75,1
15038,10530,89,174,1
2612,2135,5,3,108
9754,9241,36,32,162
15040,5419,376,736,1
5611,9833,43,37,1
227,224,7,6,22
6221,6223,161,140,1
15086,9826,433,847,1
15209,5220,103,201,1
5095,5096,5,4,140
14177,14176,42,37,8
15291,12907,114,222,1
13197,14890,80,73,243
11442,11441,2,1,201
3871,6892,10,8,1
9835,9837,44,38,43
388,14991,752,1470,1
3417,3419,63,43,565
10233,12809,33,29,83
1366,15275,339,663,1
15064,6494,45,88,1
9439,9440,6,3,121
7877,8190,13,12,98
13057,13056,32,30,419
5104,14089,94,82,1
12356,12354,13,11,40
1972,1975,120,104,20
15124,8567,236,461,1
1838,15078,435,850,1
3324,3325,47,42,145
616,626,88,76,5
4298,12950,29,25,46
12417,9988,59,51,17
288,284,43,37,1
9907,9908,32,28,20
10188,12118,6,6,90
1889,9030,64,55,1
2582,2586,43,37,42
12375,8027,56,50,139
14948,1748,235,459,1
5442,5443,4,3,1
14667,14663,13,12,1
2034,15194,267,523,1
9493,8245,10,9,181
5368,5367,3,2,1
14991,3665,75,148,4
13064,7489,125,64,671
7572,7573,54,48,149
4101,4104,218,135,159
3408,3410,30,18,50
652,653,5,4,1
6393,4457,6,5,1
212,15136,359,701,1
14975,13131,337,659,1
15151,5087,274,536,1
8647,3485,89,54,88
2959,13780,36,16,221
11948,8804,69,60,1
15167,7762,352,687,1
8951,8952,39,36,307
7152,2113,80,70,1
7906,7865,29,26,43
6599,6601,19,12,115
12771,11163,20,18,34
3984,3985,68,43,288
8077,9910,64,55,20
15136,6022,180,352,1
15083,7063,319,624,1
2487,2488,65,58,152
7226,7225,13,11,24
205,209,109,52,440
4025,9101,13,13,466
10023,9320,64,55,1
499,4070,29,32,982
15114,8806,272,531,1
14109,13693,143,66,252
15211,11318,216,422,1
4144,6051,10,4,34
11213,9154,61,55,170
2819,2822,47,42,171
14049,14051,58,51,1
15027,1783,482,942,1
11498,11490,62,55,129
10608,9349,61,56,249
6219,8938,31,27,1
14996,1033,314,614,1
14979,8158,81,159,1
11720,11693,22,21,294
6192,6193,33,28,1
5036,5037,61,53,7
15049,2141,275,538,1
14958,6723,205,400,1
10579,10587,30,26,5
4127,4867,8,5,1
5237,5235,110,96,2
14983,7089,589,1151,1
2532,2536,100,91,218
10703,2082,36,31,7
293,2319,33,14,1
10561,10562,45,39,1
14399,14400,55,49,185
5972,11866,61,57,285
8055,8056,54,50,280
2294,2295,76,80,815
6707,6704,45,45,621
1723,1729,30,26,33
314,10961,161,140,9
3667,5127,7,6,1
2096,13162,73,63,12
783,15013,241,471,1
13998,11833,11,10,43
3523,9753,40,29,740
211,15129,153,300,1
15096,13271,298,582,1
3593,4735,25,22,59
10850,10851,61,53,1
3377,10829,35,31,103
15126,13881,394,770,1
5421,5423,5,4,337
15063,10656,341,666,1
5423,5428,92,86,337
6889,9785,43,38,131
4881,4880,7,5,651
7177,7178,3,2,113
13016,3797,95,83,33
11493,11491,57,49,24
6417,6670,69,62,191
15261,5825,371,724,1
11816,13395,5,4,31
9994,11822,40,35,1
6420,6422,62,56,176
11113,7440,100,87,27
7876,7865,24,21,43
3012,13289,12,11,2
2013,6961,285,125,43
8751,8752,16,14,71
6845,6847,45,27,26
3382,10388,32,21,430
14215,13566,469,219,334
15213,2532,165,323,1
15176,7673,281,550,1
15005,1250,383,749,1
15273,11919,85,167,1
14975,5984,373,729,1
15252,6870,432,845,1
9857,9860,43,38,149
15020,7313,480,938,1
2394,2393,36,33,178
3171,3170,29,26,82
526,12326,35,31,134
4535,4536,5,5,110
1547,13752,55,48,83
9750,9752,41,36,31
15278,8795,125,244,1
3642,3641,121,107,99
8490,8491,37,33,129
8233,14708,40,35,1
7,15308,246,482,1
909,910,93,56,1
7641,13240,10,9,38
15121,8556,202,396,1
15209,185,433,846,1
6546,6547,153,133,1
15011,1661,238,465,1
6223,13847,8,7,1
15237,2495,293,573,1
7018,7040,33,15,5
4711,7105,77,67,15
10915,10917,30,26,143
15049,2314,270,529,1
15085,11889,234,457,1
3037,4976,13,5,26
15094,3424,272,532,1
1306,1310,19,17,36
15144,2291,325,635,1
15021,14453,42,82,1
15076,1932,84,163,1
15181,14226,348,680,1
7138,7139,43,29,496
14485,7422,2,2,1
1376,5779,6,4,1
15283,5431,243,474,1
14990,645,802,1567,1
14971,1566,148,289,1
6340,11659,56,49,1
778,776,24,21,1
15269,12149,176,344,1
7045,7046,28,12,1
66,12792,18,16,227
5072,5073,97,84,1
7293,7294,31,27,97
5250,5252,114,99,1
2375,5604,15,13,69
1789,1791,20,19,283
12228,9701,35,30,49
7169,7171,34,29,1
14989,12693,308,603,1
15211,6701,237,462,1
14991,5383,136,266,1
7688,7689,5,4,1
15063,3813,377,736,1
7772,7773,169,147,1
13377,13703,158,90,1112
15231,7889,308,601,1
1278,1274,69,60,16
15077,11001,323,631,1
4280,6602,40,29,742
2084,9237,15,13,44
84,86,62,54,7
15017,6341,432,844,1
15032,6168,291,569,1
15151,14840,78,153,1
13606,13671,61,30,582
9206,9207,12,10,111
299,10763,39,34,34
11637,11638,53,46,5
285,8764,40,35,78
422,418,141,145,715
15018,3858,314,614,1
15083,8542,31,61,1
4016,10466,113,98,2
15277,12946,142,277,1
15022,11079,174,340,1
975,15289,431,842,1
14047,14045,66,73,956
3060,3056,2,2,185
14968,10297,297,580,1
2344,2343,46,44,500
10300,10302,102,89,1
15180,2842,224,438,1
11710,11709,36,31,7
15180,13791,147,288,1
12512,12514,33,29,1
15261,11897,319,625,1
3010,15258,360,703,1
11369,8438,42,36,1
13777,14999,286,558,1
12789,11056,20,18,59
2761,2771,1,1,139
4301,14339,249,114,240
4636,9530,63,55,4
15238,12785,98,192,1
6108,9289,162,140,3
6298,6303,30,26,39
2191,2206,25,22,54
526,528,34,30,24
4245,8819,15,14,95
13136,13036,19,16,38
15143,2448,20,40,1
15006,3632,760,1485,1
13713,4162,230,106,306
15143,10046,204,398,1
14987,12751,102,200,1
9529,12588,165,145,51
15033,8387,139,272,1
629,631,151,93,132
15020,6465,331,647,1
3477,12265,21,24,1087
3269,3272,48,43,137
13564,13565,457,214,353
11062,10694,161,100,183
15093,271,142,278,1
4611,1313,61,36,1
1526,1528,113,98,6
1422,1435,159,141,117
5797,5798,37,33,31
5368,4945,39,34,7
5439,5441,37,29,1088
5933,5932,6,6,293
0,13442,541,247,240
9354,9347,37,32,1
15160,2561,251,490,1
15098,10074,75,146,1
2338,2339,70,48,582
97,13683,27,25,379
3657,3659,20,17,1
15257,10510,136,266,1
1488,1490,134,119,126
4701,15172,280,547,1
1797,7718,136,59,1
10827,3363,14,17,1378
616,617,62,54,63
1253,1254,7,6,1
15136,1692,343,671,1
8649,8651,80,49,118
3425,6165,6,5,13
15278,11948,63,124,4
7605,7606,58,51,1
15116,9790,628,1228,1
14948,14767,541,1057,1
15010,486,388,758,1
1770,6492,18,13,639
7312,7314,46,41,112
569,13709,566,286,644
9298,7644,83,83,606
4331,12054,109,97,141
5990,5987,6,5,11
15036,6393,145,283,1
5643,5656,71,62,1
3590,8077,59,52,103
2105,2106,27,24,136
5718,5708,49,32,407
10652,4556,95,88,295
5432,5433,62,54,1
2134,2615,30,27,201
14880,14927,7,7,856
1995,1998,61,60,551
774,776,74,47,224
3295,13126,39,34,9
3848,3849,67,59,59
15193,4481,398,778,1
5672,5671,76,66,1
5702,3936,5,4,1
11797,11807,31,28,150
722,3967,6,3,49
1909,1906,71,62,7
9512,9544,26,23,15
11192,10072,38,34,203
709,13535,192,85,95
15038,764,294,576,1
10042,15251,419,820,1
1990,1991,133,118,120
15196,6705,371,725,1
2733,2752,76,69,191
14996,1027,275,538,1
9841,3085,106,92,1
2460,2463,5,5,994
6005,10598,274,186,1813
7064,7043,33,15,145
13083,13084,41,36,20
15238,3359,259,507,1
15311,2149,594,1161,1
15112,7145,492,963,1
8693,416,32,27,8
15112,7594,39,77,1
9497,9499,35,31,152
315,2183,116,101,1
5531,6518,7,6,17
448,5513,56,49,38
15015,6876,275,538,1
14946,7127,1031,2014,1
15007,1162,92,180,7
15255,12032,316,618,1
15173,10249,143,279,1
3571,3573,63,56,167
6369,670,34,29,1
2299,2300,144,126,62
15248,7894,134,262,1
4685,4687,14,13,315
7382,7391,5,4,1
2510,2511,65,58,101
14971,407,617,1206,1
6672,1869,5,4,1
9869,9868,161,143,148
7789,387,132,115,14
3021,3023,47,42,132
15015,8615,53,104,1
6448,6447,6,4,1
848,3074,70,46,345
4699,4703,77,69,128
15048,6448,329,644,1
3949,3947,31,29,278
15048,2634,197,386,1
6038,10612,41,37,198
9593,10816,42,37,88
3342,3346,78,80,711
131,2674,80,73,274
1875,1876,5,4,1
254,258,58,51,1
5295,5296,48,42,28
3648,3655,81,70,1
14954,4975,382,747,1
3487,3484,114,103,193
1266,1267,40,35,40
3922,3924,62,55,114
10867,10865,43,38,147
1457,1458,137,121,104
15122,9213,183,358,1
15126,4061,304,594,1
15040,6742,471,920,1
356,14976,336,658,1
2373,2371,88,86,484
1224,1225,7,6,13
11038,6225,154,134,1
11892,11886,35,31,33
7661,7662,3,2,246
15254,12554,76,149,1
15184,6412,164,321,1
11666,11667,49,52,846
1560,1559,101,103,686
15117,9741,104,204,1
5619,2330,28,24,1
6721,6718,40,35,112
15133,7974,253,494,1
5617,5607,52,45,58
8433,8435,38,35,294
4340,14000,84,68,1214
4627,4630,13,9,609
15233,12811,128,250,1
10210,10910,40,35,1
14979,7493,152,296,1
11918,11921,34,30,94
