u,v,w1,w2,w3
15169,11015,167,326,1
15078,9346,272,531,1
4625,4623,11,10,12
4545,4548,38,33,113
7663,2016,57,50,27
15088,4799,339,663,1
5345,4459,80,71,147
14997,5809,266,520,1
965,966,6,5,1
15042,9234,18,35,1
15048,14432,543,1061,1
7744,15119,165,323,2
4923,6530,5,4,1
4158,4160,39,35,114
2239,2240,57,62,943
15097,5116,338,660,1
570,5936,258,113,73
9955,9956,63,54,4
5095,5097,29,26,100
5548,5551,14,13,229
15217,12178,287,560,1
15284,10913,212,414,1
588,586,159,138,1
15142,9181,236,461,1
490,12949,4,3,2
3286,3285,33,30,235
13464,13313,35,30,1
15005,8426,127,248,1
9862,9861,35,31,139
5645,5647,7,6,140
3358,3372,15,10,328
15005,11371,148,289,1
190,192,11,5,1
15001,2065,332,649,1
6837,3702,28,24,1
15023,5690,754,1474,1
15196,8844,24,47,9
7879,10308,73,64,1
1261,1277,66,58,109
3057,3058,4,3,126
15137,8596,262,512,1
11092,11093,46,28,22
6163,5967,6,5,27
15007,1293,449,877,1
3815,3816,7,4,1
15011,491,370,724,1
5414,5411,4,4,23
14982,4942,337,659,1
15138,8060,284,555,1
12535,12534,7,6,1
15305,6026,597,1167,1
15264,12056,160,312,1
641,651,5,5,197
14982,1403,193,377,1
15044,12223,200,390,1
2460,2461,91,93,702
15046,1114,511,999,1
9196,9359,39,34,50
2192,2200,39,36,260
657,806,7,4,4
15135,10151,293,574,1
708,15171,159,310,1
2960,2962,11,5,77
15093,7072,314,615,1
9373,9376,57,50,12
15059,204,181,355,1
15117,9049,175,342,1
14957,6209,188,368,1
13867,13868,120,104,1
15027,13440,452,883,1
15032,3690,292,572,1
968,15289,356,696,1
1499,1553,43,38,1
2151,2153,18,11,95
15046,5499,755,1477,1
1265,1258,162,141,7
6747,6748,32,27,1
2993,9083,85,74,1
6817,6819,33,29,213
14954,7993,38,74,1
4621,4619,4,3,12
703,702,5,2,396
875,3222,53,46,70
5821,6001,6,3,1
9400,9402,41,37,187
15239,2921,220,430,1
6888,7160,42,38,131
4083,13678,19,12,213
1875,15084,349,682,1
15039,3251,589,1151,1
15088,7599,122,238,1
15276,9236,203,396,1
15233,4616,225,440,1
10200,10202,16,15,347
15093,268,381,744,1
587,2161,6,5,1
15020,7206,337,658,1
10652,10653,64,57,166
6077,6078,49,43,58
15085,12774,200,391,1
14948,14781,221,433,1
3908,7438,130,117,190
6591,6589,6,5,1
11007,10272,31,28,105
43,15033,306,599,1
15098,6953,163,319,1
2678,3107,26,23,1
2566,2564,161,140,1
15110,13693,395,772,1
15099,4083,341,666,1
15101,6948,191,374,1
5260,5631,8,7,332
9331,8453,68,44,362
15021,6942,63,124,1
5907,6562,38,28,744
11839,11838,36,32,1
6985,14625,100,61,104
15298,3354,498,974,1
15098,10077,18,35,1
4034,10661,32,36,1015
10769,10770,68,59,11
15213,13227,18,34,1
15279,3148,253,495,1
15039,6308,832,1627,1
15293,8752,266,520,1
15141,9472,52,102,1
685,6592,100,60,1
15268,6677,261,511,1
6502,6506,3,3,39
490,491,158,138,2
15049,2153,451,883,1
5082,15152,297,580,1
1459,13047,133,120,172
4819,4823,12,11,121
2396,3582,51,45,84
993,14996,302,590,1
3362,3366,4,2,19
15281,12862,21,42,1
1331,467,160,143,141
5253,5251,84,73,1
14984,1151,843,1648,1
15088,13932,103,202,1
6209,8451,39,37,495
3899,3900,54,48,55
5362,5364,97,71,825
7624,7625,4,3,1
15266,11589,217,424,1
15065,12985,471,921,1
7641,13818,4,4,43
715,717,50,45,125
1573,11368,57,35,168
13745,2268,38,17,135
15007,5143,438,857,1
15089,14787,442,863,1
15233,5414,95,186,1
215,214,224,105,363
2144,2145,6,4,436
5256,5257,3,3,1
2565,2564,29,25,29
1208,1226,43,40,247
14996,4138,345,675,1
15125,6986,92,181,1
583,584,3,2,80
15110,4724,234,458,1
