u,v,w1,w2,w3
7061,7054,431,187,1
9214,11413,13,8,135
5344,11932,41,25,169
15128,9208,279,546,1
1363,15275,391,764,1
2985,2986,112,111,590
13696,13284,7,3,399
12428,2628,49,42,1
15196,5705,408,798,1
3202,5424,85,86,634
15254,9522,322,629,1
9552,9553,267,232,4
15005,6858,204,399,1
6304,6305,4,4,1
5824,888,7,4,1
15204,14884,299,585,1
15171,12446,182,356,1
10172,10173,20,18,122
15124,11664,286,558,1
5125,10464,69,63,258
11269,844,70,44,170
1804,11576,69,60,1
11649,12582,155,136,40
2379,2377,30,26,1
14790,6907,6,5,1
15253,835,397,776,1
3873,3872,6,5,1
391,393,321,151,369
15283,11367,285,557,1
14997,6712,265,519,1
3302,3303,79,70,128
187,15201,410,802,1
5301,4452,38,34,149
15020,104,72,141,1
15078,4640,303,592,1
2948,2949,24,11,15
1765,1766,229,101,78
5657,5658,138,120,1
13522,13251,137,61,163
8611,8612,27,23,1
15038,4464,561,1097,1
15311,13647,269,526,1
5172,5554,416,182,42
8510,14670,20,19,433
8314,8313,102,91,136
14959,12501,195,382,1
13835,15089,377,737,1
15222,3803,317,619,1
6074,13667,23,20,222
267,269,111,98,67
3660,3664,16,14,1
7511,7510,80,69,1
15038,7491,406,794,1
51,52,147,64,1
5200,11497,52,47,145
13085,11236,155,137,105
2132,5877,65,77,1244
9068,9070,73,63,8
15317,1726,445,871,1
819,6014,41,25,1
1195,5888,159,103,350
15230,7880,116,226,1
3964,3959,29,26,176
1745,1747,71,84,1262
11062,12690,29,18,201
15281,2206,275,538,1
14971,485,422,825,1
3811,3814,221,201,224
2684,2686,81,71,11
7805,7807,57,50,36
12043,12042,32,28,1
5919,8721,120,112,339
15088,1778,412,806,1
5571,2167,5,2,145
160,162,23,24,783
15258,10735,157,307,1
7577,14744,97,84,16
14421,13447,790,361,249
15040,5819,384,750,1
2542,2543,10,11,686
8754,8755,36,32,76
712,713,85,74,8
7464,7465,31,27,73
7386,7387,72,63,1
15110,11031,332,649,1
4144,6047,11,10,1
1671,1675,19,17,19
15055,3834,377,736,1
9484,10952,29,25,16
8130,6823,107,68,244
4655,4657,51,48,422
15252,10593,299,584,1
647,649,360,326,209
10536,10537,11,9,1
1958,7778,108,94,49
15119,4947,109,212,1
15250,11466,248,485,1
15060,5654,71,138,1
14989,4939,382,747,1
3101,3103,38,33,39
14976,5990,328,642,1
210,208,95,41,57
6972,6973,6,6,148
14966,10089,165,322,1
15261,6881,278,543,1
22,15024,314,613,1
6730,14950,150,292,1
2187,15274,241,471,1
15151,10605,274,535,1
15013,10028,372,727,1
14891,7729,107,93,23
15171,12444,185,361,1
14287,14286,9,5,101
3754,15064,340,666,1
4151,4153,4,4,220
3601,14980,297,580,1
15103,10222,171,334,1
5593,5595,121,63,763
7181,7182,122,106,1
6135,6136,20,13,192
15015,666,280,548,1
14991,633,1054,2060,1
15071,7785,187,365,1
15117,13107,474,926,1
6401,6410,4,3,1
14989,3817,375,733,1
3528,6827,22,21,498
15155,6265,94,184,1
7742,7741,799,481,6
7087,10820,39,34,1
2985,2987,34,34,590
5932,5930,37,36,438
2516,6996,32,27,4
695,15127,86,169,1
12610,13074,24,21,3
9149,9148,12,11,155
15121,9212,195,381,1
13114,6688,52,57,959
3863,3865,26,23,97
4122,4121,58,25,30
15131,11501,97,190,2
2077,15272,309,604,1
137,7298,59,51,16
5127,3674,4,4,23
15084,11386,302,590,1
14954,4771,423,826,1
15047,8094,424,829,1
3833,2671,42,38,215
15086,7460,502,981,1
1407,3738,58,51,2
4046,4047,7,5,1085
14430,2636,35,31,1
1824,1825,4,4,36
14994,11982,381,745,1
4587,4592,57,51,145
3516,3514,161,144,171
13481,13480,196,85,10
3555,3556,46,42,293
137,139,87,76,16
15260,11402,84,163,1
14970,14357,623,1219,1
1146,14975,220,429,1
9508,10289,65,56,5
15080,1836,501,980,1
15052,11319,307,600,1
7713,6435,82,97,1269
10472,13058,44,38,37
12546,11551,100,88,61
15295,7882,198,386,1
15287,5835,314,615,1
3138,3139,73,66,152
10977,10974,3,2,27
15239,2812,262,512,1
6523,13435,143,134,350
4013,7270,6,5,17
7903,7905,39,34,42
668,670,6,5,1
13561,13560,448,234,778
15220,524,267,521,1
9212,12438,43,37,4
15120,11124,270,529,1
1278,4912,26,23,5
13887,13888,41,26,278
14221,14228,13,11,13
2146,15311,640,1251,1
15158,9111,99,193,1
15218,5946,502,982,1
15048,14247,345,675,1
2425,10034,108,94,11
1197,1198,77,75,478
5793,5787,66,42,215
9820,9022,16,14,6
15152,14908,123,241,1
14979,7384,293,573,1
15269,12723,376,736,1
9506,9507,45,39,5
5180,5382,129,122,377
293,6896,249,122,530
15149,14881,365,714,1
2604,15153,234,458,1
