u,v,w1,w2,w3
10642,2693,18,16,3
8379,8381,110,96,1
8105,8106,22,19,1
3829,11194,80,73,226
15134,3898,308,603,1
12584,12585,39,34,40
2184,8357,78,73,307
9105,9106,7,7,378
2069,2070,5,3,194
10927,9069,17,15,8
6356,6366,74,45,47
1420,1421,80,70,44
4059,5577,4,2,189
15039,4217,301,589,18
3521,10044,69,66,434
14772,14773,55,60,956
15007,1164,145,283,1
7002,7004,49,42,1
12918,4537,80,78,508
15171,5634,268,524,1
14837,13524,30,26,13
8923,8922,21,18,1
15126,6845,355,695,1
1615,1616,47,29,227
15071,7850,158,310,1
2587,2589,113,114,624
11860,11861,18,18,565
4550,4551,126,109,16
1148,1669,29,25,8
13365,13688,140,64,250
15254,9543,178,348,1
994,999,98,67,554
14970,6736,786,1537,1
3488,3490,221,136,134
7360,7139,74,49,483
7301,6266,362,158,22
10549,6766,28,25,123
15099,8706,373,729,1
4837,13082,43,38,107
3301,11949,46,40,4
6545,384,183,165,178
7070,7068,318,276,9
4512,2881,80,75,321
498,5238,43,37,12
8296,11834,163,142,45
8450,8449,32,31,495
9885,9884,18,16,12
2571,2290,52,23,38
14407,14406,51,46,185
5838,5837,7,6,1
892,889,84,52,123
13503,12808,39,34,80
10794,10792,97,86,112
5497,5498,4,3,1
11068,11069,60,52,1
2020,7319,46,30,377
15154,8630,273,535,1
8264,8265,41,36,22
3331,15108,245,479,1
15260,11428,247,483,1
633,636,5,3,132
9430,9335,80,51,335
14643,13645,4,4,190
2879,2880,69,66,437
772,769,322,286,130
15295,14855,158,310,1
11430,11429,14,11,1153
221,222,7,8,992
2546,3299,77,68,100
5439,5440,1,1,201
12214,12035,52,45,1
291,15092,491,960,1
1206,2724,10,9,1
3999,11904,231,210,223
6313,6322,3,3,51
6958,7215,27,23,1
1444,1443,17,15,210
5620,7740,12,10,1
11425,11427,81,72,98
2521,2522,49,47,415
12640,2926,59,37,220
2170,2172,40,25,123
14992,4159,156,304,1
4450,4453,39,33,5
15014,5266,422,825,1
11771,11773,17,15,69
4021,4037,61,54,97
15156,2245,372,728,1
1380,1381,46,29,292
1105,1107,76,66,1
2568,2567,7,6,29
4266,1139,40,35,14
2724,6058,7,3,521
1658,1659,5,5,16
14987,7557,339,664,1
12270,14303,38,33,12
2419,2420,12,11,1
15030,8371,186,363,1
7823,7824,35,31,66
6844,6843,681,511,914
11340,11507,32,28,36
1056,1131,8,5,24
5012,5013,142,104,807
5522,5523,56,51,167
7153,7154,174,151,2
5404,5402,16,14,1
512,514,8,7,74
8001,9151,41,36,66
59,15031,358,699,1
11999,11998,122,54,95
15182,2942,312,611,1
1560,14978,241,471,1
1205,1206,48,43,82
15160,2556,282,551,1
5812,9008,19,12,167
5137,5136,15,7,1
15257,3515,242,473,1
3144,3153,6,5,1
15008,1548,194,380,1
9495,9494,99,87,104
5157,15157,380,742,1
5543,5546,4,3,1
15114,8859,29,56,3
5023,9670,38,33,113
14964,8684,157,308,1
15035,682,15,30,1
15275,8659,275,538,1
1768,13610,75,34,194
15236,10408,175,341,1
14984,1303,306,598,1
5977,419,160,158,537
4699,4702,74,75,659
11893,11889,76,66,1
15232,328,312,609,1
3679,3678,77,70,269
14463,14465,83,72,27
6037,6038,161,156,475
3827,2645,41,36,112
4716,4717,41,36,110
15275,11054,202,394,1
14995,14215,243,476,1
3607,9926,111,97,11
4472,13768,307,133,1
15083,9312,225,439,1
12781,12782,257,223,8
7831,7832,32,28,39
3629,3631,57,51,165
14561,12041,15,15,496
319,5532,53,80,2278
14957,13635,640,1251,1
6059,2726,14,12,1
3268,5117,162,141,38
15006,1499,1285,2512,1
15240,8168,331,646,1
2194,2196,84,79,386
15190,11916,334,653,1
15167,9258,162,316,1
13301,12726,33,29,133
1671,1672,12,11,219
6986,10966,110,67,114
6431,6121,85,58,512
7090,7104,39,34,1
8647,3482,17,10,88
2821,2831,41,36,1
10489,10488,3,2,142
15115,7546,363,710,1
14886,14269,7,6,26
