u,v,w1,w2,w3
4667,4668,29,21,769
7612,1355,7,9,1487
15125,13893,199,388,1
5689,7111,5,2,1
154,156,22,19,1
4033,4034,28,25,179
1446,1447,29,26,238
15124,696,285,557,1
1316,1317,128,113,53
3080,15241,147,288,1
15292,12469,107,209,1
15146,11812,260,509,1
5053,5051,159,141,121
15233,4617,196,382,1
15156,11323,161,314,1
11450,11449,23,15,287
15141,13556,259,506,1
14989,13711,288,563,1
1739,1740,83,75,183
15289,2695,343,670,1
596,15088,158,308,1
15195,14204,345,675,1
14628,14627,7,4,81
168,15151,397,777,1
15172,9581,257,502,1
15060,10738,288,562,1
69,6851,3,3,540
4924,11582,71,67,408
4319,5290,27,24,8
15046,1118,556,1087,1
15141,9196,187,365,1
4205,9965,15,13,1
15033,7952,294,575,1
15215,2365,259,506,1
2194,15273,289,565,1
14266,14265,88,77,37
1703,1702,7,5,409
7365,7363,69,42,1
15038,5470,262,512,1
5080,15152,327,639,1
15038,758,316,617,1
1160,5045,64,56,38
1393,2185,80,70,42
828,12351,123,107,1
3824,3823,17,16,467
2773,2775,39,35,205
2151,2154,80,49,51
7275,5683,242,210,6
15088,2786,337,659,1
15300,2417,429,839,1
2075,2076,106,66,171
8902,8901,23,21,149
5040,7070,80,70,1
166,4303,82,38,286
3766,15064,431,842,1
4542,4549,51,47,255
14957,7364,351,686,1
11025,9590,32,21,335
1228,1229,43,40,280
15118,9733,286,558,1
15119,11806,328,641,1
1736,15203,123,241,1
4320,4321,30,27,164
5526,5527,41,36,92
4519,4521,94,81,1
6078,6081,23,21,51
2556,2560,53,49,271
6746,5585,46,40,7
15147,12191,323,631,1
2385,2387,74,64,1
1127,1129,56,49,7
15172,9580,108,211,1
15211,5714,293,572,1
15197,8501,66,128,1
14947,151,300,586,1
15061,5231,224,438,1
2398,5856,8,7,84
14981,12995,248,484,1
5605,5637,7,6,256
15011,5243,263,514,1
15032,7292,437,854,1
15046,1108,433,847,1
12768,9094,2,2,214
1276,1275,119,105,68
1571,1572,33,20,1
10831,2924,102,88,1
15285,1223,216,422,1
15047,9411,392,766,1
180,178,68,31,245
6443,6446,26,23,1
2981,2984,69,60,39
420,421,60,52,6
325,326,23,21,345
1347,1354,149,164,960
15181,6053,320,625,1
986,984,60,41,542
3608,3616,40,35,38
15032,10516,116,227,1
15249,2758,73,143,1
15233,10233,193,378,1
15285,1513,152,297,1
14984,1350,531,1038,1
2421,13820,7,17,4533
15258,10129,48,94,1
15157,4524,311,608,1
8443,8445,34,30,68
4460,4461,45,39,28
15291,1217,391,765,1
1277,1302,122,147,1300
10980,10979,55,48,27
15222,10413,326,637,1
3456,3452,35,21,15
14973,9294,179,349,1
15042,7802,364,712,1
2042,2324,12,15,1393
3952,3953,5,4,4
4567,4568,14,12,14
15115,9786,270,528,1
15157,8298,121,236,1
13698,6092,302,175,1173
9710,9706,119,107,175
15007,1300,375,734,1
15119,4280,348,681,1
1221,10948,4,3,1
15291,2087,189,369,1
2667,2665,31,28,215
1521,1522,7,6,98
146,147,114,50,59
15131,13008,357,699,1
5896,2295,56,49,1
897,898,7,6,36
7523,7525,33,29,1
15183,6352,95,185,1
15052,4297,80,157,2
15023,5689,853,1667,1
14978,2029,69,135,1
491,1086,7,6,178
2565,2570,55,48,29
915,917,7,6,60
15035,9694,409,799,1
14948,14755,434,849,1
6592,686,5,3,1
454,456,96,86,185
15220,9367,120,234,1
14948,14762,431,843,1
920,15004,209,409,1
6233,6242,441,192,7
15194,4665,17,34,1
4751,4749,16,14,1
14955,8743,260,508,1
3452,3448,32,19,15
15118,11082,284,555,1
7002,7406,158,137,1
15200,10004,184,359,1
14983,7477,828,1618,1
12887,13305,40,34,8
15136,1723,328,641,1
10353,13253,59,54,258
4942,3746,16,10,300
14989,4588,380,743,1
11517,9341,49,43,31
14970,14394,368,719,1
6627,6626,10,12,1195
15007,1167,524,1023,1
7089,7088,116,51,51
4150,4152,4,3,29
299,15276,322,629,1
6775,6776,6,6,1
14958,1463,240,469,1
4176,11453,93,59,287
10803,10804,48,42,15
6976,6935,7,6,130
892,5821,28,17,123
10366,10368,32,28,108
15144,2580,340,666,1
1112,1111,55,48,1
7216,7407,4,4,1
4135,4140,5,3,1
2878,4513,48,45,321
15219,12791,174,340,1
15253,9655,275,538,1
15200,6040,305,595,1
8531,8532,34,30,59
15062,3982,354,692,1
12615,13812,199,86,1
7993,7994,95,84,104
15043,8406,73,142,1
15268,3503,369,721,1
1001,1003,2,1,1
4934,13332,51,48,350
15276,13123,274,535,1
15096,6554,300,586,1
14954,6758,358,701,1
12395,12394,45,29,253
14982,5754,296,578,1
15049,282,296,579,1
3292,3294,10,9,60
2967,2963,6,4,1
15026,9684,342,668,1
14978,7335,207,405,1
15064,10122,412,806,1
15275,1752,269,525,1
9116,9117,146,75,715
14966,6750,153,298,1
9867,9864,77,68,80
15289,3507,130,254,1
5128,5130,6,5,30
15196,8847,164,322,1
3568,15316,401,785,1
2675,2676,39,34,1
4380,4379,14,13,293
2444,15143,75,147,1
6178,6179,80,71,103
13744,15039,660,1290,1
15274,4045,344,673,1
1041,1045,61,55,141
3492,10280,26,22,1
15070,11312,329,644,1
3668,5127,215,188,23
7599,2017,17,10,16
6575,9100,120,91,958
9661,9662,37,32,110
1158,1159,7,6,1
574,4161,223,99,135
15161,9099,167,327,1
15253,820,481,940,1
4203,4205,80,70,1
3953,3962,51,47,356
15292,1224,167,327,1
15070,10941,385,752,1
8787,8789,79,75,354
15141,9358,154,301,1
13575,13576,114,57,583
15252,12703,192,375,1
15040,5817,389,760,1
14995,12610,156,304,1
4662,4661,31,24,1108
6733,11764,33,28,31
8303,8304,32,28,9
779,5287,6,4,158
14187,11828,80,70,48
12732,14500,106,46,10
15134,1690,183,357,1
6888,6889,42,37,38
15291,983,298,582,1
13887,13886,40,25,278
977,983,26,18,542
14079,5057,9,4,250
15038,10344,139,271,1
698,700,8,7,1
15230,13491,293,573,1
15038,3671,425,831,1
7072,7071,155,69,157
13655,5259,24,20,13
9883,9884,66,58,12
15268,3510,305,595,1
12910,13973,101,70,639
2380,2382,20,19,343
957,4525,7,4,1
11583,11589,79,69,30
3831,4458,57,53,298
15094,3429,368,720,1
15117,9851,351,686,1
11698,11694,22,20,93
15253,832,400,781,1
7694,15175,276,540,1
5897,5898,67,58,1
14991,3661,194,378,1
15282,6229,295,578,1
14973,8153,221,432,1
4405,4406,6,5,48
6528,8675,58,55,408
5040,5039,166,144,1
15291,986,325,636,1
9103,13910,50,44,11
15108,10423,164,321,1
14997,5490,179,350,1
15169,13963,166,324,1
14015,14014,60,52,1
4934,13333,11,10,110
15127,3597,299,585,1
3432,2135,85,52,97
2837,2838,40,35,1
1372,1374,25,16,291
15215,4822,260,509,1
15088,2325,692,1352,1
3414,3415,74,50,498
4857,4858,120,104,6
15038,3411,510,997,1
4409,4405,30,26,77
9645,6273,39,25,275
1115,1116,8,7,7
3592,4727,40,36,191
15250,5358,113,220,1
3043,3044,28,30,813
10122,10123,33,28,1
