u,v,w1,w2,w3
5307,2498,36,32,29
5018,5019,49,32,349
8276,8278,42,37,96
6582,6581,4,4,1
1218,1220,81,74,248
15210,8292,147,287,1
15,14,180,108,1
15248,7894,134,262,1
15038,7614,536,1048,1
15173,10245,403,788,1
11144,11145,81,73,172
6213,6215,31,27,1
6426,6425,10,9,46
3674,3672,52,46,23
3507,3891,55,48,1
15128,3596,291,569,1
5081,7608,36,33,282
15296,13175,173,338,1
9627,9630,80,57,734
14394,14395,148,134,185
5450,5451,4,3,1
2351,3621,41,42,650
11228,11227,29,25,26
12408,12463,34,30,113
9046,9048,18,15,70
14957,13633,640,1251,1
6748,11307,33,29,1
12577,11283,44,39,44
10826,11512,41,37,233
4201,7750,26,23,144
1949,15073,368,719,1
969,975,49,30,79
15174,5600,320,626,1
3615,10765,227,197,1
3542,4242,134,118,77
2047,2048,5,3,22
14724,14723,34,30,44
4122,4127,52,26,688
11076,11077,30,27,131
15145,14507,94,184,1
15142,10181,205,401,1
2752,10557,124,107,1
8212,8211,80,71,103
15222,4315,341,666,1
4173,3203,7,7,315
231,15318,234,457,1
3145,3159,21,18,53
1029,6064,1,1,111
11139,11140,63,54,1
2144,2145,6,4,436
8573,8574,80,70,17
11652,3358,29,29,577
10462,10461,40,35,44
14996,999,266,520,1
1986,1985,113,98,25
15255,10596,258,503,1
5001,5145,31,27,134
1823,15080,369,721,1
14083,6263,87,42,486
5920,5921,76,47,177
8136,8137,35,32,265
1652,1658,135,117,1
11646,1166,80,70,1
7568,7570,31,28,178
4278,10497,114,70,122
6860,6861,33,29,103
7917,7919,38,33,56
15259,9956,113,221,1
10906,8071,80,71,99
15256,3067,265,518,1
2277,2278,59,51,1
8747,8748,28,24,71
15230,2783,221,431,1
8131,6868,160,101,244
7841,7842,31,27,36
11050,11051,32,28,6
9755,9756,40,35,78
1424,1425,88,78,117
9732,9226,32,29,86
3421,14126,50,43,1
447,451,80,73,276
15086,9826,433,847,1
15216,12764,209,409,1
7821,7820,13,12,21
5206,8249,48,42,1
7240,7632,27,26,331
15195,12400,84,163,1
1522,1525,85,74,6
12783,12781,100,87,10
3212,3215,31,14,31
14990,7368,857,1676,1
5521,8904,71,62,1
2411,2413,223,527,4572
15013,10029,429,839,1
14969,3388,502,981,1
7077,8626,261,129,568
4504,4506,81,71,56
15134,1716,144,282,1
15288,1015,371,726,1
8719,8720,132,114,1
13628,13631,129,57,112
9790,9792,250,167,448
5955,5956,6,5,1
2751,4956,111,101,231
11292,11291,29,26,100
15127,10146,309,605,1
15232,328,312,609,1
10273,10832,30,28,253
14996,1014,280,547,1
14964,6578,275,537,1
15291,5840,349,683,1
4838,5209,32,28,63
3317,15159,324,633,1
10245,10247,78,71,242
13660,13609,311,135,1
15048,12048,597,1167,1
15173,13457,183,358,1
7080,5030,361,377,774
6954,10075,79,69,29
15100,4546,316,618,1
1980,1983,63,55,10
4947,4946,106,101,412
15062,3831,304,595,1
13102,1567,45,39,13
15084,1886,178,348,1
2667,2665,31,28,215
13981,13982,51,34,492
10803,10805,22,20,70
491,1086,7,6,178
9625,9626,42,30,683
516,513,5,4,253
1005,1001,33,21,250
15088,2325,692,1352,1
2610,2608,23,20,1
5334,13968,182,112,137
3656,3655,129,112,1
6604,6605,93,63,517
2157,2154,80,49,95
2310,15205,241,470,1
