u,v,w1,w2,w3
5450,15038,377,736,1
1332,14971,482,942,1
4008,14964,342,669,1
2053,15183,327,640,1
7027,15163,229,447,1
7507,14528,166,116,643
12752,14987,270,528,1
10844,14955,538,1051,1
8835,14967,249,487,1
4284,13496,83,36,57
5240,5580,38,33,4
1416,15276,450,880,1
13603,15027,958,1873,1
10212,15306,434,849,2
12407,14977,43,84,1
3366,15238,271,530,1
9836,10601,45,40,86
12612,14950,303,593,1
14056,15298,461,900,1
9763,13172,57,50,105
15264,13205,354,692,1
4288,12701,77,46,12
5002,15167,421,822,1
2380,2382,20,19,343
10898,15158,64,126,3
11088,15242,316,617,1
5804,5810,23,14,1
9134,9135,80,71,83
8070,15160,207,405,1
6057,15290,322,629,1
4517,4518,141,123,1
14065,15023,304,595,1
11511,14966,123,241,1
6635,6636,40,35,1
8049,15134,251,491,1
3323,7001,21,20,305
12433,12434,37,34,317
8956,15145,143,280,1
4729,4734,5,5,1
3647,14991,429,839,1
1322,15019,411,803,1
13449,15052,253,495,1
9397,15217,147,287,1
7832,14959,266,519,1
2331,15088,627,1226,1
6871,15252,366,716,1
1832,15081,475,929,1
11236,15117,428,837,1
12278,15188,265,518,1
11516,14961,250,488,1
1380,14981,286,560,1
11693,15218,166,324,1
1278,6560,34,30,3
5968,15273,202,395,1
10430,15105,242,472,1
4123,15123,326,637,1
3559,15279,363,710,1
3203,15272,372,727,1
7332,14946,917,1793,1
11809,15144,333,651,1
9499,10981,35,30,16
13597,15141,241,470,1
10688,15036,24,48,1
4213,15039,421,823,1
3611,13757,143,125,28
9174,9175,39,34,104
10545,15162,326,637,3
10280,14974,302,590,1
1876,1878,5,4,1
10480,15298,47,91,1
8071,10906,80,71,99
6655,15030,372,727,1
7898,14967,87,171,1
11356,15157,121,237,1
11856,15249,315,616,1
685,9410,119,74,190
2284,15110,221,433,1
7526,7525,3,3,1
10029,15013,429,839,1
14527,14991,235,460,1
6839,7082,250,217,1
2597,15208,348,680,1
11694,15269,287,560,1
6555,15096,296,579,1
6150,15025,53,104,2
13553,13730,492,230,343
4637,15193,225,439,1
6159,15089,241,471,1
12527,15283,219,429,1
7400,14991,155,304,1
867,15267,324,633,1
7389,7508,52,45,1
13574,13579,735,361,532
5800,14996,295,577,1
11313,15070,316,617,1
7806,15042,94,184,1
4958,7992,54,47,1
1028,14996,279,545,1
7556,14987,354,692,1
1365,15275,328,641,1
13739,13740,257,112,20
4408,15099,203,397,1
7758,7759,23,20,1
4200,15027,664,1298,1
7827,14955,345,674,1
518,10472,95,83,37
13576,13778,234,103,95
10504,15256,208,406,1
6955,7870,81,71,29
1447,15277,319,623,1
13569,15290,84,165,1
1805,15027,403,788,1
7348,15085,352,688,1
3439,15020,289,566,1
2071,15282,307,599,1
7709,15262,195,380,1
6574,6575,19,11,1
14764,14948,431,843,1
9986,14976,236,462,1
9750,9752,41,36,31
2136,15020,490,959,1
6537,15113,173,338,1
6775,14967,249,487,1
8358,13143,41,38,307
7410,15037,124,242,1
11322,11323,63,55,19
7593,7594,153,133,1
8449,14957,87,170,1
7139,7346,50,30,34
12812,15097,236,461,1
10722,14983,263,514,1
14164,15048,414,809,1
10537,15118,172,337,1
3677,15117,388,758,1
5621,14024,79,68,1
14374,14975,84,165,1
14216,14996,220,430,1
11464,15250,181,353,1
1763,15162,384,751,1
11734,15079,86,168,1
9238,4642,77,98,1557
15048,1144,368,719,1
8172,15219,65,128,1
1665,5887,8,5,2
11459,15259,314,614,1
10566,15292,213,417,1
12459,15016,297,580,1
1352,1353,47,41,1
13146,15280,377,737,1
7356,7357,325,282,1
3768,15063,403,787,1
15061,5231,224,438,1
6276,15129,231,452,1
14340,15165,374,731,1
11696,15053,322,630,1
7274,15023,711,1390,1
11333,15253,269,527,1
5624,15218,459,898,1
5684,15023,439,859,1
13832,13833,5,4,63
7285,15032,361,705,1
9964,15251,201,392,1
5026,15074,242,473,1
6917,13826,2,1,6
14498,14502,4,2,10
12870,15121,156,306,1
409,14971,616,1205,1
6899,13789,276,120,20
15039,4217,301,589,18
4593,14987,309,605,1
5488,14997,70,136,1
2507,15180,181,354,1
11919,12092,71,66,356
8155,14979,331,647,1
9515,15258,80,157,1
9509,15255,143,280,1
4995,15039,480,939,1
1572,1574,36,22,75
4049,4051,21,18,1
833,15253,410,801,1
13021,15150,145,284,1
2429,2430,92,80,37
12419,12420,81,48,1241
14830,15282,252,492,1
14747,15090,371,725,1
12584,14974,187,366,1
11778,11777,115,100,20
7904,15060,326,637,1
6295,6853,4,4,392
2625,15037,215,421,1
12668,12669,4,3,252
14784,14948,203,396,1
14174,15184,66,130,1
13475,14979,256,500,1
10227,15100,294,575,1
6267,6268,234,133,1079
9128,15121,310,606,1
894,1018,7,5,415
4609,5917,28,17,1
8888,15065,245,478,1
2782,15090,465,910,1
9412,15047,474,927,1
10250,10252,83,72,12
9253,11054,32,28,54
14721,15284,304,593,1
5474,15182,212,414,1
5713,15211,283,554,1
10267,15262,62,122,1
5891,15006,415,811,1
10216,15094,659,1288,1
14536,15096,75,147,1
7933,15145,213,416,1
6716,15218,163,318,1
8190,15248,90,175,1
8872,15254,242,473,1
11796,11798,81,70,1
11415,15122,190,371,1
1072,15012,897,1754,1
10946,15270,129,253,1
1976,1978,8,7,175
13805,14952,200,392,1
9968,15104,31,60,1
8466,15229,119,232,1
3121,15271,242,473,1
5544,5543,1,1,229
7616,15147,345,675,1
13928,15088,246,481,1
13124,15081,383,748,1
12488,15258,213,417,1
4635,15003,208,407,1
5571,15136,54,107,1
1767,15088,191,374,1
3336,3337,7,7,708
12157,14982,102,200,1
2583,8782,45,39,1
14807,15020,95,187,1
10528,15150,126,246,1
4748,15065,363,710,1
8702,15156,32,62,1
7344,15116,669,1308,1
13687,15100,136,265,1
10653,15164,178,348,1
9926,14979,252,493,1
5005,15149,232,454,1
494,14983,1083,2117,1
5919,15049,406,793,1
14149,15006,576,1125,1
8375,15086,214,419,1
4399,15026,254,497,1
13863,15087,336,658,1
1155,10934,179,155,1
11049,15240,298,583,1
3935,15215,249,487,1
15121,8559,230,449,1
13246,15048,539,1053,1
7824,14954,265,517,1
10154,15129,359,702,1
7497,14986,194,378,1
5773,14981,195,382,1
7286,7289,6,5,1
4310,15222,346,677,1
9132,15215,240,469,1
129,15111,247,482,1
4281,7744,215,102,416
12061,15272,225,440,1
945,15045,229,448,1
2111,15112,41,80,1
4689,15215,271,530,1
12593,15224,283,554,1
5119,15202,317,619,1
8709,15228,280,547,1
3404,3405,10,9,1
15231,8394,286,559,1
11531,15256,415,811,1
1015,15288,371,726,1
6749,15256,285,557,1
3349,3350,7,6,1
1185,1186,60,52,1
2973,15041,311,607,1
7979,14985,305,597,1
13840,15133,361,705,1
10008,10009,7,6,437
3966,14955,524,1024,1
6514,6843,6,4,92
1841,15078,431,842,1
2208,15264,326,637,1
12118,15135,193,377,1
10190,15083,215,421,1
10982,15032,341,667,1
6844,12923,84,74,104
15204,14885,296,579,1
14738,14739,39,28,807
6226,15231,418,816,1
14911,15153,141,276,1
13073,13074,35,32,229
5712,15211,287,562,1
12782,15088,325,635,1
6590,15038,369,722,1
10406,15236,165,323,1
646,647,656,403,119
1804,5796,78,68,61
5511,5512,144,147,687
14723,14724,34,30,44
3305,15184,290,566,1
3586,15273,384,751,1
7222,15169,219,428,1
13492,15145,313,612,1
4126,15144,320,626,1
3157,15279,226,442,1
9462,10039,36,32,112
5910,15116,419,818,1
1020,1023,81,56,582
3613,3616,52,48,263
7517,15047,140,273,1
6000,15287,358,700,1
12469,6423,40,35,64
12424,15075,257,503,1
1398,15019,162,317,1
11002,13202,17,15,1
5928,15222,321,627,1
14679,15061,65,128,1
11363,14976,265,519,1
9165,15145,273,534,1
