u,v,w1,w2,w3
10752,10751,27,23,1
13053,13054,32,28,92
15249,3870,373,729,1
15205,2438,371,725,1
10155,10276,81,54,432
1517,1516,42,37,96
15061,11829,214,419,1
15049,2140,272,532,1
1137,1140,7,6,14
15248,13383,158,309,1
15259,13277,329,643,1
10027,10025,82,71,1
7900,7902,31,27,91
9555,15077,270,529,1
15258,11383,138,270,1
11248,10287,143,89,180
4542,4549,51,47,255
9594,7668,55,48,1
340,342,39,34,1
6002,6003,278,164,1252
6845,13853,88,54,54
7084,14899,22,19,6
15272,13705,297,581,1
12965,12966,37,32,9
15288,1016,373,729,1
10177,10178,37,32,1
9075,11135,4,3,1
15269,11660,19,38,1
15196,6705,371,725,1
6591,6589,6,5,1
2455,5327,158,162,701
15193,13390,310,605,1
859,15267,424,830,1
15081,1832,475,929,1
15209,11149,126,247,1
6203,7746,23,20,1
9520,9542,32,28,4
706,705,8,7,1
15285,1223,216,422,1
39,15056,358,699,1
577,14984,525,1027,1
9151,15176,324,633,1
14332,14333,34,30,154
15038,2263,758,1482,1
5150,5152,39,34,63
15264,2217,346,677,1
7002,7406,158,137,1
14997,5491,156,305,1
14984,11907,392,766,1
15262,11166,43,85,1
2734,10559,101,89,70
14142,10080,27,24,85
10923,10924,35,31,163
15090,4270,708,1385,1
15027,10669,104,204,1
12247,12245,63,56,117
7119,4336,44,38,5
6592,686,5,3,1
3137,3136,82,74,224
7028,15200,253,494,1
293,6896,249,122,530
15080,1839,383,748,1
15118,11595,315,616,1
6653,6651,50,44,1
15080,8372,402,785,1
10775,10776,18,16,19
15291,1214,372,727,1
15088,4798,339,663,1
4924,11582,71,67,408
7059,7060,25,11,1
15288,7012,366,715,1
1345,1347,161,185,1135
1547,15008,231,452,1
605,607,242,211,49
5049,5050,62,63,684
15133,13481,541,1058,1
14055,14074,316,275,1
2983,2992,20,18,1
15282,9201,244,478,1
14917,14920,32,28,1
12195,8788,34,30,123
15120,8547,144,282,7
12842,12894,81,74,240
7623,10846,35,30,1
883,884,21,13,123
13827,7592,115,122,818
14991,7006,437,855,1
14952,6552,618,1208,1
12796,10469,22,19,83
15277,11099,360,704,1
6513,7082,47,41,1
15149,14077,323,631,1
115,117,63,55,1
15002,6604,200,391,1
15103,4675,433,847,1
6424,14704,21,18,43
3258,1728,24,21,33
15083,10082,281,548,1
195,190,28,12,54
15199,8280,150,293,1
15169,11145,73,144,1
15061,14677,28,55,1
579,13865,6,4,7
2499,10828,38,33,1
7762,4650,20,17,1
13444,14555,313,136,1
15116,8330,464,907,1
9449,9448,77,53,541
15090,2780,487,952,1
15078,13396,264,515,1
15145,7933,213,416,1
14997,1023,180,353,1
7360,7228,75,57,988
15010,6708,111,216,1
1262,1264,83,72,7
5351,5129,55,48,30
3439,3441,54,48,140
14361,14362,65,59,239
14971,408,623,1218,1
5676,5677,19,17,241
15071,6633,338,660,1
10699,10700,36,31,25
13535,13536,547,356,1633
14967,6777,253,495,1
3927,5703,106,92,2
3939,8398,48,42,33
5622,5624,66,57,1
14979,7384,293,573,1
13036,13034,20,17,38
2474,2475,101,89,34
10004,10005,76,67,32
530,531,14,12,6
15265,3842,218,427,1
6888,7160,42,38,131
5295,5297,45,41,186
7719,7720,19,17,1
468,469,78,74,411
4257,4259,47,41,1
9651,9649,48,43,117
826,831,24,14,1
139,7463,6,5,1
15006,5315,1241,2426,1
61,15031,361,706,1
2378,11097,169,76,193
15120,2344,234,457,1
15264,2216,362,708,1
14959,12878,158,309,1
11102,12621,82,71,6
10384,10385,50,44,25
14963,6190,521,1019,1
5446,5447,48,42,1
15045,5765,196,384,1
15100,4539,206,403,1
15159,8495,145,283,1
7414,369,61,53,8
15279,3132,301,587,1
6093,15220,156,305,1
9826,11885,36,31,1
1897,1959,7,8,849
15124,8563,130,255,1
621,5568,63,39,170
1594,1596,22,19,106
15052,12952,271,529,1
7452,7450,33,29,83
15148,6263,307,601,2
15093,265,320,626,1
1781,6681,146,130,120
4739,10902,7,6,281
11346,11791,76,66,2
12600,12599,128,130,678
5319,15029,468,916,1
4079,4080,6,7,925
15283,11035,304,594,1
14387,14386,33,30,165
15288,5813,382,747,1
1413,14514,9,6,276
893,895,83,52,168
15264,3972,326,638,1
2363,2365,12,5,54
8191,8190,26,23,98
15254,9522,322,629,1
15010,14355,181,354,1
14221,14228,13,11,13
15277,1447,319,623,1
15116,9790,628,1228,1
13707,3745,154,72,363
2187,2189,34,32,339
15201,12182,37,73,1
10119,10120,21,19,1
8845,9060,40,40,588
7927,7929,146,90,97
15020,2614,389,761,1
5874,5875,6,5,1
15101,502,362,707,1
15209,4246,272,531,1
11333,11331,42,38,202
3078,15241,65,127,1
5199,7494,4,3,1
10847,10845,44,38,1
15112,7594,39,77,1
6487,13530,245,220,171
15124,7450,286,559,1
14215,13566,469,219,334
15027,8760,195,381,1
10788,10789,65,56,1
14448,14462,43,40,303
81,15026,314,615,1
5303,12746,47,41,81
8357,15245,200,390,1
869,11583,27,23,30
14939,14940,71,62,1
13272,15259,369,722,1
15171,6793,143,280,1
7744,14103,164,114,1898
15026,4393,57,110,1
191,210,15,7,54
15282,2066,336,657,1
15081,6161,183,358,1
10914,12770,55,48,34
15162,6200,398,778,1
15253,2019,374,731,1
14981,11688,114,224,1
7518,7520,47,41,1
15170,8513,113,220,1
4173,4172,106,97,256
4611,1313,61,36,1
14957,8451,224,438,1
15134,3900,320,625,1
15076,1935,127,249,1
9182,9183,41,36,135
15278,11937,229,448,1
2116,14798,40,34,7
2197,15280,202,395,1
15281,3179,303,593,1
14981,1387,204,399,1
2915,2179,22,21,430
5057,14061,60,90,2216
78,79,13,12,101
15045,9334,326,637,1
14989,8981,214,417,1
15181,10544,388,758,1
15060,8917,180,352,1
889,14997,418,817,1
3995,14966,243,475,1
6517,6516,7,6,1
15240,11848,302,590,1
11007,10272,31,28,105
890,1018,7,5,167
4111,4108,7,4,127
15110,12051,168,328,1
4474,4475,63,60,441
9329,11094,81,71,23
1225,6423,39,35,64
15001,2065,332,649,1
9246,9244,450,260,1145
15126,5535,256,500,1
15049,293,295,576,1
482,15167,219,427,1
4564,8766,47,41,2
15289,2694,308,603,1
516,521,9,8,36
1527,1511,59,51,1
8000,13331,81,71,61
15290,7552,340,664,1
3583,12105,44,38,40
15144,7563,153,298,1
1459,14958,501,979,1
15126,9140,292,572,1
9364,9365,41,26,210
4599,4600,31,28,265
13900,13901,48,36,913
5230,5232,50,44,30
11328,12934,78,51,367
12955,6605,7,4,1
12252,12253,33,29,6
4301,15165,92,180,1
13687,11206,82,72,1
14976,1344,254,497,1
15284,12853,167,327,1
4750,4749,40,35,39
12121,12120,14,12,23
11295,11296,81,71,1
15279,3134,251,491,1
10,15,58,50,1
15255,11557,289,565,1
326,4604,322,280,5
4559,4561,14,13,273
14960,9478,258,505,1
11530,11717,58,51,140
15118,11082,284,555,1
5597,3300,8,7,38
876,2257,40,24,107
3592,4726,80,70,38
1157,14486,19,16,1
13860,13861,139,84,24
6240,6239,293,127,1
15086,1979,262,511,1
15148,6111,537,1050,1
12290,8890,40,35,64
15260,10650,340,664,1
13492,13975,43,30,639
15047,6470,80,156,1
14958,2089,149,292,1
10216,10217,80,54,498
2025,9758,60,52,1
12103,12106,34,32,252
15242,11446,385,752,1
14961,1008,303,593,1
526,527,30,27,110
15041,9420,301,587,1
1057,3330,36,22,75
2339,15125,328,641,1
12432,1922,97,87,132
15289,2700,326,637,1
15192,13824,211,412,1
6529,8675,5,4,1
15176,10817,193,377,1
15167,14303,108,211,1
15273,5967,200,391,1
15046,5496,1019,1991,1
15157,2813,240,470,1
3073,3068,5,3,126
15186,11374,340,665,1
15273,9909,307,600,1
7145,7147,47,41,62
15041,621,550,1075,1
6957,6239,241,105,1
5030,5029,67,59,99
15265,12528,188,367,1
15147,5040,409,799,1
