u,v,w1,w2,w3
15149,5051,303,593,1
14990,7368,857,1676,1
6352,6353,20,18,231
15142,9134,268,524,1
431,429,6,6,715
291,15092,491,960,1
15089,14544,140,274,1
15088,2018,186,363,1
1750,1748,47,56,1262
2615,2618,54,49,201
7063,7058,19,8,1
15167,5516,225,440,1
2151,2153,18,11,95
15093,7360,632,1235,1
524,2919,26,29,932
915,916,47,31,356
11015,11016,22,22,498
9470,9475,38,33,115
3054,3056,13,11,64
4210,4346,426,370,1
7298,15032,365,714,1
15089,3060,293,574,1
15132,1698,293,573,1
11661,11665,29,26,93
13698,6092,302,175,1173
719,13628,54,28,746
4559,4560,28,25,273
1106,1105,4,3,1
14967,6274,248,484,1
4120,2345,60,53,49
15283,1439,339,662,1
2380,5260,6,6,343
14992,7812,268,523,1
15058,8180,458,895,1
2921,2920,13,12,151
15197,5349,225,441,1
15259,11483,86,169,1
15084,1886,178,348,1
4060,4057,6,3,3
11371,11370,32,28,10
920,15004,209,409,1
3281,3282,34,30,74
14101,14112,400,183,258
2170,5569,6,4,123
15114,10680,351,686,1
11144,11145,81,73,172
15004,1607,203,396,1
2503,2504,267,117,43
14990,6559,843,1648,1
2580,2581,45,41,230
4818,4945,35,30,7
15035,9691,350,684,1
15062,3831,304,595,1
15095,13940,239,467,1
15250,5357,150,293,1
15213,2531,161,316,1
15071,12530,168,328,1
187,15201,410,802,1
15220,9362,114,224,1
15225,9886,372,728,1
15215,2363,263,515,1
15011,383,352,687,1
14989,3815,362,708,1
9028,9029,46,40,1
970,973,68,47,542
4284,206,6,3,1
11,12,105,91,6
14987,1279,278,543,1
15287,892,391,764,1
2306,2304,6,5,10
15167,5660,286,558,1
3332,4486,55,52,415
431,6515,20,20,715
7892,7940,45,42,338
980,14961,356,695,1
15208,9238,238,464,1
11368,5363,241,150,168
15019,1375,220,430,1
8528,6665,41,36,122
1075,15048,619,1210,1
15030,8730,337,659,1
9832,9834,48,42,1
14987,570,355,693,1
1371,1368,101,62,136
2197,2209,81,76,345
15119,2837,352,688,1
15215,4998,157,306,1
15252,12414,250,489,1
221,15185,314,614,1
15268,3503,369,721,1
4436,4435,92,82,125
