u,v,w1,w2,w3
15235,2101,72,140,1
11046,12310,39,34,7
2817,5916,19,18,256
14996,5094,340,664,1
7091,7092,136,119,1
15255,7795,231,451,1
15144,4130,324,634,1
10231,10233,53,47,47
1110,1109,96,83,1
7367,8334,57,50,1
3001,2999,69,43,181
10938,11560,40,35,20
4080,4082,30,31,783
3144,3153,6,5,1
8529,8531,37,33,59
14338,14375,38,42,967
15261,6813,276,539,1
5999,6001,5,3,1
1851,1852,75,65,1
3643,7758,24,21,1
1149,5984,161,142,85
2431,5153,81,78,463
5244,4409,32,29,120
15128,10957,238,465,1
14939,14940,71,62,1
9073,9075,58,50,1
6717,6718,9,8,112
4528,4529,109,95,36
2023,2024,77,67,1
3795,3797,47,42,142
10630,15076,487,951,1
3447,3446,63,38,51
15218,11113,345,675,1
15275,11054,202,394,1
5797,5798,37,33,31
15300,2417,429,839,1
9738,9739,41,39,379
34,3718,5,4,1
6390,4455,6,5,1
5619,2330,28,24,1
15064,3767,371,725,1
13245,13255,115,100,1
15009,12251,178,348,5
15124,13538,239,468,1
1061,6803,12,12,478
1475,1495,54,47,1
8283,8284,40,35,5
15138,7380,160,312,1
15263,5295,240,469,1
14978,8811,289,564,1
14875,14874,54,47,1
15248,8194,150,292,1
1959,1903,5,5,270
4476,4484,19,16,1
508,15156,258,504,1
6440,8623,21,18,1
14946,7133,1008,1970,1
5224,5223,4,2,26
9773,15098,114,222,1
1998,9651,123,110,117
5140,5139,25,22,1
6299,8209,30,26,87
1387,1385,61,41,468
6863,14636,98,60,84
15266,11590,199,390,1
436,14351,93,81,1
6163,5967,6,5,27
1916,1917,7,6,1
1685,1695,70,46,420
8,10,47,41,1
11318,8127,97,85,47
74,72,40,25,252
15242,12789,156,306,1
3388,1761,42,18,7
8287,8286,82,72,105
5473,5471,57,50,44
6974,6975,52,31,10
2135,2756,37,32,1
13561,13560,448,234,778
6939,6941,35,30,1
15176,9591,198,387,1
5626,5628,4,4,353
15033,6838,450,879,1
10752,10289,48,42,1
3080,15241,147,288,1
15239,529,289,564,1
15163,11606,117,229,1
15290,6059,326,637,1
7620,7621,22,20,140
15220,2179,292,571,1
15171,12444,185,361,1
15063,3813,377,736,1
3396,11446,38,25,398
15088,4798,339,663,1
14397,14398,106,95,185
4672,4673,7,6,1
5023,9670,38,33,113
15093,267,412,805,1
594,13873,56,34,44
1214,1216,53,46,11
8296,12164,39,34,6
6307,6308,4,3,1
10826,11512,41,37,233
2551,4920,39,34,1
1271,1272,60,52,40
1212,1213,36,33,248
301,13835,74,65,1
596,13874,56,34,16
640,643,166,102,135
1465,1466,81,74,244
11245,3557,85,78,293
9754,9241,36,32,162
14956,1598,288,563,1
14966,10088,161,314,1
12040,12039,11,10,496
14786,14787,32,28,4
7856,7857,44,39,1
4966,4968,39,36,273
4923,6527,68,66,480
11345,10869,36,31,1
8043,8044,33,29,34
13896,12287,66,58,9
2819,2823,42,37,65
15242,3400,328,641,1
2329,2330,25,21,1
15015,9974,260,508,1
7791,7790,115,101,88
4570,4571,41,36,34
15042,12560,168,327,1
5911,7159,130,62,455
11488,11483,31,27,32
15100,6682,308,602,1
4250,4252,31,29,298
4278,4291,23,20,30
15258,12487,132,258,1
10557,11767,34,29,1
2240,8731,77,84,943
13435,6525,7,6,1
1418,1420,161,142,92
2843,2844,91,79,1
1874,1877,4,4,1
8450,8449,32,31,495
15222,4311,319,625,1
15292,10567,229,447,1
10080,4042,266,232,10
1112,1111,55,48,1
950,951,67,44,429
8178,8179,93,107,1147
15115,7546,363,710,1
13752,13783,207,90,3
14983,386,663,1295,1
7541,7967,120,105,40
2025,9758,60,52,1
15038,5467,319,624,1
6906,14795,6,5,58
15100,4542,344,673,1
4942,3746,16,10,300
15032,3693,293,572,1
6011,3073,145,91,181
8279,9996,37,32,48
15275,1752,269,525,1
745,15038,803,1570,1
15175,12898,76,149,1
14992,7340,124,242,1
8406,8407,34,30,84
