u,v,w1,w2,w3
5449,5450,111,96,1
15278,11923,207,405,1
1844,1845,141,123,4
15249,7582,249,486,1
2492,2490,112,97,1
2342,9430,80,70,10
15259,6934,291,568,1
10462,10461,40,35,44
15027,1773,335,655,1
14954,7993,38,74,1
15283,8791,34,66,1
10126,10125,69,60,1
15172,9943,163,318,1
212,4569,6,4,466
12472,10871,16,14,1
15017,7532,293,573,1
15237,2495,293,573,1
15133,11497,206,403,1
2179,2178,24,21,69
15049,2139,276,540,1
5087,5091,39,36,275
10451,11806,77,67,27
15088,4799,339,663,1
15294,9432,309,603,1
15242,11443,319,623,1
12804,12803,33,30,287
6893,14250,29,26,1
4760,14954,407,796,1
293,6896,249,122,530
15218,6823,462,902,1
15161,14224,346,677,1
9182,9183,41,36,135
10838,9976,23,20,71
8679,8680,82,71,1
11442,11441,2,1,201
11605,11604,19,17,109
11425,11427,81,72,98
15278,9220,304,594,1
2781,14068,62,54,9
8043,8050,92,81,91
15257,3514,342,668,1
15124,8567,236,461,1
8175,9637,40,35,113
9236,13068,28,25,44
13668,2321,75,37,579
9441,9440,109,71,361
1090,1091,121,105,12
15283,6725,299,584,1
9206,9207,12,10,111
3312,3316,37,33,11
5003,15207,380,742,1
10296,11085,78,77,530
15253,5832,512,1001,1
15270,10947,203,396,1
15172,12982,217,425,1
6778,6777,10,9,1
985,997,59,51,1
1425,1427,68,59,38
15242,3395,341,667,1
10312,10313,34,31,171
15098,10077,18,35,1
12121,8010,69,60,23
14991,13815,407,796,1
11290,4336,73,67,259
6901,2762,1,1,36
2806,2920,25,23,123
9938,7448,63,55,90
4485,4487,51,49,415
6211,12455,89,77,1
2716,2720,7,6,17
8047,8045,39,34,9
927,929,48,31,326
5202,7166,241,105,2
137,138,6,5,1
187,188,22,9,1
3766,15064,431,842,1
532,15237,200,392,1
6382,9170,21,19,104
1392,1395,72,48,486
3299,3298,105,93,100
13669,6075,44,39,63
7548,7549,193,168,1
754,782,82,76,331
14995,4595,286,558,1
12643,13070,31,28,199
12094,8788,81,70,35
13654,13554,142,65,276
5971,5970,3,3,1
12406,13000,36,32,8
15253,835,397,776,1
15204,14885,296,579,1
4495,4498,95,83,55
309,2955,123,76,152
11988,11989,32,29,104
8454,8452,40,29,763
4504,4506,81,71,56
5540,5541,19,17,1
3070,6417,71,62,16
13481,13480,196,85,10
14360,14361,62,56,239
15171,2374,194,379,1
15256,848,311,607,1
3960,3953,30,26,5
5557,5173,162,146,189
1910,2441,69,61,134
15011,14413,159,311,1
4274,4279,26,16,1
909,910,93,56,1
15224,3376,315,615,1
11602,11610,61,54,30
8113,8114,48,42,32
13133,13139,481,323,1760
14427,14431,45,39,1
850,852,61,40,322
15010,438,182,357,1
14984,13806,861,1683,1
2993,9083,85,74,1
15083,13186,225,440,1
8791,11918,43,40,262
1060,15046,927,1812,1
1117,1163,107,95,102
4627,4629,34,20,2
15094,3426,195,381,1
1652,1658,135,117,1
9759,15070,286,560,1
10667,11030,48,48,589
2925,2926,161,101,220
2505,13790,267,116,12
11026,8784,128,123,454
788,789,74,44,16
5187,15106,379,740,1
1473,1471,119,104,46
9103,13908,45,28,166
2394,2393,36,33,178
13053,13054,32,28,92
9097,10822,33,22,353
7477,7472,42,36,7
3958,4321,50,45,164
2073,2074,25,17,585
15110,10106,96,188,1
3093,3094,15,13,1
6964,7056,782,344,84
15009,1554,219,429,1
4168,1309,82,73,125
15099,4075,343,670,1
5638,5640,60,52,74
15254,8870,211,413,1
3424,6165,76,47,97
11919,11870,73,65,95
14992,622,654,1279,1
9513,10754,80,69,1
15254,12554,76,149,1
216,695,192,94,545
6279,6281,55,48,28
15006,1499,1285,2512,1
15264,13262,219,427,1
14979,8158,81,159,1
13898,13899,52,33,199
4518,6347,87,53,64
1599,1602,21,14,361
427,332,7,6,5
4023,4025,39,37,466
5176,5173,17,15,1
15264,2217,346,677,1
15277,566,294,574,1
14069,14043,115,100,16
1015,1016,4,3,309
15055,6522,460,899,1
8083,8081,123,107,16
8465,8467,2,2,325
7080,5030,361,377,774
3348,3347,78,83,815
15093,7358,56,110,1
8868,8869,40,35,1
14948,14748,416,813,1
15288,11344,76,148,1
10161,10160,38,35,229
2813,2815,163,149,250
12629,12630,82,72,1
3190,3191,45,43,377
7305,7303,25,22,209
2871,2872,96,84,24
7909,13511,50,47,369
14966,10825,157,307,1
5144,1300,78,68,1
2421,13820,7,17,4533
141,145,321,280,29
3087,3088,6,4,1
4536,4541,7,7,618
8892,14536,45,40,144
5077,5078,162,142,53
8055,8059,14,13,242
13235,8695,57,50,23
7588,7589,15,13,92
8588,8592,49,43,100
14967,6779,265,518,1
7850,7852,40,44,958
15298,3352,542,1060,1
11308,11533,15,13,1
4055,4064,50,44,54
15014,778,331,647,1
2460,2462,4,3,403
249,6243,234,104,106
10433,12352,80,70,38
15011,492,920,1798,1
15008,1548,194,380,1
7333,7324,2,1,1
9987,5987,72,63,17
7473,7474,18,11,77
15110,11031,332,649,1
6838,6839,104,94,228
13538,13537,35,17,450
14781,14780,79,73,254
15158,8978,133,261,1
1097,5584,432,376,4
779,5280,6,5,12
5714,7320,4,2,299
2338,2339,70,48,582
3001,6010,72,45,181
1172,1174,116,101,1
8163,9648,42,36,20
962,964,45,30,545
277,276,94,82,80
12169,12170,70,61,8
15092,6910,422,824,1
5868,5867,27,23,1
7742,7741,799,481,6
15193,10778,239,467,1
1850,2001,8,7,5
2261,2268,18,11,1
11422,14661,39,25,271
14969,1756,407,796,1
12186,9862,127,113,139
15283,10729,420,821,1
15297,14891,275,538,1
2294,2295,76,80,815
14397,14396,15,13,3
12173,10624,6,9,2183
15128,13856,345,674,1
15170,8516,47,92,4
7001,7000,21,19,132
4591,9269,106,93,46
15232,9732,204,398,1
2658,2659,53,32,68
1154,1156,16,14,22
146,147,114,50,59
8949,13207,73,68,368
9568,9566,60,52,1
2348,15121,190,372,1
6427,12217,35,31,18
5317,5318,75,65,1
15117,9741,104,204,1
11113,11112,52,45,27
12315,12319,29,27,275
2818,13356,93,93,631
1993,11931,39,34,4
4173,4172,106,97,256
12453,12452,31,27,33
725,4760,6,3,629
7299,8686,61,53,31
6682,4546,80,71,142
13587,13588,188,84,139
9201,12340,14,13,141
3892,9067,18,16,98
39,15056,358,699,1
7268,7269,72,63,1
15119,11277,277,541,1
14953,6251,546,1068,1
13274,12900,80,75,366
2728,2723,31,28,65
6321,6322,10,9,186
10722,10723,159,138,1
15237,13351,64,126,1
15062,4459,227,443,1
2207,4045,107,100,339
1376,14981,403,787,1
736,737,7,6,1
3013,3014,37,32,2
5104,14089,94,82,1
10457,10456,162,140,1
8780,8781,46,46,642
1151,1192,25,22,1
289,287,125,112,147
14380,10011,5,4,281
15288,10927,366,715,1
11517,9341,49,43,31
3667,5406,33,28,1
15120,11124,270,529,1
7145,7147,47,41,62
15015,659,355,694,1
13773,13779,239,104,27
8286,8289,87,76,29
3211,3213,11,9,105
13537,13598,208,126,1338
15215,4697,255,498,1
15100,12397,255,499,1
5337,5334,156,97,157
13427,14498,4,2,1
13895,14621,35,21,2
4579,4580,123,107,1
6258,6254,48,41,1
6426,6425,10,9,46
6813,858,160,140,29
4573,8826,26,16,1
2695,2688,161,141,42
15288,5813,382,747,1
857,11266,55,34,75
13612,13611,263,138,777
15023,7215,948,1853,1
4625,4623,11,10,12
3214,3216,36,31,10
826,827,16,10,1
4331,12054,109,97,141
812,814,87,52,1
10546,10545,56,49,1
1010,1025,48,33,582
2038,2040,37,32,73
3818,3819,160,139,2
15048,12038,535,1045,1
2228,2229,47,41,5
7086,7668,12,11,1
15146,11810,244,477,1
3729,3730,35,31,1
4847,15154,362,707,1
15011,1655,300,587,1
2247,5702,107,93,5
2745,4956,44,40,231
3423,3425,76,51,498
13725,13727,34,16,489
11324,11326,139,122,73
15123,8522,147,288,1
9437,10568,32,28,87
15165,3537,421,823,1
15258,13295,323,632,1
15229,4980,314,614,1
15287,2737,308,602,1
9464,11125,81,71,44
13230,13228,78,76,505
11924,11939,62,56,245
15020,6937,129,252,1
6817,6819,33,29,213
1100,1106,84,73,1
12031,12033,10,9,5
14154,7412,63,56,178
9141,9142,9,8,1
15238,11650,104,203,1
2103,2105,23,20,79
4937,4936,49,30,1
2886,15148,244,477,1
9718,11179,33,28,1
13774,13777,270,235,1
9472,9474,41,36,111
15040,6742,471,920,1
14992,10961,101,198,5
4641,2471,65,63,512
15021,12538,431,843,1
12507,9376,34,29,12
3979,11293,78,68,40
2105,2106,27,24,136
2151,2154,80,49,51
15249,7835,92,180,1
9302,9304,40,35,1
8823,8825,26,22,9
4189,4804,68,60,66
4990,4991,5,4,1
15119,4294,222,433,1
10408,10404,61,44,713
4100,4099,219,146,466
4928,4927,62,58,359
3,10657,33,20,35
7075,7141,267,232,1
560,561,41,39,336
1548,4986,41,37,162
15061,11826,185,362,1
6466,6468,80,52,316
8739,7849,34,30,1
4785,4787,28,25,91
970,971,7,6,63
14947,19,685,1339,1
3926,3928,108,94,12
15102,12930,209,409,1
2347,15121,208,408,1
2484,2482,26,16,147
6843,6512,47,40,1
9971,9972,31,27,1
3706,3711,86,76,95
2180,2182,119,77,308
14976,10296,181,354,1
1350,1348,146,130,127
14995,4751,272,531,1
15093,14091,637,1245,1
15027,4198,708,1383,1
15280,13308,39,76,5
15026,9684,342,668,1
8301,8302,31,27,9
3650,3652,3,3,1
14976,2435,275,538,1
11654,535,42,37,6
9860,9858,41,37,261
4817,4818,8,7,1
8693,416,32,27,8
15081,1989,335,654,1
6080,6081,23,20,36
15194,4427,201,394,1
4725,4731,49,44,143
1394,9916,76,67,112
3952,3953,5,4,4
589,599,31,28,141
4484,4684,45,39,45
2323,2320,85,77,223
9628,9627,160,105,390
4699,4702,74,75,659
9683,88,92,80,47
950,15294,316,617,1
755,757,95,83,18
15275,8659,275,538,1
15187,3276,177,347,1
9373,9374,45,39,9
9909,9908,64,56,20
11060,4329,41,47,1147
14963,6198,534,1044,1
15141,9196,187,365,1
10563,11549,43,38,2
5520,7971,55,47,1
1991,11734,183,162,120
15252,12713,403,787,1
15202,8914,239,468,1
5673,5674,73,64,61
15086,7037,466,911,1
575,576,486,222,238
3930,3932,42,37,28
15095,13910,155,303,1
4141,4142,2,2,187
14960,9476,276,540,1
3358,3362,15,9,287
5216,11334,43,28,353
14980,9286,183,357,1
15230,6227,418,817,1
1038,6534,48,41,1
7883,7884,35,33,326
13832,15112,378,739,1
13385,13386,31,33,854
1540,1541,33,29,107
3520,3525,34,31,143
6873,3071,146,128,41
7072,7076,172,77,150
1360,7080,261,227,10
845,15256,355,695,1
15068,2399,158,310,5
12236,12234,34,30,141
6082,13757,75,65,28
4809,4808,2,2,66
10119,10120,21,19,1
6,8138,20,12,108
15257,3515,242,473,1
5539,5968,35,31,112
4594,4598,46,44,424
291,2588,5,5,90
7069,7616,103,90,85
15278,11481,125,244,1
4959,15118,377,737,1
6042,6043,50,44,1
14159,362,603,524,1
5558,5559,180,158,63
2535,8097,31,28,92
6499,12044,55,48,8
4371,4372,40,37,293
9444,9446,98,65,451
1702,1704,73,65,95
12269,12270,58,59,657
58,12884,45,31,617
2031,15044,324,634,1
11104,10746,65,57,19
40,15056,354,692,1
4000,3998,79,76,458
7142,7143,162,111,554
3897,3900,33,29,1
15083,5794,494,965,1
1789,1787,58,54,283
3178,3180,12,11,377
7993,7994,95,84,104
646,647,656,403,119
15293,5923,577,1128,1
15251,6269,158,310,1
1531,1532,15,13,6
12803,12805,163,152,340
15053,2667,350,683,1
15154,14902,135,263,1
13058,13371,70,61,37
1002,6064,6,3,246
8433,8431,42,37,166
15143,11417,285,558,1
15118,12290,153,300,1
325,14986,235,460,1
1247,15019,558,1090,1
12782,13927,20,12,58
8488,8489,12,10,129
15183,7961,148,288,1
4090,15096,353,690,1
15126,9140,292,572,1
