u,v,w1,w2,w3
12867,13084,44,38,100
15081,1826,503,983,1
1412,1414,8,4,397
11335,11336,41,35,9
15009,629,1034,2021,1
13734,5937,73,36,509
1207,15269,334,653,1
2789,14733,115,100,3
15194,8038,517,1012,1
6619,805,37,34,204
7878,7879,87,76,1
238,15277,277,541,1
15048,12048,597,1167,1
1357,15183,54,106,1
4867,4868,5,2,329
15059,13495,124,242,1
14554,7714,153,182,1269
7483,7488,35,16,306
14967,12768,322,629,1
14970,457,303,592,1
8086,9189,19,17,23
15173,13457,183,358,1
8387,8385,120,117,515
13404,14861,73,65,77
729,15290,96,188,2
14361,14362,65,59,239
4466,4470,157,137,1
14981,2186,356,695,1
11717,11718,38,34,140
4420,4421,3,2,1
2347,2349,67,58,1
15210,14659,124,242,1
15156,2610,298,583,1
14963,2252,368,719,1
15184,14183,224,437,1
3107,2679,6,5,1
5593,7066,365,192,790
6615,5258,4,3,1
1132,1119,351,305,2
14991,7386,290,567,1
2343,2345,37,33,59
13744,15039,660,1290,1
5644,5653,8,7,44
12439,10181,39,36,251
4815,7732,65,59,249
7889,7891,36,25,687
7585,7586,26,23,1
9411,9410,48,30,190
922,923,7,4,204
15043,8406,73,142,1
15042,7807,220,430,1
356,357,7,6,1
679,680,104,64,88
12679,4628,153,107,637
9644,9642,58,52,152
4615,4618,11,9,16
1828,1818,37,33,64
546,545,52,59,1061
14998,8141,26,51,1
15180,13791,147,288,1
15117,9851,351,686,1
10824,10825,26,23,118
10899,8065,81,79,526
10716,8677,34,30,4
96,97,83,73,9
13847,13848,140,85,40
6075,4800,73,64,63
3273,4413,32,31,444
15288,7012,366,715,1
15209,10704,262,512,1
15017,3181,362,708,1
4215,4216,21,18,1
14965,3084,207,404,1
3126,9031,91,57,200
5657,5658,138,120,1
15253,2984,361,705,1
15021,6942,63,124,1
8233,14085,25,22,50
4499,4501,49,43,9
8031,8033,31,27,15
4835,4838,14,12,74
14992,4158,154,301,1
2937,8920,19,17,48
14963,6184,532,1040,1
1178,1188,100,87,1
5641,15060,36,71,1
9937,9939,81,71,50
4035,8987,57,51,152
11295,11296,81,71,1
6200,6199,18,16,125
14901,14902,32,28,5
15038,11879,24,46,1
15271,3120,184,359,1
14400,14401,99,89,185
3194,3193,15,15,439
2582,2586,43,37,42
1457,1459,7,5,565
1405,1406,5,4,705
15011,1083,298,583,1
4463,4237,313,272,1
15045,6798,58,113,1
9465,11457,42,27,287
3478,3476,15,13,1
319,2138,6,3,572
6039,6041,20,18,37
15081,7051,506,988,1
15212,3288,122,239,1
15220,526,270,528,1
15137,7226,195,381,1
441,439,80,69,1
91,103,1,1,1
1935,1934,55,51,271
658,659,7,4,177
3475,4970,45,39,1
1230,1233,61,53,15
11450,11449,23,15,287
152,151,101,88,1
5146,6769,29,26,181
15285,1223,216,422,1
15112,3050,157,307,1
3910,3912,41,36,8
15046,1112,479,937,1
7663,2016,57,50,27
1565,14971,218,427,1
15069,2427,141,276,1
2336,7619,100,66,432
8032,14245,12,10,15
14194,14276,7,6,111
15230,11041,239,468,1
4186,4803,67,61,262
14223,14222,6,3,967
14976,359,402,786,1
11440,11459,56,48,2
14982,1408,317,620,1
15003,8423,135,264,1
12826,12827,33,30,239
15079,1996,470,918,1
3665,3666,94,82,1
15284,11229,76,149,1
6051,6048,3,2,336
3965,3959,30,26,1
921,1245,7,6,1
14326,2793,10,9,1
939,940,7,6,15
13556,13555,204,89,58
1292,1291,58,50,1
13383,12380,3,3,40
15288,11346,73,143,1
15099,10662,305,597,1
110,111,5,5,1
15203,14265,283,553,1
12469,6423,40,35,64
5562,3615,187,81,32
218,13247,184,80,1
7397,7390,17,15,1
2110,3053,5,5,1
15204,3209,295,577,1
15088,14628,143,279,1
12251,1555,41,38,210
15254,9543,178,348,1
5784,4525,23,14,205
15118,9733,286,558,1
9032,9033,23,16,591
15255,9251,161,315,1
8500,9326,41,31,1013
15007,5378,153,299,1
7935,11813,39,34,56
15235,2099,52,101,1
4153,4155,2,2,1
15255,3908,210,410,1
1026,1028,10,5,279
5971,5967,8,7,258
820,822,22,13,1
2264,2266,41,18,147
15119,2592,328,640,1
3634,3636,6,5,160
7733,7734,79,69,59
1723,1724,9,7,1
15268,8581,154,302,1
843,844,7,6,31
7599,13935,57,34,50
2825,2826,84,77,254
4072,4300,39,34,105
15048,14166,195,382,1
15136,2170,60,117,1
7312,3780,109,96,78
10202,10203,25,23,347
10363,10364,58,50,19
15265,10850,162,317,1
15038,764,294,576,1
755,4237,7,6,11
666,667,5,4,5
10879,10880,52,46,43
133,136,71,67,329
9719,9720,50,44,1
698,699,9,4,4
15046,1124,406,794,1
2271,2264,4,2,147
1363,1364,7,4,100
15099,8706,373,729,1
928,8429,202,190,362
6298,6303,30,26,39
15092,5103,513,1003,1
189,191,6,3,255
7035,13599,245,107,1
12676,12675,127,80,213
15032,9497,259,507,1
13867,13868,120,104,1
11994,12009,12,11,43
6401,6402,1,1,205
59,61,15,13,1
7609,7610,20,17,1
499,4070,29,32,982
1454,12956,29,26,166
13861,13846,136,82,24
9157,9159,39,34,31
4495,4497,34,29,1
645,644,84,52,135
15248,7894,134,262,1
14973,13452,25,49,1
705,13654,29,13,276
9818,6119,1012,609,1
750,753,37,24,415
2374,2376,31,27,34
5158,13992,40,25,170
7557,7556,160,139,4
1993,15163,106,207,1
15096,4097,346,676,1
2107,8317,41,36,23
3441,15021,286,560,1
4775,2943,33,31,424
15167,14305,176,344,1
8077,9910,64,55,20
2837,2838,40,35,1
9404,10738,3,2,176
15093,14128,115,224,1
13078,13077,32,28,80
1108,7421,4,3,1
14996,4135,351,686,1
1485,1487,46,41,126
15143,10184,404,790,1
4686,7665,155,135,14
14959,8775,150,292,1
2248,3936,107,94,71
8028,8029,22,19,1
8557,8560,120,104,16
15099,4095,401,783,1
13341,13338,109,95,14
4070,4069,31,22,764
213,13184,160,74,267
15123,10141,341,667,1
15020,7312,475,928,1
2425,10034,108,94,11
5354,11463,40,25,157
3689,3688,44,39,2
15184,6410,163,319,1
15006,5313,1026,2006,1
982,3889,30,19,371
15202,2870,379,741,1
4135,5802,20,14,472
3850,3851,105,95,205
15008,4986,170,332,1
15039,3247,313,611,1
8220,8219,31,28,102
6351,7418,54,47,1
4059,5577,4,2,189
10915,10917,30,26,143
10034,15313,433,846,1
15124,14865,310,605,1
1392,1393,7,6,48
4492,3972,69,61,101
9342,9343,31,27,43
3611,3613,7,6,22
8361,7810,36,41,1110
15284,11164,139,272,1
4411,4412,32,28,29
2005,2007,20,18,25
747,749,52,32,139
1819,15085,270,528,1
14110,14111,258,113,38
15101,6145,263,515,1
15272,3204,404,789,1
7224,7227,55,49,83
4596,14216,220,103,350
7181,7182,122,106,1
2370,2371,85,83,484
14359,14358,33,29,1
14485,7422,2,2,1
9366,9368,40,35,28
15215,4822,260,509,1
6263,5594,587,285,487
15119,4947,109,212,1
6414,1854,74,64,1
3024,3025,80,72,132
7834,7836,62,56,201
15110,11594,283,553,1
14120,14123,44,39,84
15048,3871,290,567,1
14524,3663,9,8,1
