u,v,w1,w2,w3
13606,13671,61,30,582
3368,3365,3,2,107
616,15081,270,528,1
1457,14958,498,973,1
1029,1030,30,19,184
15011,5243,263,514,1
10814,9580,40,35,1
837,839,207,134,347
708,709,31,28,194
69,6853,2,2,392
1538,14998,367,718,1
2033,15194,268,523,1
890,1018,7,5,167
9831,9830,22,19,8
10043,12295,37,32,1
3509,3508,34,30,47
15178,4509,206,403,1
559,557,2,1,210
15039,4215,322,630,1
15239,7278,243,475,1
15046,7688,558,1090,1
14717,14718,18,16,46
452,453,79,68,1
15289,12467,207,404,1
180,178,68,31,245
10502,10503,32,28,1
11007,10272,31,28,105
1766,7598,8,4,315
10357,10359,19,16,48
15032,7466,192,375,1
5279,776,82,52,224
5211,5213,32,27,3
7547,13138,40,35,105
15060,10786,220,431,1
15215,4693,253,494,1
5855,3108,24,21,1
15219,2482,334,653,1
15119,14100,302,589,1
4164,6883,14,12,196
15088,14633,263,515,1
15093,7072,314,615,1
15055,14645,397,776,1
9748,9747,41,36,64
9509,9510,88,76,8
14952,581,514,1004,1
15084,10577,163,319,1
698,7452,26,23,20
14144,6484,17,15,1
6601,9463,38,33,21
5237,5235,110,96,2
6357,6355,73,44,7
527,15239,279,545,1
15057,6787,287,561,1
1300,1294,6,5,1
15144,7753,167,326,1
10033,13818,14,12,1
480,482,65,66,673
1680,3895,69,60,61
13516,12718,26,23,161
2792,2794,11,10,1
15156,8696,64,126,1
527,2810,18,16,96
14948,14760,441,861,1
14955,3969,560,1094,1
5609,5611,82,71,1
11,15023,670,1310,1
106,107,58,52,109
15052,12660,311,608,1
14576,14577,60,52,1
13428,10609,35,33,400
5090,12304,40,35,45
15007,607,248,484,1
26,27,56,49,1
4206,4208,81,70,1
9313,6124,165,146,90
3371,3370,31,19,107
12676,10258,33,21,213
411,421,29,25,5
1280,13711,415,187,201
13058,15220,163,318,1
1524,15002,241,470,1
3964,3959,29,26,176
477,479,48,42,107
3568,15316,401,785,1
14955,11970,598,1170,1
7719,7720,19,17,1
5600,5601,40,35,28
6341,6342,4,3,1
2341,2346,22,19,10
546,13079,69,60,41
1162,1161,71,57,1164
1031,1032,28,19,582
12535,11894,28,24,1
15152,5673,164,320,1
5957,15030,373,729,1
11824,11825,33,29,1
11649,12582,155,136,40
2078,13464,17,15,1
5726,5759,4,3,1
64,66,31,28,227
5941,3412,11,7,68
14987,13770,297,581,1
15161,4778,365,713,1
15272,9032,392,767,1
15214,6645,47,91,1
15059,181,206,402,1
3667,5127,7,6,1
5360,7821,19,16,21
15110,12051,168,328,1
8183,8185,81,76,343
15305,6025,498,974,1
6798,6799,24,21,32
4179,4177,64,55,1
14619,14624,72,43,25
15112,6904,320,626,1
7708,4908,75,65,1
2202,2201,55,53,420
14021,2337,54,32,6
15162,4443,345,674,1
15232,8183,19,37,3
15018,2238,506,989,1
6027,6029,43,38,80
15058,2776,354,692,1
1851,1853,24,21,1
9826,11885,36,31,1
130,131,6,5,259
15259,10368,49,96,1
150,10659,6,6,94
15289,2694,308,603,1
4174,4176,79,50,287
10980,9784,5,5,27
719,14957,590,1153,1
14997,6712,265,519,1
673,829,6,6,672
674,1440,92,90,508
15006,7482,928,1814,1
15215,7244,233,455,1
11487,11485,45,39,17
15189,7653,231,452,1
15112,6913,335,656,1
14418,14422,278,121,23
15160,8483,211,413,1
173,15052,311,608,1
1408,5754,26,19,705
6244,14949,702,1372,1
14950,9443,291,570,1
15009,14311,1124,2198,1
4678,4679,18,15,1
7335,7337,15,13,7
15020,2613,423,827,1
5726,5701,87,76,1
12077,13771,181,79,30
3021,3023,47,42,132
7903,7904,88,77,1
13766,13765,136,61,190
13181,13409,671,292,1
10131,10736,18,16,123
15095,2352,250,489,1
2395,2396,39,34,62
7992,7991,207,90,1
1685,1686,6,5,338
1809,1811,91,79,1
15084,2013,208,406,2
15269,11663,48,94,1
8446,8444,40,37,283
15136,579,466,912,1
15052,10475,262,513,1
15119,4949,75,146,1
13694,13695,111,64,1124
8191,8190,26,23,98
15049,7854,289,565,1
7376,7378,37,33,106
15006,1195,581,1135,1
9105,9107,31,28,254
268,14086,119,104,67
3876,3875,2,2,1
14957,720,639,1249,1
15294,9407,240,470,1
4957,15118,356,695,1
6609,1524,7,7,1
7301,7302,450,398,108
10069,15034,29,56,1
6313,6312,2,2,73
13860,6223,31,20,356
14880,14927,7,7,856
15103,10994,152,297,1
9732,10236,31,27,86
9191,9193,39,34,126
15009,4886,787,1538,1
2332,2333,54,33,1
8364,8363,32,32,628
8151,8149,65,56,18
15249,2760,74,145,1
5970,6163,5,4,27
5417,5418,63,55,23
7216,6925,13,11,1
15029,8384,280,548,1
15049,2138,352,687,1
5576,121,77,67,2
2080,2082,14,12,44
4059,4062,3,1,116
15289,10861,127,247,1
15011,373,203,396,1
5414,5417,14,12,23
10145,8062,76,67,82
8001,7999,80,70,37
15293,1483,498,974,1
13934,13935,31,19,45
7908,14925,49,43,4
2034,4433,31,21,415
10941,10943,77,67,1
15292,1228,111,216,1
15146,2836,278,544,1
785,15013,241,471,1
8424,8423,33,30,219
3440,3439,105,70,468
2205,15262,301,588,1
14948,14540,320,625,1
9346,6673,78,68,1
1621,1620,11,10,253
15184,6829,139,271,1
15293,8752,266,520,1
743,744,118,73,158
15171,13655,279,545,1
6877,6879,27,24,3
12623,6935,55,47,5
15268,6677,261,511,1
2200,15263,378,740,1
8333,9293,153,133,17
2777,15090,377,738,1
5153,15320,325,636,1
15088,14021,796,1555,1
986,988,75,65,8
8887,10101,161,140,1
14110,14112,412,191,303
489,464,100,87,1
6943,14452,58,50,27
157,158,46,23,552
6886,6884,48,42,44
7541,15016,322,630,1
4754,14205,37,17,178
2807,2806,35,31,123
7878,13049,86,74,1
15020,14814,340,665,1
15131,5289,130,253,1
1894,1904,63,54,10
13696,13284,7,3,399
1789,1791,20,19,283
15076,1967,381,744,1
15088,4345,341,666,1
2956,2959,7,3,156
13420,13408,186,81,1
1217,1214,43,41,359
2728,2729,30,27,65
15266,11589,217,424,1
15291,983,298,582,1
15121,8559,230,449,1
15134,1731,272,532,1
2533,2538,39,37,333
15003,4634,353,690,1
396,397,35,31,107
5053,5051,159,141,121
4796,4055,19,17,209
3770,14465,62,54,7
506,2285,60,52,1
4843,4844,52,47,151
2586,2835,39,34,142
5238,5240,37,32,12
5887,5886,65,41,206
14954,6073,387,756,1
14982,1401,173,339,1
12399,9127,80,70,1
8590,8591,19,12,335
6921,1624,170,76,125
15117,11046,261,510,1
15145,14507,94,184,1
6535,11957,79,69,1
722,14955,536,1048,1
1054,1070,66,62,410
15222,5352,354,691,1
15083,9311,176,344,1
7467,7469,33,28,1
4881,4888,134,117,1
11899,11903,35,31,33
7354,7355,257,237,292
7106,10931,34,31,240
11074,11075,20,18,1
1170,1175,45,28,206
835,838,73,45,165
9763,9762,88,78,105
14639,13917,31,19,68
15052,4297,80,157,2
15118,12291,122,239,1
4667,4668,29,21,769
15145,11811,190,372,1
1783,13440,106,60,1043
4491,4493,95,83,1
15038,3252,643,1256,1
14976,11409,89,174,1
14991,5557,280,547,1
14995,7469,97,190,1
15182,11431,222,434,1
1513,7317,246,218,114
15030,6848,8,16,1
4445,4447,217,190,45
14232,8628,9,6,702
9124,11729,85,81,422
15047,6374,380,742,1
15230,2394,334,653,1
15006,7191,554,1083,1
10530,10531,32,27,1
15182,2942,312,611,1
334,14325,56,52,294
15046,5582,1136,2220,1
11454,11456,81,52,287
15039,4226,306,598,1
14987,3787,145,284,1
15003,8422,44,85,1
10490,10488,39,34,42
10461,10464,49,45,258
3621,2356,83,73,86
10351,10353,33,29,1
5292,4326,42,36,17
15065,6885,301,588,1
6244,7102,230,100,1
15144,2580,340,666,1
14990,6357,815,1594,1
1678,1679,105,69,370
15204,14268,291,569,1
15253,2019,374,731,1
15092,5104,576,1126,1
4203,4205,80,70,1
902,903,74,65,69
10806,10807,39,55,1924
5415,5414,5,4,1
1612,1613,48,30,227
1140,1141,97,85,1
6545,384,183,165,178
12307,12308,11,10,175
506,507,28,25,1
9023,11386,24,21,6
4934,14646,33,29,110
12077,13583,749,327,29
2801,2802,61,54,80
14849,14850,32,28,156
2385,2386,6,5,1
15298,6457,76,148,1
15269,10332,270,528,1
1573,15247,436,851,1
586,587,58,50,1
15220,11620,221,432,1
139,7284,207,181,16
4015,4014,11,9,12
15136,6022,180,352,1
5040,5039,166,144,1
6350,14482,78,68,1
15110,13291,279,546,1
15180,2842,224,438,1
15100,12408,193,376,1
5955,5956,6,5,1
4204,11369,38,33,1
14997,10803,323,631,1
15233,4616,225,440,1
1770,1771,65,29,147
6730,6731,6,5,94
5036,5037,61,53,7
2220,2219,53,57,925
14971,1566,148,289,1
6960,7353,7,3,111
10143,10142,25,22,1
15225,3575,220,430,1
2108,2109,54,47,1
15124,8768,9,17,1
211,215,166,89,859
1979,1980,72,63,9
5719,5721,49,34,620
15088,1785,395,771,1
5081,7608,36,33,282
13489,177,68,66,461
812,813,71,43,1
14981,10993,317,619,1
15078,12847,437,854,1
15313,13240,444,868,1
3906,3908,47,42,190
15134,3899,335,655,1
570,13713,144,71,516
1573,11330,19,12,1
2642,2643,40,35,112
15009,4881,892,1743,1
15085,11889,234,457,1
712,715,19,16,8
270,272,62,54,80
6380,6381,1,1,41
3520,15216,339,663,1
8849,8850,40,35,40
524,525,37,42,1079
6123,6124,15,13,90
13554,13589,180,92,687
247,2137,198,98,548
15192,4418,425,831,1
15290,13563,61,119,2
1039,1041,36,31,1
1779,1793,8,7,1
15122,5880,288,564,1
4654,4660,80,73,257
14982,1409,327,638,1
1838,1840,187,163,1
651,691,80,72,182
3369,3364,7,6,1
15048,5256,720,1407,1
15125,13893,199,388,1
15149,2294,226,442,1
15263,3958,323,632,1
15046,1134,642,1254,1
15256,3073,304,594,1
10625,9072,38,33,20
1039,1040,31,28,141
15088,1782,408,798,1
15230,11758,257,502,1
5637,5627,8,7,32
15118,10242,93,181,1
7295,7294,96,84,97
15013,5975,128,250,1
7605,7606,58,51,1
15004,1263,312,610,1
15260,10134,239,467,1
10522,10523,31,27,22
3958,3956,5,5,9
5167,5169,2,2,225
2101,7735,175,152,10
393,15144,287,561,1
2141,2140,267,162,51
2016,2015,139,121,27
15308,3531,258,504,1
14999,11474,327,639,1
5617,5607,52,45,58
6486,6488,55,51,277
15042,2093,78,153,1
8633,11361,135,120,121
15253,830,430,841,1
15088,14631,118,230,1
15207,2487,416,813,1
7013,7015,62,40,322
4445,4440,42,36,21
9588,9586,29,25,41
949,961,94,57,61
15085,1958,373,728,1
15230,3960,319,624,1
15147,12191,323,631,1
15218,2660,167,327,1
1578,1580,380,276,792
15274,10987,270,527,1
15046,5672,1138,2225,1
508,509,14,12,188
15023,5689,853,1667,1
11330,11368,55,33,1
9892,14321,98,88,178
890,3554,106,66,162
11483,11490,106,94,129
15078,1851,284,556,1
14970,454,193,376,1
15038,5448,568,1110,1
569,571,252,114,201
632,631,149,92,132
13792,13793,220,125,1068
8518,7573,30,26,20
15224,12591,253,495,1
15076,1971,299,585,1
663,4460,81,70,28
15099,4083,341,666,1
15201,10698,245,479,1
5696,5698,129,112,5
14954,3032,404,790,1
14967,9645,154,301,1
2182,15223,298,582,1
14987,13584,331,647,1
3013,15252,357,698,1
4934,13332,51,48,350
892,5823,27,16,1
1209,7691,11,9,1
15133,588,285,556,1
9068,9070,73,63,8
14226,14223,5,2,335
14512,6612,149,131,38
328,332,11,10,213
8623,6446,23,20,1
15114,8805,283,553,1
15288,12546,164,321,1
14993,5556,339,663,1
15253,9657,270,528,1
14966,12474,325,635,1
15165,10018,342,669,1
4147,14994,107,209,1
6546,6547,153,133,1
6876,6370,83,72,1
3097,3098,4,3,1
8767,10517,31,27,2
4919,11036,80,70,3
14619,13875,37,17,301
4161,4169,18,8,28
