u,v,w1,w2,w3
15148,2888,183,358,1
6273,14967,190,371,1
5028,15074,221,432,1
1380,5780,7,4,1
7274,15023,711,1390,1
9633,9634,39,35,140
15088,6681,196,384,1
15131,11503,162,316,1
12781,15088,368,719,1
12264,15283,318,622,1
5877,15030,276,539,1
10841,15156,239,468,1
509,15156,269,525,1
13864,15087,379,742,1
15007,1169,402,786,1
5379,5385,7,6,1
15103,4676,422,824,1
5876,5874,66,79,1293
70,15018,544,1064,1
11186,15027,364,712,1
3089,9613,6,5,1
14059,14061,287,128,134
5052,14880,318,335,796
12119,15135,182,355,1
5209,15096,199,389,1
6651,10256,131,82,217
8226,8227,32,29,250
14971,415,379,741,1
13436,15030,353,691,1
5789,15045,303,593,1
14967,11210,284,556,1
9527,15249,242,473,1
15305,6025,498,974,1
3807,15033,303,592,1
13833,15112,374,731,1
4269,15086,235,459,1
6927,14991,665,1299,1
14551,15089,258,503,1
11616,15187,309,604,1
3953,3954,10,9,356
14967,6576,249,487,1
7116,14991,414,810,1
1511,15019,144,281,1
6369,6368,30,18,1
1738,15203,113,220,1
5094,11755,53,46,1
5906,15007,391,765,1
143,3460,23,14,1
15154,5072,153,300,1
15078,1854,280,547,1
14147,15046,1012,1979,1
11122,15286,182,355,1
3699,15037,447,873,1
10498,15052,162,317,1
15100,12408,193,376,1
3722,13419,56,49,1
5331,5332,81,61,933
4460,15036,224,437,1
5272,15014,677,1323,1
6108,9290,129,112,4
6790,14987,392,766,1
15245,3555,129,253,1
681,691,38,33,27
7078,13800,266,139,771
224,225,58,52,125
2320,2322,9,4,538
11865,15060,312,610,1
15026,4376,186,363,1
9115,12437,5,5,1
1473,9550,20,18,46
9542,15254,147,286,1
14870,15127,156,306,1
15290,2743,330,645,1
2312,5899,81,70,1
524,2919,26,29,932
12137,14982,98,192,1
1890,1891,63,55,1
8347,7734,33,29,75
6074,13667,23,20,222
15165,195,391,764,1
7427,15157,277,541,1
315,15244,332,649,1
15256,848,311,607,1
15242,11056,136,266,1
15283,1442,330,645,1
5059,15149,221,432,1
11653,15238,269,526,1
9326,15197,258,505,1
14611,14612,43,26,40
10240,15173,221,432,1
1573,1574,71,44,93
9202,15282,276,540,1
7079,14949,519,1014,1
15269,10332,270,528,1
685,6592,100,60,1
13338,14984,402,785,1
6763,6784,77,51,439
6315,14968,371,724,1
7662,13641,57,51,180
10812,15260,284,555,1
112,15065,630,1231,1
3979,15248,257,503,1
416,14971,662,1294,1
15190,12767,290,568,1
8525,15123,33,64,1
10036,13240,10,9,39
2608,15156,299,585,1
14971,1331,381,744,1
11525,11660,93,81,1
10035,15300,497,972,1
392,15119,125,244,1
10973,10976,41,36,100
8010,15138,174,341,1
12163,14982,165,322,1
13591,15127,85,166,1
11446,15242,385,752,1
13616,13664,211,94,117
12402,15195,44,86,1
13652,15124,262,511,1
8262,15173,181,354,1
5063,15296,257,502,1
5225,14969,373,729,1
15007,4873,49,96,45
14931,15296,44,86,1
7223,15169,317,619,1
12090,14986,200,391,1
